,source_id,KIC,TEFF_BT,TEFF_BT_ERR,TEFF_AP,TEFF_AP_ERR,Teff,eTeff,ETeff
0,2086439488284337536,10489206,3885.1179758180438,36.21093364513533,3950.3949010358388,37.08117962343869,3811,78,45
1,2085482775729637376,9730163,3230.182569088504,36.811851995126645,3456.292256444401,56.99748403391653,3267,51,69
2,2131059972237410560,10525049,3908.166010754695,38.18155984530983,4013.3088759545203,67.48202075165604,3873,93,143
3,2129928884010551936,11348997,3794.6262773080325,36.811851995126645,3849.660081565615,51.85299593952946,3889,119,405
4,2107607354856794880,10388286,3787.802201555748,36.21093364513533,3859.054918657873,34.250343290394994,3670,62,47
5,2129686991453013248,11192235,4046.1759320427395,38.18155984530983,4066.9265859226507,63.15239043815087,3823,61,184
6,2131059628640021120,10525027,3990.8484602892618,36.21093364513533,4035.5442351207957,30.48605966821301,3756,78,87
7,2103377980301947264,5080636,3711.5491413825507,36.21093364513533,3826.413007440744,30.844986998259913,3705,83,34
8,2103822075621468672,5601258,3916.1505554877663,38.18155984530983,3952.314784257744,79.2622811389718,3870,91,95
