,mstar,logt,logl_ls,logg,radius,feh,afe,age,u,g,r,i,z,J,H,Ks,Kp,IRAC1,IRAC2,KIC,KOI
37,0.5334,3.6060000000000003,-1.202,4.749,0.5106,-0.5,0.0,0.2,12.11,9.376,8.08,7.604,7.35,6.169,5.5489999999999995,5.367999999999999,7.989,5.346,5.329,10166274.0,1078
87,0.5334,3.6069999999999998,-1.198,4.749,0.5106,-0.5,0.0,0.3,12.09,9.357999999999999,8.07,7.595,7.3420000000000005,6.162000000000001,5.539,5.3629999999999995,7.978,5.345,5.329,,
137,0.5334,3.608,-1.196,4.75,0.5102,-0.5,0.0,0.4,12.09,9.35,8.068,7.5920000000000005,7.337000000000001,6.1579999999999995,5.5329999999999995,5.361000000000001,7.974,5.348,5.332999999999999,,
7444,0.5334,3.605,-1.205,4.749,0.5104,-0.49,0.0,0.2,12.13,9.392000000000001,8.093,7.6129999999999995,7.357,6.1739999999999995,5.553999999999999,5.372000000000001,8.001,5.35,5.332000000000001,,
7492,0.5334,3.6069999999999998,-1.2009999999999998,4.749,0.5105,-0.49,0.0,0.3,12.11,9.374,8.083,7.604,7.349,6.167000000000001,5.545,5.367000000000001,7.989,5.349,5.332999999999999,,
7540,0.5334,3.608,-1.199,4.75,0.5102,-0.49,0.0,0.4,12.11,9.366,8.081,7.601,7.343999999999999,6.162999999999999,5.537999999999999,5.365,7.985,5.351,5.336,,
14770,0.5334,3.6039999999999996,-1.208,4.75,0.5102,-0.48,0.0,0.2,12.15,9.408,8.107000000000001,7.622999999999999,7.364,6.18,5.559,5.377000000000001,8.012,5.354,5.335,,
14818,0.5334,3.6060000000000003,-1.204,4.75,0.5101,-0.48,0.0,0.3,12.13,9.389,8.096,7.6129999999999995,7.355,6.172000000000001,5.5489999999999995,5.372000000000001,8.0,5.353,5.336,,
22543,0.5334,3.608,-1.199,4.75,0.5101,-0.47,0.0,1.1,12.13,9.371,8.095,7.607,7.345,6.159,5.526,5.361000000000001,7.992000000000001,5.356,5.3420000000000005,,
22596,0.5334,3.608,-1.199,4.749,0.5104,-0.47,0.0,1.2,12.13,9.37,8.094,7.605,7.343,6.1579999999999995,5.526,5.361000000000001,7.9910000000000005,5.355,5.341,,
22648,0.5334,3.608,-1.199,4.749,0.5106,-0.47,0.0,1.3,12.13,9.369,8.093,7.605,7.343,6.1579999999999995,5.527,5.362,7.9910000000000005,5.356,5.341,,
22700,0.5334,3.608,-1.198,4.748,0.511,-0.47,0.0,1.4,12.13,9.368,8.092,7.604,7.3420000000000005,6.157,5.526,5.36,7.989,5.354,5.34,,
22753,0.5334,3.608,-1.197,4.748,0.5114,-0.47,0.0,1.5,12.13,9.366,8.09,7.602,7.34,6.155,5.524,5.358,7.987,5.352,5.337999999999999,,
22806,0.5334,3.608,-1.197,4.747,0.5117,-0.47,0.0,1.6,12.12,9.363999999999999,8.088,7.6,7.337999999999999,6.153,5.522,5.357,7.986000000000001,5.351,5.336,,
22859,0.5334,3.608,-1.196,4.747,0.512,-0.47,0.0,1.7,12.12,9.362,8.086,7.598,7.337000000000001,6.152,5.52,5.355,7.984,5.349,5.335,,
22911,0.5334,3.608,-1.195,4.746,0.5123,-0.47,0.0,1.8,12.12,9.361,8.085,7.597,7.335,6.15,5.519,5.354,7.982,5.348,5.332999999999999,,
22964,0.5334,3.608,-1.195,4.746,0.5127,-0.47,0.0,1.9,12.12,9.359,8.083,7.595,7.334,6.149,5.517,5.352,7.981,5.346,5.332000000000001,,
