,mstar,logt,logl_ls,logg,radius,feh,afe,age,u,g,r,i,z,J,H,Ks,Kp,IRAC1,IRAC2,KIC,KOI
34614,0.4528,3.58,-1.439,4.808,0.4393,-0.46,0.0,10.1,13.1,10.26,8.886000000000001,8.269,7.9239999999999995,6.686,6.084,5.877000000000001,8.72,5.825,5.772,,
34667,0.4528,3.58,-1.439,4.808,0.4395,-0.46,0.0,10.2,13.1,10.26,8.885,8.267999999999999,7.922999999999999,6.685,6.082999999999999,5.877000000000001,8.719,5.825,5.771,,
34720,0.4528,3.58,-1.439,4.808,0.4396,-0.46,0.0,10.3,13.1,10.26,8.884,8.267000000000001,7.922999999999999,6.685,6.082999999999999,5.876,8.718,5.824,5.77,,
34773,0.4528,3.58,-1.439,4.808,0.4397,-0.46,0.0,10.4,13.1,10.26,8.883,8.266,7.922000000000001,6.684,6.082000000000001,5.875,8.717,5.8229999999999995,5.77,,
36736,0.473,3.5780000000000003,-1.445,4.837,0.4345,-0.45,0.0,0.2,13.13,10.3,8.918,8.285,7.928,6.687,6.087000000000001,5.876,8.748,5.8260000000000005,5.763,,
36737,0.483,3.58,-1.416,4.827,0.444,-0.45,0.0,0.2,13.03,10.2,8.826,8.205,7.857,6.62,6.019,5.809,8.663,5.7620000000000005,5.7010000000000005,,
36784,0.473,3.5780000000000003,-1.444,4.836,0.435,-0.45,0.0,0.3,13.12,10.29,8.91,8.28,7.925,6.684,6.085,5.874,8.741,5.824,5.761,,
36785,0.483,3.58,-1.4140000000000001,4.8260000000000005,0.4444,-0.45,0.0,0.3,13.02,10.2,8.818999999999999,8.2,7.854,6.617000000000001,6.017,5.807,8.656,5.76,5.7,,
36832,0.473,3.5780000000000003,-1.442,4.835,0.4354,-0.45,0.0,0.4,13.11,10.28,8.902999999999999,8.274,7.922000000000001,6.681,6.082000000000001,5.871,8.734,5.822,5.76,,
36833,0.483,3.58,-1.413,4.8260000000000005,0.4449,-0.45,0.0,0.4,13.01,10.19,8.811,8.195,7.85,6.614,6.013999999999999,5.803999999999999,8.65,5.757000000000001,5.6979999999999995,,
