2454968.6269994150 1.0007014046 0.0006190052 KEPLER
2454968.6484279865 0.9998769783 0.0006190052 KEPLER
2454968.6698565581 1.0002281882 0.0006190052 KEPLER
2454968.6912851296 1.0000827452 0.0006190052 KEPLER
2454968.7127137012 1.0001394387 0.0006190052 KEPLER
2454968.7341422727 0.9988661442 0.0006190052 KEPLER
2454968.7555708443 0.9985089502 0.0006190052 KEPLER
2454968.7769994158 1.0002301899 0.0006190052 KEPLER
2454968.7984279874 0.9985526188 0.0006190052 KEPLER
2454968.8198565589 0.9999573705 0.0006190052 KEPLER
2454968.8412851305 0.9992675106 0.0006190052 KEPLER
2454968.8627137020 0.9998501382 0.0006190052 KEPLER
2454968.8841422736 1.0002236601 0.0006190052 KEPLER
2454968.9055708451 1.0000887264 0.0006190052 KEPLER
2454968.9269994167 1.0007176950 0.0006190052 KEPLER
2454976.7269994603 0.9999137223 0.0006190052 KEPLER
2454976.7484280318 1.0000165614 0.0006190052 KEPLER
2454976.7698566034 0.9998802070 0.0006190052 KEPLER
2454976.7912851749 1.0012692776 0.0006190052 KEPLER
2454976.8127137464 1.0002051829 0.0006190052 KEPLER
2454976.8341423180 0.9992976572 0.0006190052 KEPLER
2454976.8555708895 0.9976389973 0.0006190052 KEPLER
2454976.8769994611 0.9983157718 0.0006190052 KEPLER
2454976.8984280326 0.9983870049 0.0006190052 KEPLER
2454976.9198566042 0.9979545032 0.0006190052 KEPLER
2454976.9412851757 0.9999428107 0.0006190052 KEPLER
2454976.9627137473 1.0007954148 0.0006190052 KEPLER
2454976.9841423188 0.9998493936 0.0006190052 KEPLER
2454977.0055708904 1.0011058030 0.0006190052 KEPLER
2454977.0269994619 0.9997694664 0.0006190052 KEPLER
2454984.8484280771 0.9992476245 0.0006190052 KEPLER
2454984.8698566486 1.0000176420 0.0006190052 KEPLER
2454984.8912852202 1.0010862114 0.0006190052 KEPLER
2454984.9127137917 0.9993379059 0.0006190052 KEPLER
2454984.9341423633 1.0010809005 0.0006190052 KEPLER
2454984.9555709348 0.9999692900 0.0006190052 KEPLER
2454984.9769995064 0.9977929450 0.0006190052 KEPLER
2454984.9984280779 0.9985677430 0.0006190052 KEPLER
2454985.0198566495 0.9982658727 0.0006190052 KEPLER
2454985.0412852210 0.9991910244 0.0006190052 KEPLER
2454985.0627137925 0.9994925202 0.0006190052 KEPLER
2454985.0841423641 0.9999276067 0.0006190052 KEPLER
2454985.1055709356 1.0003420382 0.0006190052 KEPLER
2454985.1269995072 0.9996272195 0.0006190052 KEPLER
2454985.1484280787 1.0006800166 0.0006190052 KEPLER
2454992.9698566939 0.9999659399 0.0006190052 KEPLER
2454992.9912852654 1.0000174296 0.0006190052 KEPLER
2454993.0127138370 1.0011785470 0.0006190052 KEPLER
2454993.0341424085 1.0001550425 0.0006190052 KEPLER
2454993.0555709801 1.0003490887 0.0006190052 KEPLER
2454993.0769995516 0.9975274606 0.0006190052 KEPLER
2454993.0984281232 0.9990644801 0.0006190052 KEPLER
2454993.1198566947 0.9972251662 0.0006190052 KEPLER
2454993.1412852663 0.9981255075 0.0006190052 KEPLER
2454993.1627138378 0.9997218005 0.0006190052 KEPLER
2454993.1841424094 1.0010032149 0.0006190052 KEPLER
2454993.2055709809 1.0006223738 0.0006190052 KEPLER
2454993.2269995525 0.9994382031 0.0006190052 KEPLER
2454993.2484281240 0.9997999510 0.0006190052 KEPLER
2454993.2698566956 1.0002209485 0.0006190052 KEPLER
2455001.0698567391 1.0002002931 0.0006190052 KEPLER
2455001.0912853107 1.0002511727 0.0006190052 KEPLER
2455001.1127138822 1.0001084755 0.0006190052 KEPLER
2455001.1341424538 0.9997277338 0.0006190052 KEPLER
2455001.1555710253 1.0001569081 0.0006190052 KEPLER
2455001.1769995969 0.9992629451 0.0006190052 KEPLER
2455001.1984281684 0.9981744749 0.0006190052 KEPLER
2455001.2198567400 0.9991272102 0.0006190052 KEPLER
2455001.2412853115 0.9989833500 0.0006190052 KEPLER
2455001.2627138831 0.9990008701 0.0006190052 KEPLER
2455001.2841424546 1.0012187912 0.0006190052 KEPLER
2455001.3055710262 1.0007533970 0.0006190052 KEPLER
2455001.3269995977 0.9990907816 0.0006190052 KEPLER
2455001.3484281693 1.0003674163 0.0006190052 KEPLER
2455001.3698567408 0.9998612156 0.0006190052 KEPLER
2455009.1912853559 1.0001102855 0.0006190052 KEPLER
2455009.2127139275 1.0006910568 0.0006190052 KEPLER
2455009.2341424990 1.0015294044 0.0006190052 KEPLER
2455009.2555710706 0.9990353936 0.0006190052 KEPLER
2455009.2769996421 0.9991937598 0.0006190052 KEPLER
2455009.2984282137 0.9990839873 0.0006190052 KEPLER
2455009.3198567852 0.9994530135 0.0006190052 KEPLER
2455009.3412853568 1.0003715464 0.0006190052 KEPLER
2455009.3627139283 0.9989833545 0.0006190052 KEPLER
2455009.3841424999 0.9988333660 0.0006190052 KEPLER
2455009.4055710714 1.0004968497 0.0006190052 KEPLER
2455009.4269996430 1.0002758170 0.0006190052 KEPLER
2455009.4484282145 1.0006678713 0.0006190052 KEPLER
2455009.4698567861 0.9997195443 0.0006190052 KEPLER
2455009.4912853576 1.0003626642 0.0006190052 KEPLER
2455017.3127139728 1.0004972362 0.0006190052 KEPLER
2455017.3341425443 0.9994667104 0.0006190052 KEPLER
2455017.3555711159 1.0005850382 0.0006190052 KEPLER
2455017.3769996874 1.0002017587 0.0006190052 KEPLER
2455017.3984282590 1.0006830712 0.0006190052 KEPLER
2455017.4198568305 0.9979070229 0.0006190052 KEPLER
2455017.4412854020 0.9986990060 0.0006190052 KEPLER
2455017.4627139736 0.9985405493 0.0006190052 KEPLER
2455017.4841425451 0.9986580824 0.0006190052 KEPLER
2455017.5055711167 1.0004335321 0.0006190052 KEPLER
2455017.5269996882 0.9998347813 0.0006190052 KEPLER
2455017.5484282598 0.9997922104 0.0006190052 KEPLER
2455017.5698568313 1.0006621504 0.0006190052 KEPLER
2455017.5912854029 1.0005305851 0.0006190052 KEPLER
2455017.6127139744 0.9994059031 0.0006190052 KEPLER
