    0.811319834064084233E+01    0.245500934042626759E+07    0.361731399202180476E-01    0.705719186298048640E+00    0.677826475530008521E+00    0.631639262748073138E+00    0.233483514506446959E+02   -0.208399144022955794E-04    0.139528780502179806E+01    0.628975229322672135E+03
    0.811390599768575527E+01    0.245500933988480549E+07    0.366623464197985208E-01    0.419859946505599546E+00    0.903875994944352334E+00    0.653320205612721305E+00    0.175042202983187991E+02   -0.198191350935964926E-03    0.297726158132153635E+02    0.629933010335539848E+03
    0.811214433001434365E+01    0.245500933983998001E+07    0.368914491319442470E-01    0.270460786745301329E+00    0.987525028780513181E+00    0.556518276422373170E+00    0.278434189529214180E+02   -0.592522392633116723E-04    0.229589849955856007E+01    0.631907444238388962E+03
    0.811498872317694797E+01    0.245500934040537337E+07    0.376899110081350616E-01    0.154254146787584617E+00    0.598928537925007776E+00    0.476711481070854370E+00    0.324704364150285940E+02   -0.629444370634788593E-04    0.171028698631786424E+01    0.632449865380223741E+03
    0.811500849355596721E+01    0.245500933950782428E+07    0.369393950454624878E-01    0.338280725738789256E+00    0.854148029062425707E+00    0.639046714833506946E+00    0.260368991304341719E+02    0.584700886748835109E-05    0.279373396809976597E+02    0.632542896835968463E+03
    0.811632902811506440E+01    0.245500933851997741E+07    0.372431696877378524E-01    0.819307261308570567E-01    0.416671135390661529E+00    0.279286311284309530E+00    0.260778150899804899E+02   -0.309013459045189682E-03    0.791785636295595623E+02    0.632786283058532717E+03
    0.811350236607021813E+01    0.245500934096401371E+07    0.369365594829406951E-01    0.219760492080175757E+00    0.949144845189074271E+00    0.545994156365136152E+00    0.297715863256600173E+02   -0.158126571619131366E-03    0.268431008062023446E+01    0.632912201649450822E+03
    0.811467053252371429E+01    0.245500933961018780E+07    0.354952731061170951E-01    0.630591079525131160E+00    0.115779045908375386E+00    0.328776154517518182E+00    0.231377381781819089E+02    0.641044523210211955E-04    0.385245423572257328E+01    0.632932646023767234E+03
    0.811435200581912852E+01    0.245500933865240403E+07    0.376171479171462306E-01    0.204835025542099369E+00    0.744072587925592277E+00    0.436243218666189786E-01    0.221757570769058212E+02   -0.131487587326441913E-03    0.133580465161202366E+00    0.632933837106638975E+03
    0.811392427688906537E+01    0.245500934050098760E+07    0.378656396773974502E-01    0.114631970263246799E+00    0.383208671349058672E+00    0.803719330512357444E-01    0.337565420349725898E+02   -0.100947868538855224E-03    0.287735630161190237E+01    0.633062350343433309E+03
    0.811545400973086117E+01    0.245500934082708322E+07    0.378812732552050654E-01    0.158589867434121290E+00    0.301889043740575236E+00    0.420982824298534231E+00    0.303070481319291360E+02    0.229175343532575861E-04    0.240400236622876413E+02    0.633093508742896915E+03
    0.811562886611298495E+01    0.245500933965877211E+07    0.381966288785892047E-01    0.700249065650652369E+00    0.286201556553221215E+00    0.319484149768685666E+00    0.182889065982826651E+02   -0.195650797501247236E-03    0.341563973100860949E+03    0.633121686407059997E+03
    0.811496628221139282E+01    0.245500934013320412E+07    0.360184158731529508E-01    0.244721142420678134E+00    0.434293701551092481E+00    0.330145068221169458E+00    0.310287986803161786E+02   -0.152907873654056873E-03    0.471280400998000815E+02    0.633158261958655203E+03
