    0.811539812826132589E+01    0.245500933854440087E+07    0.372339587288926313E-01    0.452777862548828125E+00    0.222722887992858887E+00    0.322756588459014893E+00    0.142337965965270996E+03   -0.319008977631252189E+00    0.909737189712173100E+00   -0.300885201786996387E+08   -0.690775511231546968E+01    1
    0.811494951052440605E+01    0.245500933880307944E+07    0.376244094731445974E-01    0.547827541828155518E+00    0.209411621093750000E+00    0.853635668754577637E-01    0.704640030860900879E+02   -0.300616984729515702E+00    0.587137339139528081E+01   -0.253210788772910871E+08   -0.690875511231548245E+01    1
    0.811445024561484018E+01    0.245500933881769236E+07    0.368812636961445561E-01    0.379075109958648682E+00    0.709380984306335449E+00    0.902164399623870850E+00    0.801330566406250000E+02   -0.264967685932056163E+00    0.103442721006981628E+03   -0.173291083206181563E+08   -0.690975511231547301E+01    1
    0.811331881313891934E+01    0.245500934037934104E+07    0.373316018289526624E-01    0.230045318603515625E+00    0.726407945156097412E+00    0.834457039833068848E+00    0.171727776527404785E+02   -0.259805987166949914E+00    0.137850652721878845E+03   -0.160157649471650049E+08   -0.691075511231547601E+01    1
    0.811415841834205409E+01    0.245500934281720035E+07    0.363508799167116606E-01    0.306314289569854736E+00    0.263928174972534180E+00    0.964128255844116211E+00    0.473903417587280273E+02   -0.254273172227256650E+00    0.318713226810141848E+01   -0.159259199861754663E+08   -0.691175511231546658E+01    1
    0.811486112447954788E+01    0.245500934089568118E+07    0.364102104838705115E-01    0.550626456737518311E+00    0.600165545940399170E+00    0.925341248512268066E+00    0.518042087554931641E+02   -0.249364721527710387E+00    0.696964945805138711E+02   -0.149361387166273650E+08   -0.691275511231547579E+01    1
    0.811322946891240093E+01    0.245500934087580536E+07    0.366187571234357495E-01    0.989294230937957764E+00    0.280834794044494629E+00    0.827921032905578613E+00    0.389959335327148438E+02   -0.253613674400542111E+00    0.215337718625557699E+03   -0.141311834648126159E+08   -0.691375511231547435E+01    1
    0.811563124324099938E+01    0.245500934053604444E+07    0.360227280512498207E-01    0.837550938129425049E+00    0.659811496734619141E-02    0.383124291896820068E+00    0.386682868003845215E+02   -0.242005991431210460E+00    0.376113818825563884E+00   -0.139734238797727153E+08   -0.691475511231548357E+01    1
    0.811397754458437426E+01    0.245500933823607536E+07    0.383147580866084539E-01    0.170129060745239258E+00    0.478455781936645508E+00    0.319496154785156250E+00    0.326758146286010742E+02   -0.234144249494471768E+00    0.119195235980692598E+02   -0.127825774044127651E+08   -0.691575511231552209E+01    1
    0.811303835605134083E+01    0.245500934037648933E+07    0.363035934715627007E-01    0.819989025592803955E+00    0.768617391586303711E-01    0.108102500438690186E+00    0.196952915191650391E+03   -0.230396270601579189E+00    0.790676461145248477E+00   -0.122985581923961882E+08   -0.691675511231554463E+01    1
    0.811325247020816676E+01    0.245500934131564246E+07    0.376978372852535062E-01    0.356588780879974365E+00    0.799680769443511963E+00    0.239271342754364014E+00    0.509277105331420898E+02   -0.217916670516063310E+00    0.132857812742876831E+03   -0.101677806945027020E+08   -0.691775511231549967E+01    1
    0.811367437126203939E+01    0.245500933759240713E+07    0.376837406899130714E-01    0.268270313739776611E+00    0.991180896759033203E+00    0.198028087615966797E-01    0.104475605487823486E+03   -0.224138467622727960E+00    0.230924915176929915E+03   -0.100463421381395478E+08   -0.691875511231549378E+01    1
    0.811376251180253050E+01    0.245500933970826678E+07    0.371526321668447998E-01    0.323910713195800781E-01    0.204665720462799072E+00    0.602655172348022461E+00    0.574548482894897461E+02   -0.212778111263460468E+00    0.302231361191657999E+00   -0.100102459752204418E+08   -0.691975511231551454E+01    1
    0.811452727685386854E+01    0.245500934085351834E+07    0.360536089235953261E-01    0.865449368953704834E+00    0.416320502758026123E+00    0.410773873329162598E+00    0.989798545837402344E+02   -0.213275247313724547E+00    0.102399260806845533E+03   -0.981673635851665586E+07   -0.692075511231548113E+01    1
    0.811409107878280089E+01    0.245500933855501981E+07    0.385256194201253066E-01    0.940907657146453857E+00    0.783073425292968750E+00    0.824420750141143799E+00    0.368525981903076172E+01   -0.209930158037226283E+00    0.657177947236210525E+01   -0.965059949003766291E+07   -0.692175511231547080E+01    1
    0.811389491351934034E+01    0.245500933993002586E+07    0.373491127413917295E-01    0.594766199588775635E+00    0.218206107616424561E+00    0.551173865795135498E+00    0.542179465293884277E+02   -0.206446457773905578E+00    0.472879586392837892E+00   -0.927767796633233130E+07   -0.692275511231549334E+01    1
    0.811576937421304834E+01    0.245500933884646557E+07    0.382795792771047638E-01    0.964697360992431641E+00    0.728278696537017822E+00    0.576578617095947266E+00    0.112371087074279785E+03   -0.206048146282616251E+00    0.141121167644156085E+02   -0.924139037947126664E+07   -0.692375511231548746E+01    1
    0.811530331112157732E+01    0.245500933930685837E+07    0.381691678736308382E-01    0.562222957611083984E+00    0.586986541748046875E+00    0.423479497432708740E+00    0.911215066909790039E+02   -0.256146469556890855E+00    0.553859209674270801E+03   -0.902956295170023106E+07   -0.692475511231548957E+01    1
    0.811382790951404509E+01    0.245500933998614922E+07    0.374510455278806859E-01    0.917943179607391357E+00    0.656236648559570312E+00    0.626177847385406494E+00    0.153105247020721436E+03   -0.200123452753011855E+00    0.156243814638092271E+02   -0.858808767391326465E+07   -0.692575511231552365E+01    1
    0.811453883917566898E+01    0.245500934116703318E+07    0.360688329608020927E-01    0.474096655845642090E+00    0.338487088680267334E+00    0.906576037406921387E+00    0.244639277458190918E+02   -0.199435518263346517E+00    0.218849274423280754E+00   -0.848880674451537617E+07   -0.692675511231553909E+01    1
    0.811431846790194378E+01    0.245500933879442187E+07    0.374778950663116478E-01    0.847287356853485107E+00    0.978702306747436523E+00    0.114624202251434326E+00    0.627571463584899902E+02   -0.198800745569618409E+00    0.355459845940275299E+00   -0.844783531215706654E+07   -0.692775511231552343E+01    1
    0.811326103890867500E+01    0.245500933825594932E+07    0.373919573722484855E-01    0.924726724624633789E-01    0.933330595493316650E+00    0.560956537723541260E+00    0.595290899276733398E+02   -0.198727825425096094E+00    0.131797779798743964E+00   -0.842738930381290615E+07   -0.692875511231550334E+01    1
    0.811404949300913891E+01    0.245500934132708609E+07    0.363212035839373115E-01    0.790224671363830566E+00    0.159528732299804688E+00    0.305880546569824219E+00    0.118437540531158447E+03    0.331582226813144143E+00    0.536607448030345395E+02   -0.841604770222197846E+07   -0.692975511231548769E+01    1
    0.811400928619520379E+01    0.245500934030592348E+07    0.375528229879846104E-01    0.147951722145080566E+00    0.945277571678161621E+00    0.643485188484191895E-01    0.171582639217376709E+03   -0.198319939519653710E+00    0.613112201328707229E+01   -0.839621654273866862E+07   -0.693075511231546315E+01    1
    0.811464281696683543E+01    0.245500933924108651E+07    0.376003205845101274E-01    0.638288259506225586E-02    0.389682471752166748E+00    0.735154569149017334E+00    0.827386379241943359E+01   -0.195886822146424860E+00    0.487400800466219231E+01   -0.802157499347641412E+07   -0.693175511231550789E+01    1
