,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1868,6666233,K02306.01,,FALSE POSITIVE,Done,8/16/18,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,0.512407185,5.22E-07,-5.22E-07,132.240449,0.000835,-0.000835,2454965.24,0.000835,-0.000835,0,,,,,,0.301,0.142,-0.301,1.0579,0.0299,-0.0299,,,,329,8.8,-8.8,0.016697,0.00039,-0.000415,3.5035,0.75514,-0.84985,LS+MCMC,1.03,0.04,-0.08,0.0104,,,85.27,,,1255,,,583.45,107.61,-122.35,3.65,0.787,-0.787,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,3.7857153,17.206907,46.1,1,1305,1,q1_q17_dr25_tce,1.11E+31,0.7885,Mandel and Agol (2002 ApJ 580 171),,,006/006666/006666233/dv/kplr006666233-20160209194854_dvr.pdf,006/006666/006666233/dv/kplr006666233-001-20160209194854_dvs.pdf,3862,77,-84,4.69,0.042,-0.018,0.08,0.15,-0.15,0.563,0.026,-0.04,0.566,0.035,-0.035,,,,q1_q17_dr25_stellar,282.28439,42.15419,14.78,16.148,14.805,14.194,13.841,12.634,11.999,11.828,0.009,18.818965,1.00E-05,42.15415,0.0001,0.19,0.41,-0.14,0.36,-0.00024,0.00012,4.00E-05,0.00011,-0.19,0.19,-0.08,0.14,0.2,0.2,-0.24,0.2,0.09,0.16,0.25,0.17
1902,2556650,K02156.01,Kepler-1124 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.852348262,2.93E-06,-2.93E-06,132.044534,0.000831,-0.000831,2454965.045,0.000831,-0.000831,0,,,,,,0.295,0.141,-0.295,0.7051,0.0395,-0.0395,,,,1400,59.1,-59.1,0.035061,0.00087,-0.00142,67.07426,22.44574,-18.93102,LS+MCMC,1.66,0.18,-0.2,0.0305,,,89.45,,,621,,,34.95,11.51,-10.16,30.7,10.3,-10.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4418,0.2405,q1_q17_dr25_koi,4.592119,23.920094,33.3,1,471,1,q1_q17_dr25_tce,1.11E+31,0.9859,Mandel and Agol (2002 ApJ 580 171),,,002/002556/002556650/dv/kplr002556650-20160209194854_dvr.pdf,002/002556/002556650/dv/kplr002556650-001-20160209194854_dvs.pdf,3731,74,-81,4.83,0.055,-0.055,-0.28,0.15,-0.15,0.433,0.047,-0.052,0.463,0.041,-0.055,,,,q1_q17_dr25_stellar,286.59427,37.891258,15.959,17.461,16.113,15.316,14.908,13.671,13.055,12.826,0.094,19.1062718,9.00E-06,37.89099,0.00012,-0.55,0.38,-0.98,0.42,-0.00021,0.00056,0.0007,0.00063,0.33,0.16,-0.18,0.14,0.38,0.17,0.12,0.16,-0.05,0.15,0.13,0.17
1929,8229458,K02238.01,Kepler-1152 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.646801683,3.51E-06,-3.51E-06,132.0615,0.00175,-0.00175,2454965.061,0.00175,-0.00175,0,,,,,,0.129,0.346,-0.129,1.1966,0.0617,-0.0617,,,,284,14,-14,0.01543,0.000668,-0.000465,8.32289,0.80685,-3.67896,LS+MCMC,0.86,0.07,-0.06,0.0223,,,89.3,,,806,,,99.8,24.8,-21.54,10.61,1,-1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3872,0.3156,q1_q17_dr25_koi,4.8327274,25.171762,25.2,1,807,1,q1_q17_dr25_tce,1.11E+31,0.1842,Mandel and Agol (2002 ApJ 580 171),,,008/008229/008229458/dv/kplr008229458-20160209194854_dvr.pdf,008/008229/008229458/dv/kplr008229458-001-20160209194854_dvs.pdf,3810,76,-84,4.753,0.035,-0.038,-0.02,0.15,-0.15,0.513,0.038,-0.038,0.543,0.031,-0.046,,,,q1_q17_dr25_stellar,290.43402,44.107651,14.634,16.026,14.671,14.037,13.703,12.495,11.821,11.683,0.1,19.362274,9.70E-06,44.10763,0.00012,0.2,0.38,-0.08,0.42,1.00E-05,0.00011,0.00014,0.00012,0.08,0.14,0.04,0.14,0.09,0.14,0.33,0.14,0.45,0.14,0.56,0.14
1938,11348997,K02090.01,Kepler-1089 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,5.132486123,9.63E-06,-9.63E-06,132.15985,0.00176,-0.00176,2454965.16,0.00176,-0.00176,0,,,,,,0.217,0.222,-0.217,1.4575,0.0461,-0.0461,,,,908,31,-31,0.026773,0.001,-0.000796,14.13898,1.33275,-5.19933,LS+MCMC,1.69,0.09,-0.08,0.0497,,,89.54,,,584,,,27.41,5.61,-4.42,27,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.069,0.6858,q1_q17_dr25_koi,5.1789417,30.17181,35.4,1,217,1,q1_q17_dr25_tce,1.11E+28,0.5628,Mandel and Agol (2002 ApJ 580 171),,,011/011348/011348997/dv/kplr011348997-20160209194854_dvr.pdf,011/011348/011348997/dv/kplr011348997-001-20160209194854_dvs.pdf,3879,77,-77,4.707,0.018,-0.036,0.32,0.15,-0.15,0.578,0.032,-0.027,0.619,0.023,-0.035,,,,q1_q17_dr25_stellar,291.09274,49.19006,15.535,17.062,15.756,14.88,14.471,13.255,12.627,12.386,0,19.4061579,8.90E-06,49.190243,8.80E-05,-0.88,0.31,0.66,0.32,0.00081,0.00028,-0.00033,0.00029,-0.09,0.14,-0.19,0.11,0.21,0.12,-0.32,0.13,0.35,0.14,0.48,0.14
1954,11192235,K02329.01,,CANDIDATE,Done,8/16/18,CANDIDATE,0.949,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.615357809,2.32E-06,-2.32E-06,132.7846,0.00121,-0.00121,2454965.785,0.00121,-0.00121,0,,,,,,0.931,0.007,-0.679,1.1435,0.0377,-0.0377,,,,500,20.7,-20.7,0.025766,7.50E-05,-0.00478,0.77472,12.87228,-0.07592,LS+MCMC,1.37,0.09,-0.13,0.0213,,,78.69,,,806,,,99.32,23.7,-25.18,4.75,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4418,0.2405,q1_q17_dr25_koi,3.907698,17.095778,31.2,1,822,1,q1_q17_dr25_tce,1.11E+31,0.8638,Mandel and Agol (2002 ApJ 580 171),,,011/011192/011192235/dv/kplr011192235-20160209194854_dvr.pdf,011/011192/011192235/dv/kplr011192235-001-20160209194854_dvs.pdf,3821,76,-84,4.755,0.056,-0.028,-0.28,0.15,-0.15,0.486,0.034,-0.047,0.49,0.04,-0.04,,,,q1_q17_dr25_stellar,292.76993,48.89962,15.655,17.067,15.719,15.05,14.713,13.491,12.84,12.674,0.247,19.518011,1.40E-05,48.89988,0.00012,0.52,0.5,0.93,0.43,-0.00014,0.00022,-0.00015,0.0002,0.21,0.15,0.1,0.14,0.23,0.15,0.32,0.15,0.83,0.14,0.89,0.14
1993,11752906,K00253.02,,CANDIDATE,Done,8/16/18,CANDIDATE,0.993,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,20.6180348,0.000138,-0.000138,145.51232,0.00464,-0.00464,2454978.512,0.00464,-0.00464,0,,,,,,0.155,0.314,-0.155,3.267,0.185,-0.185,,,,770,52.1,-52.1,0.024893,0.00144,-0.000914,5.1879,0.73126,-2.33145,LS+MCMC,1.57,0.06,-0.1,0.1228,,,89.82,,,359,,,3.92,0.65,-0.76,48.85,6.9,-6.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0767,0.6737,q1_q17_dr25_koi,4.96706,12.288935,16.3,2,50,2,q1_q17_dr25_tce,1.11E+31,0.4026,Mandel and Agol (2002 ApJ 580 171),,,011/011752/011752906/dv/kplr011752906-20160209194854_dvr.pdf,011/011752/011752906/dv/kplr011752906-002-20160209194854_dvs.pdf,3757,74,-82,4.681,0.039,-0.015,0.48,0.05,-0.15,0.576,0.022,-0.036,0.581,0.029,-0.029,,,,q1_q17_dr25_stellar,285.57434,49.962269,15.254,16.625,15.335,14.667,14.261,13.089,12.399,12.29,0,19.038306,1.20E-05,49.9621,0.00012,0.55,0.42,-0.62,0.44,-0.00061,0.00037,-0.00091,0.00041,-0.05,0.43,1.43,0.37,1.43,0.37,-0.11,0.45,-0.58,0.37,0.59,0.35
2009,9757613,K00250.02,Kepler-26 c,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,17.25121397,1.81E-05,-1.81E-05,149.886479,0.000854,-0.000854,2454982.886,0.000854,-0.000854,0,,,,,,0.749,0.152,-0.509,2.0371,0.0447,-0.0447,,,,2050,33.2,-33.2,0.044983,0.00399,-0.0032,6.65796,12.73071,-0.60045,LS+MCMC,2.64,0.15,-0.2,0.1063,,,89.09,,,385,,,5.17,1.07,-1.13,47.1,22.5,-22.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2238,0.5081,q1_q17_dr25_koi,10.909058,53.37347,68.6,4,73,2,q1_q17_dr25_tce,1.11E+31,0.361,Mandel and Agol (2002 ApJ 580 171),,,009/009757/009757613/dv/kplr009757613-20160209194854_dvr.pdf,009/009757/009757613/dv/kplr009757613-002-20160209194854_dvs.pdf,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,,,,q1_q17_dr25_stellar,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63,0,18.9960718,5.40E-06,46.566375,5.30E-05,0.21,0.2,-0.59,0.19,0.00105,0.00046,0.0006,0.00049,-0.118,0.083,0.14,0.11,0.19,0.1,0.011,0.082,-0.03,0.11,0.03,0.1
2025,11852982,K00247.01,,CANDIDATE,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.81504449,2.52E-05,-2.52E-05,181.12621,0.00145,-0.00145,2455014.126,0.00145,-0.00145,0,,,,,,0.868,0.015,-0.639,2.3244,0.0921,-0.0921,,,,1030,26.1,-26.1,0.034399,0.000326,-0.00503,1.66032,8.96879,-1.12988,LS+MCMC,1.91,0.13,-0.19,0.0903,,,88.06,,,391,,,5.52,1.28,-1.42,25.6,12.6,-12.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,8.291335,41.48566,46.7,1,81,1,q1_q17_dr25_tce,1.11E+31,0.788,Mandel and Agol (2002 ApJ 580 171),,,011/011852/011852982/dv/kplr011852982-20160209194854_dvr.pdf,011/011852/011852982/dv/kplr011852982-001-20160209194854_dvs.pdf,3732,75,-83,4.736,0.052,-0.024,0.02,0.15,-0.15,0.509,0.034,-0.05,0.515,0.039,-0.042,,,,q1_q17_dr25_stellar,284.9986,50.14679,14.216,15.689,14.291,13.585,13.168,12.009,11.342,11.124,0.014,18.9998844,7.20E-06,50.146792,7.10E-05,-0.75,0.25,0.01,0.25,0.00058,0.00026,-0.00018,0.00028,-0.05,0.27,0,1.1,0.06,0.83,-0.14,0.12,-0.24,0.15,0.28,0.13
2036,5794240,K00254.01,Kepler-45 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.455240626,1.11E-07,-1.11E-07,170.821762,3.56E-05,-3.56E-05,2455003.822,3.56E-05,-3.56E-05,0,,,,,,0.144,0.152,-0.084,1.72722,0.00373,-0.00373,,,,36900,33.7,-33.7,0.170837,0.00161,-0.000458,6.33298,0.18579,-0.05812,LS+MCMC,10.6,0.43,-0.71,0.0298,,,89.35,,,730,,,67.3,11.58,-13.73,12.637,0.371,-0.371,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.163,0.5825,q1_q17_dr25_koi,114.0954,1514.2845,1341.6,1,546,1,q1_q17_dr25_tce,1.11E+31,0.4551,Mandel and Agol (2002 ApJ 580 171),,,005/005794/005794240/dv/kplr005794240-20160209194854_dvr.pdf,005/005794/005794240/dv/kplr005794240-001-20160209194854_dvs.pdf,3793,76,-84,4.697,0.032,-0.02,0.32,0.15,-0.15,0.568,0.023,-0.038,0.587,0.025,-0.037,,,,q1_q17_dr25_stellar,292.87289,41.06427,15.979,17.414,16.106,15.364,15.001,13.749,13.077,12.892,0,19.52486,2.20E-07,41.0641692,2.60E-06,0.0001,0.0088,-0.3629,0.0093,0.0003,0.0039,0.0011,0.0052,-0.013,0.067,-0.008,0.067,0.015,0.067,0.136,0.075,-0.332,0.068,0.359,0.069
2041,9654468,K02417.01,Kepler-1684 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,47.7052566,0.00047,-0.00047,146.3164,0.01,-0.01,2454979.316,0.01,-0.01,0,,,,,,0.918,0.025,-0.627,5.959,0.251,-0.251,,,,1160,58.9,-58.9,0.039415,0.000986,-0.0087,0.22094,2.647,-0.10983,LS+MCMC,2.89,0.12,-0.14,0.2253,,,88.24,,,347,,,3.42,0.58,-0.57,29.8,14.9,-14.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.0722,0.674,q1_q17_dr25_koi,6.0625596,17.269434,22.8,1,17,1,q1_q17_dr25_tce,1.11E+27,0.955,Mandel and Agol (2002 ApJ 580 171),,,009/009654/009654468/dv/kplr009654468-20160209194854_dvr.pdf,009/009654/009654468/dv/kplr009654468-001-20160209194854_dvs.pdf,4551,90,-90,4.609,0.036,-0.018,-0.14,0.15,-0.15,0.672,0.027,-0.033,0.669,0.041,-0.027,,,,q1_q17_dr25_stellar,294.00543,46.310692,16.22,17.024,16.188,15.874,,14.117,13.529,13.434,0.385,19.600362,1.70E-05,46.31079,0.00016,0,0.62,0.36,0.58,4.00E-05,0.00075,-0.00055,0.00073,0.2,0.17,0.34,0.16,0.39,0.17,0.13,0.2,0.28,0.15,0.31,0.17
2043,10027247,K02418.01,Kepler-1229 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.937,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,86.829519,0.00129,-0.00129,189.26162,0.00969,-0.00969,2455022.262,0.00969,-0.00969,0,,,,,,0.953,0.018,-0.669,7.464,0.371,-0.371,,,,751,57.2,-57.2,0.0332,0.000196,-0.009,0.11306,3.61978,-0.06936,LS+MCMC,1.68,0.12,-0.21,0.3013,,,88.47,,,196,,,0.35,0.08,-0.11,35.6,17.5,-17.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3258,0.4047,q1_q17_dr25_koi,4.841739,11.653137,15.1,1,14,1,q1_q17_dr25_tce,1.11E+31,0.8054,Mandel and Agol (2002 ApJ 580 171),,,010/010027/010027247/dv/kplr010027247-20160209194854_dvr.pdf,010/010027/010027247/dv/kplr010027247-001-20160209194854_dvs.pdf,3576,71,-85,4.791,0.055,-0.035,0.16,0.15,-0.15,0.463,0.034,-0.058,0.482,0.041,-0.062,,,,q1_q17_dr25_stellar,297.48669,46.996712,15.474,17.021,15.613,14.96,14.511,13.228,12.573,12.374,0.57,19.832456,2.60E-05,46.99667,0.00029,0.35,0.97,-0.1,1,3.00E-05,0.00073,0.00041,0.00078,-0.25,0.27,-0.1,0.25,0.27,0.28,0.44,0.22,0.33,0.25,0.55,0.25
2052,9757613,K00250.03,Kepler-26 d,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.543919702,4.49E-06,-4.49E-06,136.26075,0.00107,-0.00107,2454969.261,0.00107,-0.00107,0,,,,,,0.022,0.267,-0.022,1.8717,0.0285,-0.0285,,,,507,14.7,-14.7,0.020559,0.000546,-0.000211,4.85351,0.60121,-0.50131,LS+MCMC,1.21,0.06,-0.1,0.037,,,89.91,,,652,,,42.68,8.79,-9.36,14.77,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2238,0.5081,q1_q17_dr25_koi,4.2093735,22.25087,38.2,4,360,4,q1_q17_dr25_tce,1.11E+31,0.8201,Mandel and Agol (2002 ApJ 580 171),,,009/009757/009757613/dv/kplr009757613-20160209194854_dvr.pdf,009/009757/009757613/dv/kplr009757613-004-20160209194854_dvs.pdf,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,,,,q1_q17_dr25_stellar,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63,0.185,18.996069,1.20E-05,46.56645,0.00012,0.1,0.44,-0.33,0.42,0.00024,0.00017,1.00E-05,0.00016,0.12,0.17,0.11,0.18,0.17,0.2,0.33,0.18,-0.08,0.19,0.34,0.17
2059,8890150,K02650.01,Kepler-395 c,CONFIRMED,Done,8/16/18,CANDIDATE,0.985,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,34.9897847,0.00038,-0.00038,144.20912,0.0097,-0.0097,2454977.209,0.0097,-0.0097,0,,,,,,0.034,0.422,-0.034,4.208,0.235,-0.235,,,,499,47.2,-47.2,0.020074,0.00146,-0.000907,4.19621,0.4019,-1.99882,LS+MCMC,1.14,0.07,-0.1,0.1691,,,89.97,,,292,,,1.71,0.35,-0.42,64.76,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,3.8563123,10.0909195,11.5,2,40,1,q1_q17_dr25_tce,1.11E+31,0.5278,Mandel and Agol (2002 ApJ 580 171),,,008/008890/008890150/dv/kplr008890150-20160209194854_dvr.pdf,008/008890/008890150/dv/kplr008890150-001-20160209194854_dvs.pdf,3765,75,-83,4.725,0.049,-0.021,0.02,0.15,-0.15,0.521,0.029,-0.047,0.526,0.035,-0.042,,,,q1_q17_dr25_stellar,293.51108,45.136589,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948,0.216,19.56743,2.60E-05,45.13639,0.00029,0.91,1,-0.7,1,-0.00045,0.00059,0.00046,0.00061,0.19,0.34,-0.5,0.56,0.53,0.57,0.39,0.37,-0.26,0.48,0.47,0.43
2060,8890150,K02650.02,Kepler-395 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.983,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.05429483,4.13E-05,-4.13E-05,136.18961,0.00519,-0.00519,2454969.19,0.00519,-0.00519,0,,,,,,0.48,0.048,-0.417,1.716,0.171,-0.171,,,,359,39.2,-39.2,0.017602,0.000857,-0.00145,8.50958,6.79852,-8.31886,LS+MCMC,1,0.06,-0.09,0.0581,,,89.02,,,497,,,14.46,2.98,-3.51,28.2,11.3,-11.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,4.2942157,8.993365,11.2,2,188,2,q1_q17_dr25_tce,1.11E+31,0.4109,Mandel and Agol (2002 ApJ 580 171),,,008/008890/008890150/dv/kplr008890150-20160209194854_dvr.pdf,008/008890/008890150/dv/kplr008890150-002-20160209194854_dvs.pdf,3765,75,-83,4.725,0.049,-0.021,0.02,0.15,-0.15,0.521,0.029,-0.047,0.526,0.035,-0.042,,,,q1_q17_dr25_stellar,293.51108,45.136589,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948,0.162,19.567443,3.30E-05,45.13633,0.00036,1.4,1.3,-0.9,1.3,-0.00045,0.00044,0.00034,0.00045,0.94,0.6,-1.17,0.62,1.5,0.8,1.14,0.64,-1,0.64,1.52,0.86
2067,5364071,K00248.01,Kepler-49 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.203855862,5.92E-06,-5.92E-06,170.285731,0.000652,-0.000652,2455003.286,0.000652,-0.000652,0,,,,,,0.037,0.259,-0.037,2.5418,0.0226,-0.0226,,,,1770,19.2,-19.2,0.038237,0.000503,-0.000231,4.13698,0.10712,-0.61285,LS+MCMC,2.25,0.13,-0.17,0.0595,,,89.9,,,509,,,15.87,3.28,-3.47,22.473,0.582,-0.582,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,11.845864,82.67765,101.1,4,186,1,q1_q17_dr25_tce,1.11E+31,0.2418,Mandel and Agol (2002 ApJ 580 171),,,005/005364/005364071/dv/kplr005364071-20160209194854_dvr.pdf,005/005364/005364071/dv/kplr005364071-001-20160209194854_dvs.pdf,3834,77,-84,4.708,0.045,-0.021,-0.02,0.15,-0.15,0.539,0.03,-0.041,0.541,0.037,-0.037,,,,q1_q17_dr25_stellar,292.29459,40.591789,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383,0.152,19.4862946,2.90E-06,40.591778,2.80E-05,-0.47,0.12,-0.04,0.1,0.00029,0.00024,1.00E-05,0.00023,-0.1,0.084,0.08,0.12,0.13,0.098,-0.218,0.085,0.07,0.12,0.23,0.091
2077,7021681,K00255.01,Kepler-505 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,27.52194772,3.06E-05,-3.06E-05,189.824523,0.000808,-0.000808,2455022.825,0.000808,-0.000808,0,,,,,,0.35,0.052,-0.35,4.047,0.0415,-0.0415,,,,2310,24.1,-24.1,0.044275,0.000316,-0.000887,3.33633,0.81525,-0.39568,LS+MCMC,2.47,0.17,-0.21,0.1445,,,89.61,,,314,,,2.28,0.56,-0.53,51.1,12.5,-12.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,17.74914,84.951836,106.5,3,49,1,q1_q17_dr25_tce,1.11E+31,0.1373,Mandel and Agol (2002 ApJ 580 171),,,007/007021/007021681/dv/kplr007021681-20160209194854_dvr.pdf,007/007021/007021681/dv/kplr007021681-001-20160209194854_dvs.pdf,3780,76,-83,4.746,0.042,-0.031,-0.02,0.15,-0.15,0.511,0.036,-0.043,0.531,0.034,-0.042,,,,q1_q17_dr25_stellar,287.85812,42.542629,15.108,16.484,15.193,14.519,14.143,12.912,12.236,12.08,0.002,19.1905376,3.80E-06,42.542789,3.60E-05,-0.12,0.15,0.57,0.13,0.00031,0.00039,0.00053,0.00038,0.162,0.091,-0.27,0.12,0.32,0.13,-0.225,0.084,0.272,0.085,0.353,0.085
2093,9757613,K00250.04,Kepler-26 e,CONFIRMED,Done,8/16/18,CANDIDATE,0.965,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,46.82767725,9.79E-05,-9.79E-05,136.74468,0.00179,-0.00179,2454969.745,0.00179,-0.00179,0,,,,,,0.393,0.027,-0.393,1.9033,0.0569,-0.0569,,,,1540,52.9,-52.9,0.036335,0.000627,-0.00117,50.49124,18.63506,-7.44054,LS+MCMC,2.13,0.12,-0.16,0.2068,,,89.87,,,276,,,1.37,0.28,-0.3,180.2,66.5,-66.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2238,0.5081,q1_q17_dr25_koi,11.203697,24.248087,32.4,4,28,3,q1_q17_dr25_tce,1.11E+31,0.0477,Mandel and Agol (2002 ApJ 580 171),,,009/009757/009757613/dv/kplr009757613-20160209194854_dvr.pdf,009/009757/009757613/dv/kplr009757613-003-20160209194854_dvs.pdf,3879,77,-85,4.708,0.045,-0.021,-0.12,0.15,-0.15,0.537,0.03,-0.041,0.537,0.037,-0.033,,,,q1_q17_dr25_stellar,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63,0.004,18.996079,1.20E-05,46.56666,0.00011,0.49,0.43,0.43,0.41,0.00036,0.00068,-0.00109,0.00068,-0.05,0.14,-0.05,0.14,0.07,0.14,0.15,0.13,-0.24,0.14,0.29,0.16
2109,5364071,K00248.02,Kepler-49 c,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.91274065,1.47E-05,-1.47E-05,169.85247,0.00105,-0.00105,2455002.852,0.00105,-0.00105,0,,,,,,0.685,0.192,-0.459,2.1801,0.0445,-0.0445,,,,1390,26.5,-26.5,0.036155,0.00324,-0.00201,4.17699,5.51141,-0.32659,LS+MCMC,2.13,0.12,-0.16,0.0785,,,88.68,,,443,,,9.12,1.88,-2,29.7,13.1,-13.1,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,7.4485817,42.68845,57.4,4,111,3,q1_q17_dr25_tce,1.11E+31,0.4122,Mandel and Agol (2002 ApJ 580 171),,,005/005364/005364071/dv/kplr005364071-20160209194854_dvr.pdf,005/005364/005364071/dv/kplr005364071-003-20160209194854_dvs.pdf,3834,77,-84,4.708,0.045,-0.021,-0.02,0.15,-0.15,0.539,0.03,-0.041,0.541,0.037,-0.037,,,,q1_q17_dr25_stellar,292.29459,40.591789,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383,0.668,19.4862987,5.40E-06,40.591756,5.10E-05,-0.3,0.22,-0.12,0.18,0,0.00034,0.00012,0.00033,0.11,0.31,-0.06,0.19,0.13,0.25,0,0.31,-0.12,0.22,0.12,0.23
