,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1418,5809954,K01902.01,,FALSE POSITIVE,Done,8/16/18,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_KIC_POS,137.8645881,0.000305,-0.000305,172.8113,0.00172,-0.00172,2455005.811,0.00172,-0.00172,0,,,,,,1.265,35.19,-1.367,1.922,0.108,-0.108,,,,2360,106,-106,0.324187,35.2,-1.35,9.8537,700.52399,-4.97255,LS+MCMC,15.9,1.41,-2.16,0.4036,,,89.66,,,170,,,0.2,0.05,-0.07,215,107,-107,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.4064,0.2898,q1_q17_dr25_koi,11.64278,24.076408,28.2,1,9,1,q1_q17_dr25_tce,1.11E+31,0.7894,Mandel and Agol (2002 ApJ 580 171),,,005/005809/005809954/dv/kplr005809954-20160209194854_dvr.pdf,005/005809/005809954/dv/kplr005809954-001-20160209194854_dvs.pdf,3645,72,-90,4.797,0.071,-0.038,-0.08,0.15,-0.15,0.449,0.04,-0.061,0.46,0.043,-0.059,,,,q1_q17_dr25_stellar,296.87683,41.080582,14.645,16.16,14.791,13.996,13.532,12.29,11.631,11.452,0.087,19.791796,1.10E-05,41.08066,0.00011,0.29,0.45,0.28,0.4,0.001,0.0013,-0.001,0.0013,0.11,0.18,0.13,0.11,0.17,0.14,0.52,0.18,-0.29,0.14,0.6,0.17
1422,7094486,K01907.01,Kepler-1009 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.35010642,2.16E-05,-2.16E-05,134.04612,0.00165,-0.00165,2454967.046,0.00165,-0.00165,0,,,,,,0.035,0.398,-0.035,2.2792,0.0544,-0.0544,,,,1220,36.6,-36.6,0.031169,0.00116,-0.00063,8.85324,0.56862,-2.77545,LS+MCMC,1.75,0.09,-0.17,0.0796,,,89.95,,,403,,,6.25,1.21,-1.65,39.21,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2417,0.505,q1_q17_dr25_koi,6.3078914,33.785835,38.3,1,116,1,q1_q17_dr25_tce,1.11E+31,0.9014,Mandel and Agol (2002 ApJ 580 171),,,007/007094/007094486/dv/kplr007094486-20160209194854_dvr.pdf,007/007094/007094486/dv/kplr007094486-001-20160209194854_dvs.pdf,3597,72,-86,4.734,0.052,-0.017,0.4,0.05,-0.15,0.514,0.026,-0.051,0.522,0.031,-0.046,,,,q1_q17_dr25_stellar,282.85992,42.66576,15.278,16.631,15.336,14.699,14.395,13.192,12.518,12.347,0.27,18.8573388,8.10E-06,42.665805,9.10E-05,0.38,0.32,0.16,0.33,-5.00E-05,0.00042,-0.00036,0.00044,0.06,0.13,0,0.12,0.06,0.13,-0.16,0.12,0.2,0.12,0.25,0.12
1453,5080636,K01843.01,Kepler-974 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.194496867,5.59E-06,-5.59E-06,134.13511,0.00114,-0.00114,2454967.135,0.00114,-0.00114,0,,,,,,0.863,0.005,-0.625,1.7807,0.0343,-0.0343,,,,661,17.1,-17.1,0.027522,0.000575,-0.00402,1.09947,5.94091,-0.03999,LS+MCMC,1.57,0.09,-0.12,0.0419,,,85.09,,,577,,,26.2,5.71,-5.91,10.07,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.163,0.5825,q1_q17_dr25_koi,5.51606,40.03304,45,2,245,1,q1_q17_dr25_tce,1.11E+31,0.8941,Mandel and Agol (2002 ApJ 580 171),,,005/005080/005080636/dv/kplr005080636-20160209194854_dvr.pdf,005/005080/005080636/dv/kplr005080636-001-20160209194854_dvs.pdf,3706,73,-92,4.747,0.033,-0.033,0.26,0.15,-0.15,0.522,0.032,-0.039,0.555,0.027,-0.044,,,,q1_q17_dr25_stellar,285.01309,40.220749,14.404,16.028,14.677,13.708,13.21,11.951,11.279,11.056,0.799,19.0008693,6.40E-06,40.220807,7.20E-05,-0.13,0.26,0.21,0.26,3.00E-05,0.00018,6.00E-05,0.00018,-0.07,0.16,0.05,0.15,0.09,0.13,0.01,0.16,0.58,0.19,0.58,0.19
1454,5080636,K01843.02,,CANDIDATE,Done,8/16/18,CANDIDATE,0.974,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.35585682,3.92E-05,-3.92E-05,137.49837,0.00481,-0.00481,2454970.498,0.00481,-0.00481,0,,,,,,0.912,0.051,-0.667,1.55,0.184,-0.184,,,,177,23.5,-23.5,0.015018,0.00288,-0.0032,1.28201,18.4381,-0.96089,LS+MCMC,0.86,0.05,-0.07,0.0552,,,86.26,,,503,,,15.1,3.28,-3.41,13.99,6.9,-6.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.163,0.5825,q1_q17_dr25_koi,3.693264,9.861219,9.2,2,154,2,q1_q17_dr25_tce,1.11E+31,0.9794,Mandel and Agol (2002 ApJ 580 171),,,005/005080/005080636/dv/kplr005080636-20160209194854_dvr.pdf,005/005080/005080636/dv/kplr005080636-002-20160209194854_dvs.pdf,3706,73,-92,4.747,0.033,-0.033,0.26,0.15,-0.15,0.522,0.032,-0.039,0.555,0.027,-0.044,,,,q1_q17_dr25_stellar,285.01309,40.220749,14.404,16.028,14.677,13.708,13.21,11.951,11.279,11.056,0.02,19.000874,3.00E-05,40.22031,0.00033,0.1,1.3,-1.6,1.2,-3.00E-05,0.00022,0.00034,0.00021,0.8,0.67,0.39,0.82,0.89,0.64,0.79,0.79,0.93,0.75,1.21,0.66
1491,9573685,K02057.01,Kepler-1074 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,5.94565516,1.69E-05,-1.69E-05,133.99359,0.00214,-0.00214,2454966.994,0.00214,-0.00214,0,,,,,,0.229,0.228,-0.229,2.1604,0.0711,-0.0711,,,,401,16.6,-16.6,0.018129,0.000731,-0.000472,4.86272,0.98423,-1.52856,LS+MCMC,1.12,0.06,-0.07,0.0536,,,89.37,,,568,,,24.71,4.95,-4.57,20.87,4.2,-4.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2238,0.5081,q1_q17_dr25_koi,4.6647468,26.828835,28.5,1,227,1,q1_q17_dr25_tce,1.11E+31,0.2667,Mandel and Agol (2002 ApJ 580 171),,,009/009573/009573685/dv/kplr009573685-20160209194854_dvr.pdf,009/009573/009573685/dv/kplr009573685-001-20160209194854_dvs.pdf,3974,79,-79,4.7,0.027,-0.027,-0.06,0.15,-0.15,0.564,0.03,-0.034,0.581,0.032,-0.035,,,,q1_q17_dr25_stellar,284.47653,46.252579,15.026,16.412,15.052,14.432,14.092,12.876,12.211,12.073,0.107,18.965119,1.10E-05,46.25277,0.00012,0.61,0.41,0.7,0.42,-0.00025,0.00017,-7.00E-05,0.00017,-0.13,0.14,0,0.16,0.13,0.14,0.01,0.15,0.42,0.18,0.42,0.18
1492,10329835,K02058.01,Kepler-1075 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.52373073,2.50E-06,-2.50E-06,131.61813,0.00136,-0.00136,2454964.618,0.00136,-0.00136,0,,,,,,0.942,0.058,-0.679,1.4796,0.0342,-0.0342,,,,365,13.1,-13.1,0.022705,0.00153,-0.00535,0.28756,5.56262,-0.36312,LS+MCMC,1.26,0.09,-0.12,0.0208,,,73.31,,,818,,,105.95,24.06,-27.15,3.28,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,3.7324114,26.808985,34.1,1,881,1,q1_q17_dr25_tce,1.11E+31,0.7632,Mandel and Agol (2002 ApJ 580 171),,,010/010329/010329835/dv/kplr010329835-20160209194854_dvr.pdf,010/010329/010329835/dv/kplr010329835-001-20160209194854_dvs.pdf,3746,75,-83,4.736,0.053,-0.025,0,0.15,-0.15,0.51,0.033,-0.05,0.516,0.038,-0.042,,,,q1_q17_dr25_stellar,287.50116,47.469269,15.313,16.764,15.398,14.78,14.444,13.217,12.555,12.415,0,19.1667315,9.00E-06,47.46923,8.40E-05,-0.48,0.33,-0.14,0.3,-0.0003,0.00011,0.00019,0.0001,0.58,0.23,-0.57,0.26,0.82,0.3,-0.29,0.17,-0.31,0.16,0.42,0.18
1528,10525027,K02006.01,Kepler-1049 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.27344784,6.18E-06,-6.18E-06,134.45023,0.00155,-0.00155,2454967.45,0.00155,-0.00155,0,,,,,,0.44,0.445,-0.242,1.7292,0.0495,-0.0495,,,,263,9.1,-9.1,0.014934,0.000224,-0.000652,4.10022,1.86164,-0.71663,LS+MCMC,0.81,0.07,-0.07,0.0349,,,88.1,,,625,,,36.05,9.86,-8.49,13.24,6,-6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3872,0.3156,q1_q17_dr25_koi,6.5249653,31.888021,34,1,408,1,q1_q17_dr25_tce,1.11E+31,0.4073,Mandel and Agol (2002 ApJ 580 171),,,010/010525/010525027/dv/kplr010525027-20160209194854_dvr.pdf,010/010525/010525027/dv/kplr010525027-001-20160209194854_dvs.pdf,3758,75,-85,4.769,0.04,-0.04,0,0.15,-0.15,0.496,0.042,-0.042,0.528,0.034,-0.046,,,,q1_q17_dr25_stellar,287.34674,47.772961,14.22,15.605,14.221,13.626,13.211,11.971,11.348,11.18,0.055,19.1564388,9.30E-06,47.772876,9.60E-05,-0.36,0.34,-0.3,0.34,0.000132,8.50E-05,7.20E-05,8.70E-05,-0.05,0.13,0.06,0.13,0.07,0.13,0.12,0.13,0.09,0.15,0.15,0.16
1557,8167996,K01867.01,Kepler-327 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.549562652,3.74E-06,-3.74E-06,132.60803,0.00126,-0.00126,2454965.608,0.00126,-0.00126,0,,,,,,0.047,0.377,-0.047,1.6999,0.0386,-0.0386,,,,495,12.9,-12.9,0.020119,0.000618,-0.000381,4.6501,0.32247,-1.46139,LS+MCMC,1.11,0.07,-0.11,0.0293,,,89.77,,,682,,,50.9,11.06,-13.3,11.691,0.811,-0.811,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,4.730699,35.08392,43.7,3,526,1,q1_q17_dr25_tce,1.11E+31,0.952,Mandel and Agol (2002 ApJ 580 171),,,008/008167/008167996/dv/kplr008167996-20160209194854_dvr.pdf,008/008167/008167996/dv/kplr008167996-001-20160209194854_dvs.pdf,3716,73,-83,4.74,0.056,-0.024,0.04,0.15,-0.15,0.506,0.031,-0.051,0.513,0.037,-0.045,,,,q1_q17_dr25_stellar,292.64236,44.087669,15.018,16.451,15.077,14.404,14.049,12.794,12.11,11.956,0.002,19.5095073,8.30E-06,44.087735,8.60E-05,0.65,0.32,0.23,0.31,-0.00029,0.00016,-0.0002,0.00015,0.07,0.12,-0.05,0.1,0.09,0.11,0.07,0.12,-0.18,0.13,0.19,0.13
1558,8167996,K01867.02,Kepler-327 d,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.96950181,2.15E-05,-2.15E-05,132.17062,0.00121,-0.00121,2454965.171,0.00121,-0.00121,0,,,,,,0.901,0.038,-0.639,1.5871,0.0469,-0.0469,,,,1110,34.6,-34.6,0.036995,6.70E-05,-0.00609,3.98511,35.77982,-2.09319,LS+MCMC,2.04,0.13,-0.2,0.0909,,,88.5,,,387,,,5.29,1.15,-1.38,34.5,17.2,-17.2,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,5.9724545,27.163033,37,3,89,2,q1_q17_dr25_tce,1.11E+31,0.6072,Mandel and Agol (2002 ApJ 580 171),,,008/008167/008167996/dv/kplr008167996-20160209194854_dvr.pdf,008/008167/008167996/dv/kplr008167996-002-20160209194854_dvs.pdf,3716,73,-83,4.74,0.056,-0.024,0.04,0.15,-0.15,0.506,0.031,-0.051,0.513,0.037,-0.045,,,,q1_q17_dr25_stellar,292.64236,44.087669,15.018,16.451,15.077,14.404,14.049,12.794,12.11,11.956,0,19.5094924,1.00E-05,44.08785,0.0001,0.07,0.39,0.66,0.38,-2.00E-05,0.00043,-0.00089,0.00044,0.04,0.17,-0.08,0.21,0.09,0.23,0,0.18,-0.17,0.22,0.17,0.22
1559,8167996,K01867.03,Kepler-327 c,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.21230171,1.31E-05,-1.31E-05,132.71052,0.00203,-0.00203,2454965.711,0.00203,-0.00203,0,,,,,,0.187,0.254,-0.187,2.098,0.0639,-0.0639,,,,430,16.2,-16.2,0.018794,0.000626,-0.000499,4.78967,0.71436,-1.44819,LS+MCMC,1.04,0.06,-0.11,0.0471,,,89.44,,,537,,,19.7,4.28,-5.15,19.02,2.8,-2.8,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3037,0.4224,q1_q17_dr25_koi,4.2599545,22.204264,29.3,3,235,3,q1_q17_dr25_tce,1.11E+31,0.3582,Mandel and Agol (2002 ApJ 580 171),,,008/008167/008167996/dv/kplr008167996-20160209194854_dvr.pdf,008/008167/008167996/dv/kplr008167996-003-20160209194854_dvs.pdf,3716,73,-83,4.74,0.056,-0.024,0.04,0.15,-0.15,0.506,0.031,-0.051,0.513,0.037,-0.045,,,,q1_q17_dr25_stellar,292.64236,44.087669,15.018,16.451,15.077,14.404,14.049,12.794,12.11,11.956,0.916,19.509491,1.20E-05,44.08759,0.00013,0.01,0.48,-0.28,0.46,2.00E-05,0.00021,4.00E-05,0.0002,0.02,0.31,0.09,0.61,0.09,0.56,-0.04,0.33,-0.07,0.54,0.08,0.37
1560,6773862,K01868.01,Kepler-988 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,17.76076524,2.70E-05,-2.70E-05,137.50778,0.00126,-0.00126,2454970.508,0.00126,-0.00126,0,,,,,,0.627,0.024,-0.475,1.6679,0.0446,-0.0446,,,,1290,36,-36,0.034334,0.00489,-0.0017,17.97851,16.80331,-12.77215,LS+MCMC,1.93,0.14,-0.15,0.1085,,,89.46,,,368,,,4.34,1.05,-0.96,66.9,31.3,-31.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3384,0.3803,q1_q17_dr25_koi,6.9717007,36.35685,42.6,1,76,1,q1_q17_dr25_tce,1.11E+31,0.3119,Mandel and Agol (2002 ApJ 580 171),,,006/006773/006773862/dv/kplr006773862-20160209194854_dvr.pdf,006/006773/006773862/dv/kplr006773862-001-20160209194854_dvs.pdf,3826,76,-84,4.744,0.035,-0.035,-0.06,0.15,-0.15,0.516,0.037,-0.04,0.54,0.031,-0.043,,,,q1_q17_dr25_stellar,290.7084,42.237251,15.22,16.544,15.248,14.652,14.315,13.138,12.45,12.29,0.347,19.3805389,8.00E-06,42.237263,8.50E-05,-0.81,0.32,0.05,0.3,0.00031,0.00044,0.00023,0.00043,-0.101,0.096,-0.095,0.096,0.139,0.096,-0.593,0.096,-0.078,0.096,0.598,0.096
1619,8367644,K01879.01,Kepler-993 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,22.08551599,4.20E-05,-4.20E-05,135.23432,0.0017,-0.0017,2454968.234,0.0017,-0.0017,0,,,,,,0.656,0.004,-0.49,2.1727,0.0504,-0.0504,,,,3160,75.4,-75.4,0.054067,0.00897,-0.00434,10.19643,11.11677,-0.60629,LS+MCMC,3.34,0.17,-0.18,0.13,,,89.41,,,352,,,3.63,0.71,-0.64,64.1,23.3,-23.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.163,0.5825,q1_q17_dr25_koi,9.802224,42.776005,48.5,1,49,1,q1_q17_dr25_tce,1.11E+28,0.0376,Mandel and Agol (2002 ApJ 580 171),,,008/008367/008367644/dv/kplr008367644-20160209194854_dvr.pdf,008/008367/008367644/dv/kplr008367644-001-20160209194854_dvs.pdf,3828,76,-84,4.712,0.022,-0.032,0.3,0.15,-0.15,0.565,0.029,-0.029,0.6,0.025,-0.037,,,,q1_q17_dr25_stellar,292.61411,44.394661,15.967,17.509,16.105,15.306,14.871,13.587,12.893,12.729,0,19.5076225,6.50E-06,44.394607,5.40E-05,0.61,0.25,-0.19,0.2,-0.0052,0.001,0.0026,0.0011,0.161,0.094,-0.03,0.22,0.16,0.11,0.18,0.11,0.08,0.11,0.19,0.11
1620,10332883,K01880.01,Kepler-994 b,CONFIRMED,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.151166776,6.05E-07,-6.05E-07,133.231766,0.00043,-0.00043,2454966.232,0.00043,-0.00043,0,,,,,,0.029,0.329,-0.029,1.0907,0.0142,-0.0142,,,,578,8.4,-8.4,0.021882,0.000408,-0.000208,8.03646,0.20197,-1.81044,LS+MCMC,1.28,0.08,-0.08,0.0177,,,89.8,,,957,,,199.25,42.53,-39.24,8.257,0.208,-0.208,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2589,0.4639,q1_q17_dr25_koi,4.967802,35.55345,83.7,1,1163,1,q1_q17_dr25_tce,1.11E+31,0.6594,Mandel and Agol (2002 ApJ 580 171),,,010/010332/010332883/dv/kplr010332883-20160209194854_dvr.pdf,010/010332/010332883/dv/kplr010332883-001-20160209194854_dvs.pdf,3951,70,-86,4.73,0.028,-0.035,-0.16,0.15,-0.15,0.535,0.034,-0.034,0.561,0.031,-0.039,,,,q1_q17_dr25_stellar,289.07224,47.40707,14.44,15.854,14.506,13.835,13.482,12.264,11.611,11.453,0.001,19.2714667,4.40E-06,47.406994,4.50E-05,-0.56,0.16,-0.27,0.16,0.00023,8.00E-05,-5.20E-05,8.10E-05,-0.015,0.074,0.041,0.077,0.044,0.077,-0.191,0.076,-0.273,0.077,0.334,0.078
1702,10670119,K02179.01,Kepler-369 c,CONFIRMED,Done,8/16/18,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.87149773,4.90E-05,-4.90E-05,137.69573,0.00303,-0.00303,2454970.696,0.00303,-0.00303,0,,,,,,0.018,0.432,-0.018,2.4076,0.0741,-0.0741,,,,945,37.6,-37.6,0.027799,0.00111,-0.00064,9.75643,0.86426,-3.49358,LS+MCMC,1.59,0.12,-0.1,0.0977,,,89.98,,,391,,,5.51,1.35,-1.1,48.5,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,5.3960824,24.328325,27.3,2,74,1,q1_q17_dr25_tce,1.11E+28,0.6118,Mandel and Agol (2002 ApJ 580 171),,,010/010670/010670119/dv/kplr010670119-20160209194854_dvr.pdf,010/010670/010670119/dv/kplr010670119-001-20160209194854_dvs.pdf,3825,76,-84,4.749,0.028,-0.044,0.07,0.15,-0.15,0.524,0.038,-0.034,0.561,0.032,-0.04,,,,q1_q17_dr25_stellar,293.67422,47.908459,15.673,17.265,15.875,14.991,14.538,13.247,12.594,12.395,0.164,19.578291,1.10E-05,47.90854,0.00011,0.34,0.41,0.31,0.4,-0.00063,0.00041,-0.0001,0.00041,0.23,0.15,-0.11,0.22,0.25,0.16,0.46,0.19,0.12,0.21,0.48,0.19
1703,10670119,K02179.02,Kepler-369 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.732767897,5.91E-06,-5.91E-06,354.09581,0.00145,-0.00145,2455187.096,0.00145,-0.00145,0,,,,,,0.748,0.17,-0.517,1.1102,0.0521,-0.0521,,,,613,27.2,-27.2,0.024752,0.00378,-0.00227,5.83579,13.03561,-4.57864,LS+MCMC,1.42,0.1,-0.1,0.0316,,,86.76,,,687,,,52.68,12.88,-10.53,13.21,5.9,-5.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,3.485454,21.688448,27,2,407,2,q1_q17_dr25_tce,1.11E+28,0.7692,Mandel and Agol (2002 ApJ 580 171),,,010/010670/010670119/dv/kplr010670119-20160209194854_dvr.pdf,010/010670/010670119/dv/kplr010670119-002-20160209194854_dvs.pdf,3825,76,-84,4.749,0.028,-0.044,0.07,0.15,-0.15,0.524,0.038,-0.034,0.561,0.032,-0.04,,,,q1_q17_dr25_stellar,293.67422,47.908459,15.673,17.265,15.875,14.991,14.538,13.247,12.594,12.395,0.001,19.578279,1.10E-05,47.90873,0.00011,-0.07,0.41,0.99,0.4,-0.00015,0.00026,-0.00048,0.00026,0.45,0.28,0.24,0.14,0.51,0.25,0.76,0.25,0.49,0.11,0.9,0.22
1712,8235924,K02347.01,Kepler-1203 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.15,0,0,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV,0.588001053,5.82E-07,-5.82E-07,132.058754,0.000814,-0.000814,2454965.059,0.000814,-0.000814,0,,,,,,0.403,0.028,-0.403,1.1451,0.0288,-0.0288,,,,297,7.4,-7.4,0.015848,0.000228,-0.000577,2.81504,1.23188,-0.1699,LS+MCMC,0.99,0.04,-0.07,0.0114,,,83.78,,,1188,,,473.45,81.06,-94.76,3.72,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2107,0.5308,q1_q17_dr25_koi,4.172254,31.676039,50.9,1,2275,1,q1_q17_dr25_tce,1.11E+31,0.996,Mandel and Agol (2002 ApJ 580 171),,,008/008235/008235924/dv/kplr008235924-20160209194854_dvr.pdf,008/008235/008235924/dv/kplr008235924-001-20160209194854_dvs.pdf,3814,76,-84,4.687,0.039,-0.018,0.24,0.15,-0.15,0.57,0.023,-0.037,0.576,0.032,-0.032,,,,q1_q17_dr25_stellar,292.77338,44.178131,14.934,16.251,14.942,14.369,14.061,12.861,12.191,12.059,0.027,19.5182444,9.00E-06,44.177982,9.40E-05,0.71,0.35,-0.53,0.34,-8.40E-05,7.90E-05,9.70E-05,7.70E-05,-0.04,0.14,-0.12,0.13,0.13,0.13,0.22,0.15,-0.31,0.15,0.38,0.15
1744,5601258,K02191.01,,CANDIDATE,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.84784273,3.37E-05,-3.37E-05,140.15085,0.00286,-0.00286,2454973.151,0.00286,-0.00286,0,,,,,,0.047,0.411,-0.047,2.0572,0.0995,-0.0995,,,,460,25.8,-25.8,0.019043,0.000876,-0.000888,9.04523,1.00302,-3.68349,LS+MCMC,1.15,0.07,-0.07,0.0699,,,89.92,,,479,,,12.48,2.69,-2.38,33.45,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2575,0.4768,q1_q17_dr25_koi,4.121263,18.348387,21.1,1,120,1,q1_q17_dr25_tce,1.11E+31,0.3623,Mandel and Agol (2002 ApJ 580 171),,,005/005601/005601258/dv/kplr005601258-20160209194854_dvr.pdf,005/005601/005601258/dv/kplr005601258-001-20160209194854_dvs.pdf,3867,77,-84,4.718,0.027,-0.033,0.1,0.15,-0.15,0.552,0.033,-0.033,0.581,0.028,-0.038,,,,q1_q17_dr25_stellar,285.08655,40.898998,14.911,16.394,15.017,14.275,13.884,12.656,11.962,11.811,0.073,19.005772,1.40E-05,40.89927,0.00017,0.13,0.57,0.97,0.63,-6.00E-05,0.00026,-0.00034,0.00029,0.27,0.25,0.16,0.18,0.31,0.29,0.18,0.26,0.34,0.18,0.38,0.26
1796,2161536,K02130.01,,CANDIDATE,Done,8/16/18,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.85592593,6.43E-05,-6.43E-05,138.26808,0.00351,-0.00351,2454971.268,0.00351,-0.00351,0,,,,,,0.038,0.41,-0.038,2.309,0.117,-0.117,,,,872,51.9,-51.9,0.026549,0.00128,-0.000973,12.46941,1.31523,-5.18684,LS+MCMC,1.7,0.08,-0.1,0.1082,,,89.96,,,408,,,6.52,1.18,-1.2,57.21,6,-6,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1433,0.6041,q1_q17_dr25_koi,4.133984,17.439074,19.5,1,78,1,q1_q17_dr25_tce,1.11E+31,0.6749,Mandel and Agol (2002 ApJ 580 171),,,002/002161/002161536/dv/kplr002161536-20160209194854_dvr.pdf,002/002161/002161536/dv/kplr002161536-001-20160209194854_dvs.pdf,3967,79,-79,4.674,0.032,-0.017,0.06,0.15,-0.15,0.587,0.026,-0.035,0.593,0.034,-0.034,,,,q1_q17_dr25_stellar,291.7262,37.5289,15.661,16.98,15.667,15.095,14.777,13.594,12.937,12.776,0.347,19.44842,1.60E-05,37.52853,0.00018,0.33,0.66,-1.34,0.65,-0.00015,0.00062,0.00042,0.00061,-0.19,0.27,0.15,0.22,0.24,0.3,-0.13,0.29,0.2,0.21,0.24,0.3
