    0.811658488298105141E+01    0.245500934544732608E+07    0.372313503431709672E-01    0.613312739269721185E+00    0.836863366996228097E+00    0.593140870007935139E+00    0.164732731623249187E+02   -0.113097800971682451E-04    0.853915089604625024E+02    0.613991478608733246E+03
    0.810947469220252515E+01    0.245500932656159159E+07    0.374792471540222258E-01    0.697577082880721400E+00    0.492633949155726836E+00    0.517526397656252746E+00    0.139738554829005093E+02   -0.124719157860864839E-03    0.345428104868117236E+01    0.616666379833925816E+03
    0.811194250780637205E+01    0.245500933485239092E+07    0.307292430189894106E-01    0.629370653936478508E+00    0.228531629237503642E+00    0.996614794471334942E-01    0.181930505348784877E+02   -0.251201572607414622E-05    0.525181059850608563E+02    0.617133883255777846E+03
    0.811662755319620821E+01    0.245500934615067439E+07    0.334998750167717768E-01    0.601985322996400965E-01    0.911600208963913028E+00    0.729854409679638660E+00    0.213995216301712645E+02   -0.327340253189184157E-03    0.463153531261197259E+03    0.617749627383890015E+03
    0.810957143620505683E+01    0.245500933868379891E+07    0.395412892138128844E-01    0.241834163436685207E+00    0.896331126893197050E+00    0.573700380870033055E-01    0.233388638948009870E+02   -0.290991902049183768E-03    0.267577610957414080E+01    0.617819729101579242E+03
    0.811182019872401838E+01    0.245500932565482939E+07    0.352467089550997925E-01    0.557420375801708445E+00    0.802825165653199391E+00    0.139987621943730517E+00    0.178698648812211438E+02   -0.940878432339788129E-04    0.308068937653969055E+01    0.618018104528483491E+03
    0.810777937356323086E+01    0.245500932629324356E+07    0.357999234470517541E-01    0.128690164154203951E+00    0.134734183190157758E+00    0.336913689191692567E+00    0.274839024380493200E+02   -0.169757447662465238E-03    0.109740630005542530E+00    0.618041844241724107E+03
    0.811418961731930644E+01    0.245500934523134213E+07    0.435159872691934999E-01    0.665745023716813988E+00    0.785505292051312809E+00    0.305931007790574361E+00    0.178795851215298427E+02   -0.415286273829512621E-03    0.638135440953475168E+02    0.618177755865365157E+03
    0.811092365523140479E+01    0.245500932413494634E+07    0.349821555835788944E-01    0.310375609046896261E+00    0.559143846804518174E-01    0.307115621670752792E+00    0.232840485661543859E+02   -0.251882284585237576E-03    0.285306247007091542E+03    0.618252584959273236E+03
    0.811009448118120702E+01    0.245500932742945524E+07    0.364901562104443314E-01    0.146241460824507702E+00    0.681290095414935681E+00    0.349368724197488267E+00    0.299531321309288572E+02   -0.273017327160532652E-04    0.274532932058381753E+02    0.618319784323491945E+03
