# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 8.1140658458 	 	 0.0002435864 	 	 0.0002270424
t0_p1              	 	 2455009.3402101672 	 	 0.0005660756 	 	 0.0005684667
p_p1               	 	 0.0368804866 	 	 0.0006867829 	 	 0.0006452298
b_p1               	 	 0.3657019414 	 	 0.1787240478 	 	 0.2203880636
q1_KEPLER          	 	 0.3597425279 	 	 0.2689546309 	 	 0.1744082753
q2_KEPLER          	 	 0.2970198930 	 	 0.3160149889 	 	 0.1879410745
a_p1               	 	 17.2977990672 	 	 1.1023711783 	 	 1.7814110310
mflux_KEPLER       	 	 -0.0003741057 	 	 0.0000150397 	 	 0.0000152719
sigma_w_KEPLER     	 	 3.3422705038 	 	 24.4956676571 	 	 3.0075325733
