,KOI,KIC,Teff,ETeff,eTeff,Fe/H,e_Fe/H,M/H,e_M/H,SpType,Mstar,e_Mstar,Rstar,e_Rstar,Dis,Fe/H-T,e_Fe/H-T,Fe/H-M,e_Fe/H-M,M/H-M,e_M/H-M,solution_id,designation,m_source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist
48,252,11187837,3745,69,69,+0.06,0.13,+0.04,0.12,M1V,0.52,0.04,0.49,0.03,138,+0.15,0.12,+0.19,0.13,+0.08,0.14,1635721458409799680,b'Gaia DR2 2129578826996503040',2129578826996503040,128158204,2015.5,290.4015156099432,0.027467715716990124,48.82272336814559,0.02895374943462935,2.9307017097824097,0.029608332299578273,98.98233,-1.9753807707172033,0.05868265351162144,40.25276204330692,0.05604029966207277,0.0014160898,-0.2115956,0.10437476,-0.1113633,0.14510114,-0.16104637,-0.37439278,-0.23116587,-0.01039564,0.052470405,218,0,218,0,1.7635401,250.76776,0.08004247691602186,0.6359110890478323,31,False,12.05597,1.396894318481686,0.007729228178535264,0.06719032,25,16,0.06482799,0,26,False,226,10685.59760181436,4.858306714618909,2199.449,15.616368,24,3255.092744170901,15.584080779964872,208.87294,16.56998,24,11077.301029429274,19.46648687023234,569.0447,14.650835,1.3412814,0,1.9191456,0.9536123,0.96553326,,,0,,,,b'NOT_AVAILABLE',80.31085561222196,15.444138378102602,310.7063848035858,69.39548667435852,100001,3793.47,3743.0,4010.72,0.668,0.3585,1.2411,0.295,0.1739,0.581,200111,0.71032107,0.63545287,0.7296059,0.09413491,0.091819555,0.09645027,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2129578826996503040',b' ',11187837,290.40149,48.82259,337.925960747287,334.552709046861,341.366689230553,842.084963833332,1.0,1.0,b'2MASS J19213636+4849213',15.613,3744,75.0,-83.0,b'SPE70',4.737,0.046,-0.028,b'SPE60',0.06,0.15,-0.15,b'SPE70',0.516,0.03,-0.046,0.529,0.035,-0.043,b'DSEP',0,1,1,13.418,12.741,12.552,b'cand',0.17033942811683817
49,817,4725681,3747,80,49,+0.11,0.13,+0.08,0.12,M1V,0.53,0.03,0.51,0.03,187,+0.32,0.13,+0.30,0.10,+0.24,0.12,1635721458409799680,b'Gaia DR2 2103311150611475968',2103311150611475968,501066708,2015.5,283.86642853201454,0.02263692245929992,39.89819279744393,0.024573252187699096,3.434401247037008,0.02695625176820142,127.40649,9.248083063143234,0.05012573484537447,21.62134375192619,0.05396050369290684,-0.09930295,0.013657875,0.048534308,-0.17186114,0.06580506,-0.17292975,-0.10283998,-0.116501324,-0.20834182,-0.14109127,256,0,255,1,3.5626485,337.6093,0.11580418306807119,1.6946896441517039,31,False,13.330755,1.3997803138439955,0.006530096651688138,-0.021203138,29,16,0.061480623,0,31,False,273,13354.787365334598,5.685351836546764,2348.9817,15.374273,27,4053.236102146134,15.776259109038115,256.91998,16.331882,30,13855.566326959955,16.41735080927589,843.95874,14.407859,1.3410025,0,1.9240236,0.9576092,0.96641445,,,0,,,,b'NOT_AVAILABLE',69.88340466101295,16.28888711017943,293.23698623011893,62.22342006575667,100001,3773.5,3750.0,3867.15,0.474,0.0696,0.8633,0.235,0.0499,0.4861,200111,0.689517,0.6565256,0.69818604,0.08684846,0.085148744,0.088548176,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2103311150611475968',b' ',4725681,283.86639,39.898079,288.762749223906,286.515390983775,291.045002938834,878.570044528495,1.0,1.0,b'2MASS J18552792+3953530',15.414,3747,75.0,-83.0,b'SPE70',4.728,0.042,-0.025,b'SPE60',0.1,0.15,-0.15,b'SPE70',0.524,0.03,-0.044,0.536,0.035,-0.039,b'DSEP',2,2,2,13.224,12.537,12.312,b'conf',0.08318439890553882
50,2058,10329835,3747,125,61,-0.00,0.16,-0.01,0.14,M1V,0.52,0.04,0.49,0.04,169,-0.06,0.13,-0.30,0.18,-0.35,0.20,1635721458409799680,b'Gaia DR2 2130861785267379456',2130861785267379456,1083985206,2015.5,287.50114040529917,0.05084348849499041,47.469115709236114,0.054448484907943184,3.4057598099494135,0.0573636532128736,59.37139,-3.0229046488028684,0.11084257305457644,-26.975753367430194,0.1086318426529175,-0.031137738,0.14602654,-0.0086734025,-0.18000293,0.19828184,-0.17997642,-0.16350472,-0.09545532,-0.24243231,-0.055042822,230,0,228,2,17.803844,848.2752,0.49931500962233555,29.87928339778059,31,False,3.198952,1.4374538146042384,0.01592804293690123,0.050819196,26,16,0.106902055,0,29,False,254,13410.656801493971,7.5575503654794405,1774.4714,15.3697405,26,4365.435336592732,20.385016672188378,214.14922,16.25132,27,13550.606106677598,15.320269979739216,884.4887,14.432023,1.3359555,0,1.8192968,0.8815794,0.93771744,,,0,,,,b'NOT_AVAILABLE',78.22873514116472,16.698475463519053,304.2674543254584,68.83587881013827,100001,3906.3333,3900.0,4007.5566,0.2393,0.0,0.715,0.121,0.0,0.403,200111,0.62154585,0.5905442,0.62356615,0.08104351,0.078098655,0.08398837,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2130861785267379456',b' ',10329835,287.50116,47.469269,291.275091206643,286.450729747371,296.261726322525,826.58200494789,1.0,1.0,b'2MASS J19100028+4728093',15.313,3746,75.0,-83.0,b'SPE70',4.736,0.053,-0.025,b'SPE60',0.0,0.15,-0.15,b'SPE70',0.51,0.033,-0.05,0.516,0.038,-0.042,b'DSEP',1,1,1,13.217,12.555,12.415,b'conf',0.13372514888598908
52,3284,6497146,3748,49,110,+0.16,0.15,+0.11,0.14,M1V,0.55,0.04,0.52,0.04,147,+0.30,0.16,+0.39,0.20,+0.24,0.19,1635721458409799680,b'Gaia DR2 2104675781979819776',2104675781979819776,1691860597,2015.5,281.6457236472156,0.11586891113727485,41.95106862101356,0.11165958198765566,5.103528345156116,0.12317011766024773,41.43479,-16.761937757699286,0.28233334043061925,-4.921421205911061,0.24271956246139578,-0.38148594,-0.2341723,0.13333938,-0.08094184,0.13263233,-0.12592399,-0.022968838,0.13947141,-0.1954653,-0.38342848,167,0,167,0,41.882732,2685.6787,0.9280539961780768,139.08072724977546,31,False,1.1232967,1.3847912584234232,0.027386185909488773,-0.13258623,19,13,0.28016806,0,21,False,185,30289.08648840692,35.10119735605142,862.9075,14.48515,19,8834.433062782893,28.75620160080937,307.21835,15.485942,19,33217.37515919231,40.60725624456178,818.01575,13.458507,1.3883485,0,2.0274353,1.0007915,1.0266438,,,0,,,,b'NOT_AVAILABLE',71.2580145137838,18.593019202214958,290.4600007791163,64.56539764282171,100001,3675.0,3622.0,3690.6667,1.424,0.9749,1.7681,0.699,0.4674,0.8713,200111,0.7624511,0.7559917,0.7849279,0.09553182,0.09082885,0.10023479,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2104675781979819776',b' ',6497146,281.64581,41.951092,195.035847359501,190.423148931448,199.873369882633,885.160369332123,1.0,1.0,b'2MASS J18463499+4157039',14.467,3749,75.0,-84.0,b'SPE85',4.743,0.033,-0.033,b'SPE85',0.16,0.15,-0.15,b'SPE85',0.524,0.033,-0.037,0.554,0.028,-0.043,b'DSEP',1,1,1,12.13,11.449,11.199,b'conf',0.029677070671403512
53,947,9710326,3753,56,80,-0.26,0.13,-0.19,0.13,M1V,0.49,0.04,0.47,0.04,93,-0.19,0.12,-0.40,0.13,-0.28,0.13,1635721458409799680,b'Gaia DR2 2126820324123177472',2126820324123177472,799743558,2015.5,291.8629793307112,0.022410473554388615,46.42916138234999,0.025413155412043947,4.846523145302886,0.02732595160514575,177.35973,20.0604209161908,0.048313814516342125,-19.876274791971248,0.045440528586325336,0.011135416,0.06694491,0.009157573,-0.083424486,0.43438357,-0.17687595,-0.16385874,-0.20508482,-0.064623326,0.076651186,219,0,218,1,1.5576113,246.0586,0.06840703240889823,0.6076912938855559,31,False,18.270061,1.3975567148755264,0.006645109936086846,0.078627385,25,17,0.05454139,0,28,False,243,16484.2249719869,6.362262061669772,2590.9377,15.145695,26,4847.8009832030475,15.378660199816517,315.2291,16.137526,27,17359.13980268782,24.10087111026863,720.2702,14.163099,1.3471632,0,1.9744263,0.9918308,0.98259544,,,0,,,,b'NOT_AVAILABLE',78.48380850037613,13.554654187400034,310.6725626838416,66.80734313644116,100001,3785.0,3739.0,4086.42,0.0497,0.0209,0.257,0.0303,0.0109,0.1433,200111,0.5374385,0.4610782,0.5507438,0.05340917,0.05266086,0.05415748,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126820324123177472',b' ',9710326,291.86285,46.42926,205.117696666329,203.965740564104,206.2825044009,953.933812901722,1.0,1.0,b'2MASS J19272708+4625453',15.19,3755,75.0,-84.0,b'SPE70',4.781,0.063,-0.031,b'SPE60',-0.26,0.15,-0.15,b'SPE70',0.461,0.04,-0.053,0.47,0.038,-0.046,b'DSEP',1,1,1,12.91,12.293,12.097,b'conf',0.04798896702423345
54,2156,2556650,3754,122,60,-0.26,0.16,-0.19,0.14,M1V,0.49,0.05,0.47,0.04,131,-0.07,0.12,-0.13,0.16,-0.15,0.18,1635721458409799680,b'Gaia DR2 2099183583961614208',2099183583961614208,602232529,2015.5,286.59425289553775,0.033660205456733816,37.89128358025346,0.03741211379892548,3.4213291757044324,0.04174933066988619,81.94932,-0.8222975138404987,0.07202634312344386,6.295654506701789,0.07110284157550549,-0.109955296,-0.17209773,-0.06401916,0.025187613,0.2844398,-0.055011783,-0.27964777,-0.1850177,-0.012759114,0.07507387,204,0,204,0,2.4377596,250.92361,0.070479858797458,0.3665091448514169,31,False,8.492713,1.3737683147325146,0.010195174563384412,0.11800786,23,16,0.07465691,0,28,False,230,7730.670998789032,5.289180491545109,1461.601,15.967823,26,2179.6171294485243,11.196571419220852,194.66826,17.005438,23,8336.986442539039,16.113588597370196,517.38855,14.959397,1.360374,1,2.0460405,1.0376148,1.0084257,,,0,,,,b'NOT_AVAILABLE',68.83113973548726,13.550314081332397,296.6245059793538,59.806053812383716,100002,3720.0,3651.0,4065.6667,0.0093,0.002,0.1243,0.004,0.0013,0.0508,200111,0.5519736,0.46210495,0.57303417,0.052565772,0.051113844,0.0540177,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2099183583961614208',b' ',2556650,286.59427,37.891258,289.898747024284,286.405268915438,293.476940663439,906.143838924637,1.0,1.0,b'2MASS J19062262+3753285',15.959,3731,74.0,-81.0,b'SPE70',4.83,0.055,-0.055,b'SPE60',-0.28,0.15,-0.15,b'SPE70',0.433,0.047,-0.052,0.463,0.041,-0.055,b'DSEP',1,1,1,13.671,13.055,12.826,b'conf',0.03626735851859338
55,2006,10525027,3756,87,78,+0.01,0.14,+0.01,0.13,M1V,0.52,0.04,0.49,0.04,114,-0.03,0.15,-0.02,0.17,-0.01,0.15,1635721458409799680,b'Gaia DR2 2131059628640021120',2131059628640021120,1605537892,2015.5,287.3469566759918,0.014375637323458354,47.772907807504005,0.015728251382675126,6.143678016684453,0.015995782170117167,384.08112,28.176405776849634,0.03338277607727332,-5.033785360760376,0.03420912760825239,-0.1691571,-0.04050596,-0.07945646,-0.04099592,0.24256387,-0.02999252,-0.1638706,0.079455994,-0.12025639,-0.153511,218,0,216,2,-0.29666746,204.31096,0.0,0.0,31,False,51.734425,1.4067146553854344,0.0038638251194791666,0.07480601,25,17,0.04668909,0,29,False,251,41019.615657421986,13.302673743264954,3083.5618,14.155887,29,12928.108135005788,23.38457669922506,552.84766,15.072551,29,41452.78487998975,58.71000291326652,706.06,13.218036,1.325729,0,1.8545151,0.9166641,0.93785095,,,0,,,,b'NOT_AVAILABLE',78.48204130237674,16.908923691820142,304.2756549916657,69.15694145517318,100001,4123.403,3908.8098,4341.63,0.0112,0.0,0.0896,0.004,0.0,0.0271,200111,0.5047875,0.4553177,0.56173444,0.06636437,0.06585827,0.06687047,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2131059628640021120',b' ',10525027,287.34674,47.772961,162.006200175587,161.584304274537,162.430265642988,823.897765178654,1.0,1.0,b'2MASS J19092321+4746226',14.22,3758,75.0,-85.0,b'SPE70',4.769,0.04,-0.04,b'SPE60',0.0,0.15,-0.15,b'SPE70',0.496,0.042,-0.042,0.528,0.034,-0.046,b'DSEP',1,1,1,11.971,11.348,11.18,b'conf',0.14329068080807902
56,2036,6382217,3758,249,24,+0.19,0.15,+0.13,0.14,M1V,0.55,0.06,0.52,0.06,313,+0.28,0.15,+0.29,0.16,+0.13,0.17,1635721458409799680,b'Gaia DR2 2076953069455745920',2076953069455745920,1417579199,2015.5,296.85655964969305,0.029200051990047087,41.75807489437512,0.03058212945844258,2.571228198627905,0.033155588480098724,77.55037,-7.528978268692781,0.06581453033800104,-22.589949596511666,0.05743865964610688,0.02644724,-0.04352814,-0.37043244,0.029646635,0.3631293,0.04288333,-0.33330652,0.06849455,-0.1692174,-0.049404055,221,0,221,0,0.95840883,235.83122,0.0,0.0,31,False,11.816652,1.4151890997471663,0.008760604369306755,0.028955074,25,15,0.07020983,0,29,False,245,9669.922366368404,5.4256299392811345,1782.2672,15.724809,22,3065.1983568040573,11.36879469676619,269.61508,16.635242,24,9771.359178456134,23.319399493278482,419.02277,14.787032,1.3274727,1,1.8482103,0.91043377,0.93777657,,,0,,,,b'NOT_AVAILABLE',75.93296614308035,8.227292524368266,314.27167497240225,61.13424043452541,100002,3942.5,3901.5,4158.4136,0.6515,0.379,1.058,0.366,0.1946,0.5171,200111,0.67799366,0.60941577,0.6923183,0.100053616,0.096994825,0.10311241,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2076953069455745920',b' ',6382217,296.85663,41.758179,384.694502136393,379.812022364317,389.701844005037,1963.34104965346,1.0,1.0,b'2MASS J19472559+4145294',15.773,3757,75.0,-83.0,b'SPE70',4.718,0.039,-0.024,b'SPE60',0.18,0.15,-0.15,b'SPE70',0.539,0.03,-0.038,0.552,0.031,-0.038,b'DSEP',2,2,2,13.601,12.951,12.808,b'conf',0.07631025337600598
57,253,11752906,3759,196,20,+0.49,0.14,+0.34,0.13,M1V,0.59,0.04,0.56,0.04,379,+0.39,0.14,+0.89,0.16,+0.71,0.16,1635721458409799680,b'Gaia DR2 2132144056342471168',2132144056342471168,225063756,2015.5,285.5743031636986,0.02491122059869407,49.96212180658739,0.041250634481170126,3.090904522154682,0.03525275398166194,87.67838,-7.050041138531911,0.05283712615580923,-38.552741252817654,0.06270527567471307,0.035336692,0.05864682,-0.14131653,-0.017610705,0.5775198,-0.07574248,-0.48040187,-0.12565716,-0.18234904,0.01255092,166,0,165,1,0.27694702,164.32593,0.0,0.0,31,False,18.048111,1.404318572177461,0.008773533453032414,0.19632153,19,13,0.071377486,0,22,False,191,14783.422279231001,8.478099219599303,1743.719,15.263928,22,4641.134437239576,37.9020361034902,122.4508,16.184828,22,15183.24978103331,22.889624440712808,663.3245,14.308508,1.3409874,0,1.8763199,0.9208994,0.9554205,,,0,,,,b'NOT_AVAILABLE',80.18830093643246,18.783463879676596,303.1945009603336,71.61055567718688,100001,3778.3333,3729.0,3899.5,1.17,0.8599,1.3701,0.568,0.4185,0.6447,200111,0.8026912,0.7535832,0.82407033,0.118302196,0.11514554,0.12145885,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132144056342471168',b' ',11752906,285.57434,49.962269,320.588214960562,316.97798110773,324.2801295505,805.556023704959,1.0,1.0,b'2MASS J19021784+4957441',15.254,3757,74.0,-82.0,b'SPE70',4.681,0.039,-0.015,b'SPE60',0.48,0.05,-0.15,b'SPE70',0.576,0.022,-0.036,0.581,0.029,-0.029,b'DSEP',0,2,2,13.089,12.399,12.29,b'cand',0.07179043731785026
58,2650,8890150,3765,127,53,+0.01,0.15,+0.00,0.13,M1V,0.52,0.04,0.50,0.04,189,+0.35,0.15,-0.00,0.16,-0.13,0.15,1635721458409799680,b'Gaia DR2 2126465903421535744',2126465903421535744,1400554210,2015.5,293.51118894807615,0.038301143628234564,45.13662518548453,0.04117637460165054,2.3455491765574825,0.04519715687319743,51.895947,12.96296901480105,0.07940457306743316,7.013054227812525,0.06795901307415703,-0.38309997,-0.35610902,-0.049356524,0.1130658,0.5087955,0.0374032,-0.24973525,-0.064407974,-0.04962473,-0.11383938,192,0,192,0,0.1370683,188.99113,0.0,0.0,31,False,9.251886,1.4000970193980753,0.010263126329833103,-0.06456307,22,14,0.07919294,0,25,False,217,7797.4787966646345,5.809655746439807,1342.1584,15.95848,24,2444.2500821979947,12.981912691663474,188.2812,16.881023,25,7919.745111179537,11.654706641692437,679.5319,15.015142,1.329147,0,1.865881,0.9225435,0.94333744,,,0,,,,b'NOT_AVAILABLE',77.8079702151891,11.955563136569385,312.09139639068826,65.17679514460607,100001,3900.0,3827.0,4058.0,0.798,0.4609,1.1324,0.389,0.2279,0.5555,200111,0.69188225,0.63905364,0.7185293,0.09977403,0.0954819,0.10406616,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126465903421535744',b' ',8890150,293.51108,45.136589,421.382036655406,413.444388617624,429.624754729722,1148.54769605902,1.0,1.0,b'2MASS J19340266+4508117',15.987,3765,75.0,-83.0,b'SPE70',4.725,0.049,-0.021,b'SPE60',0.02,0.15,-0.15,b'SPE70',0.521,0.029,-0.047,0.526,0.035,-0.042,b'DSEP',2,2,2,13.818,13.131,12.948,b'conf',0.07875851521172264
59,255,7021681,3780,74,77,-0.01,0.13,-0.01,0.13,M1V,0.53,0.04,0.51,0.04,127,+0.24,0.12,+0.17,0.14,+0.11,0.14,1635721458409799680,b'Gaia DR2 2102511874378223360',2102511874378223360,520511528,2015.5,287.8579529500498,0.0209445248574874,42.54267581362616,0.021814528298138004,3.499694641201111,0.022140661094398047,158.0664,-23.595910817241073,0.043548342295528696,11.87001715820563,0.042037901000577076,-0.009434922,0.010264467,-0.31888974,-0.049604792,0.15463112,-0.07216797,-0.39181355,-0.123586096,-0.07915471,0.013224294,233,0,233,0,0.76147765,243.95226,0.053686624429070434,0.40352363684054554,31,False,19.760246,1.4054589249216538,0.00600100626607672,-0.07618059,27,16,0.0517779,0,28,False,242,16956.24346008887,5.682739626806799,2983.815,15.115042,23,5221.862255559307,19.92067921767213,262.13275,16.056824,25,17492.797142387994,25.030789717424447,698.8512,14.154772,1.3396045,0,1.9020519,0.941782,0.9602699,,,0,,,,b'NOT_AVAILABLE',73.61899345276728,14.54712075461066,301.1058290653991,64.06581673378605,100001,3812.0,3754.0,4268.0703,1.005,0.798,1.1596,0.4973,0.4263,0.5951,200111,0.7373741,0.5882075,0.76033527,0.10343847,0.10171423,0.1051627,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2102511874378223360',b' ',7021681,287.85812,42.542629,283.409609235438,281.628917935624,285.212555545475,873.244687087427,1.0,1.0,b'2MASS J19112594+4232334',15.108,3780,76.0,-83.0,b'SPE70',4.746,0.042,-0.031,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.511,0.036,-0.043,0.531,0.034,-0.042,b'DSEP',1,3,3,12.912,12.236,12.08,b'conf',0.07887400335139293
60,1078,10166274,3783,111,56,-0.34,0.14,-0.24,0.13,M1V,0.49,0.04,0.46,0.04,94,-0.35,0.13,-0.30,0.15,-0.16,0.15,1635721458409799680,b'Gaia DR2 2085626983551485440',2085626983551485440,720942001,2015.5,299.83056548617685,0.03013622284437447,47.15757411715523,0.029846319600294782,3.745287981273358,0.03522439200687084,106.326546,28.58638832885066,0.06545524294651739,23.855165522790564,0.050760753657012936,-0.067785524,-0.14044103,0.15525855,-0.090325855,0.35704896,-0.23905048,-0.1848221,-0.3785738,-0.09218167,0.028944468,193,0,192,1,1.8282171,223.87859,0.055936343868494484,0.3064607611650768,31,False,13.616673,1.4147461873857934,0.008456999251646122,-0.07000667,22,15,0.06931473,0,26,False,218,12235.530926099516,7.086631533601424,1726.5652,15.469309,20,3816.1153434992407,15.18655897912563,251.28242,16.397335,21,12486.578614319458,21.539733939463176,579.69977,14.520811,1.3324059,0,1.876524,0.9280262,0.9484978,,,0,,,,b'NOT_AVAILABLE',81.73772726522867,9.073105645176941,323.58127103711576,65.14379271659392,100001,3900.0,3812.0,4051.0,0.295,0.184,0.6281,0.152,0.096,0.2573,200111,0.5427825,0.50307244,0.568132,0.06140515,0.060053654,0.06275664,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2085626983551485440',b' ',10166274,299.83041,47.157459,264.993054562514,262.523632312256,267.508530613691,1631.1760109961,1.0,1.0,b'2MASS J19591929+4709268',15.438,3789,75.0,-82.0,b'SPE70',4.781,0.063,-0.031,b'SPE60',-0.34,0.15,-0.15,b'SPE70',0.46,0.035,-0.053,0.467,0.038,-0.046,b'DSEP',3,3,3,13.334,12.675,12.485,b'conf',0.07679306594037243
61,254,5794240,3793,130,30,+0.32,0.13,+0.22,0.13,M1V,0.58,0.04,0.55,0.03,404,+0.27,0.11,+0.45,0.11,+0.35,0.13,1635721458409799680,b'Gaia DR2 2053562475706063744',2053562475706063744,1450822118,2015.5,292.8729292267674,0.03396839284241769,41.064172732205705,0.042215558274770415,2.5903903876837764,0.04340382253457759,59.681156,4.635124042237842,0.07112054111924784,-21.57892199756955,0.08306290922512667,-0.036549605,0.05131848,-0.10701693,-0.15548328,0.26346564,-0.1898862,-0.18851568,-0.1879672,-0.1421189,-0.10935052,186,0,185,1,1.091042,200.78688,0.04393956816101865,0.12950768070438165,31,False,8.351243,1.3988687997279599,0.01218538732067309,0.04323818,21,16,0.08355515,0,24,False,212,7641.324801969954,6.289192180318402,1214.993,15.980444,24,2244.0687281470878,12.03508441280214,186.46057,16.973797,24,8048.870866660353,22.67068257988132,355.03433,14.997582,1.3470098,0,1.9762144,0.9933529,0.9828615,,,0,,,,b'NOT_AVAILABLE',73.88708133615893,10.536367595921694,307.9288577606149,61.52542176115741,100001,3820.0,3767.3333,4122.473,1.021,0.6976,1.3244,0.499,0.342,0.6313,200111,0.664157,0.5702717,0.6828564,0.08462323,0.08143579,0.08781067,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2053562475706063744',b' ',5794240,292.87289,41.06427,381.949502597207,375.671821777693,388.436672608919,1403.20081474761,1.0,1.0,b'2MASS J19312949+4103513',15.979,3793,76.0,-84.0,b'SPE70',4.697,0.032,-0.02,b'PHO43',0.32,0.15,-0.15,b'SPE70',0.568,0.023,-0.038,0.587,0.025,-0.037,b'DSEP',1,1,1,13.749,13.077,12.892,b'conf',0.03801793709252178
62,2238,8229458,3809,126,81,-0.02,0.15,-0.02,0.13,M1V,0.54,0.04,0.51,0.04,131,+0.15,0.15,-0.05,0.20,+0.01,0.20,1635721458409799680,b'Gaia DR2 2126870351901388672',2126870351901388672,1525515624,2015.5,290.4341483221931,0.016555908795749506,44.10778019802853,0.018080108034529987,4.617274943982142,0.019339898435240612,238.7435,16.75466280992744,0.039290394081612647,27.763424465239027,0.041262583541977,-0.09464297,0.026207145,0.029088663,-0.042088773,0.07329544,-0.032555334,-0.073016465,0.05061021,-0.21805453,-0.14272282,209,0,207,2,-1.2345823,177.57498,0.0,0.0,31,False,35.78528,1.41720209507191,0.005155189430695476,-0.010368458,24,16,0.052144144,0,27,False,232,27308.84655291849,9.572925442698033,2852.717,14.597608,24,8767.324934365595,30.372088198151754,288.66388,15.494221,24,27415.055962647646,39.160564293521,700.06793,13.666947,1.3249326,0,1.8272734,0.8966131,0.93066025,,,0,,,,b'NOT_AVAILABLE',75.88309206921949,13.481558307423496,306.36410876740473,64.98821411996418,100001,4169.9766,3864.75,4799.9634,0.531,0.2467,0.8511,0.2533,0.1106,0.4141,200111,0.5286277,0.39897096,0.61542386,0.07612529,0.0752491,0.077001475,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126870351901388672',b' ',8229458,290.43402,44.107651,215.232792756457,214.333837963799,216.139184824255,950.870509237265,1.0,1.0,b'2MASS J19214416+4406275',14.634,3810,76.0,-84.0,b'SPE70',4.753,0.035,-0.038,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.513,0.038,-0.038,0.543,0.031,-0.046,b'DSEP',1,1,1,12.495,11.821,11.683,b'conf',0.07996491134716648
65,4427,4172805,3813,314,39,-0.07,0.15,-0.05,0.14,M1V,0.53,0.07,0.50,0.07,104,+0.12,0.13,+0.01,0.22,+0.14,0.23,1635721458409799680,b'Gaia DR2 2076232790569562112',2076232790569562112,28864874,2015.5,295.11744480009406,0.024610965891099953,39.27415930050677,0.03196340362805571,3.591757136288035,0.03213274990637189,111.7787,37.66211582448149,0.05367507362817603,13.914477296758168,0.061276380980062356,0.1028938,0.018177431,-0.077680185,-0.042766303,0.17121795,-0.07100851,-0.28021,-0.19950157,0.028139593,0.06644896,239,0,238,1,2.0490038,279.33685,0.1201385205891612,1.512832644403211,31,False,10.859477,1.3791724585292418,0.007676779549287257,0.08811013,27,15,0.06584231,0,30,False,263,10554.635096682636,4.79374333504816,2201.7522,15.629758,30,3014.935401985076,11.59073090981614,260.11606,16.653193,29,11321.347538086078,20.936622163848593,540.7438,14.627174,1.3582926,0,2.0260181,1.0234346,1.0025835,,,0,,,,b'NOT_AVAILABLE',73.09046884393999,8.185366138826367,310.0235862942079,59.272466546403365,100001,3699.0,3595.5,4116.63,0.595,0.2824,0.9586,0.3,0.1425,0.4121,200111,0.6259283,0.50537014,0.66248286,0.066081695,0.06467003,0.067493364,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2076232790569562112',b' ',4172805,295.11722,39.27409,276.225942386983,273.777143948934,278.718147440124,2070.34768538706,1.0,1.0,b'2MASS J19402813+3916267',15.645,3788,76.0,-84.0,b'SPE70',4.774,0.036,-0.04,b'PHO2',-0.1,0.15,-0.15,b'SPE70',0.49,0.037,-0.041,0.52,0.034,-0.042,b'DSEP',0,1,1,13.339,12.684,12.499,b'cand',0.05448036279310402
