,KOI,KIC,Teff,ETeff,eTeff,Fe/H,e_Fe/H,M/H,e_M/H,SpType,Mstar,e_Mstar,Rstar,e_Rstar,Dis,Fe/H-T,e_Fe/H-T,Fe/H-M,e_Fe/H-M,M/H-M,e_M/H-M,solution_id,designation,m_source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist
29,596,10388286,3670,47,62,+0.01,0.13,+0.00,0.12,M1V,0.49,0.04,0.46,0.04,117,+0.30,0.13,+0.13,0.12,+0.08,0.12,1635721458409799680,b'Gaia DR2 2107607354856794880',2107607354856794880,170332762,2015.5,283.74072467486616,0.028414167833063334,47.51612374853585,0.028829132660233764,5.739854161950612,0.031379163552827154,182.91928,-0.00411782354807233,0.06365960960639344,-37.65934504935613,0.05834648890138599,-0.29597446,-0.3923518,0.21149938,0.053648304,0.26597923,-0.06622171,-0.19397566,-0.28614312,-0.049553912,-0.10470604,173,0,172,1,3.151762,230.64896,0.1337446091343928,2.6234806634216223,31,False,18.253204,1.377110525177012,0.007345061192956146,-0.029749589,20,15,0.069122985,0,22,False,184,22094.279730433682,14.813888144060448,1491.4572,14.827666,20,6047.700928783839,26.472846684631136,228.4492,15.897412,21,24229.23475352808,49.02759008713585,494.19592,13.801071,1.3703518,0,2.0963411,1.069746,1.0265951,,,0,,,,b'NOT_AVAILABLE',77.32188453361354,19.088517865272554,297.4695482475459,69.64841562936782,100001,3683.0,3658.0,4079.73,0.021,0.0057,0.4441,0.027,0.0026,0.2067,200111,0.57485795,0.46849087,0.58274233,0.054780077,0.054060243,0.05549991,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2107607354856794880',b' ',10388286,283.74069,47.516289,173.3538284734,172.408826400704,174.309060630126,823.931613198186,1.0,1.0,b'2MASS J18545777+4730586',14.818,3669,73.0,-91.0,b'SPE70',4.787,0.054,-0.041,b'SPE60',0.0,0.15,-0.15,b'SPE70',0.47,0.041,-0.051,0.494,0.039,-0.054,b'DSEP',1,1,1,12.437,11.802,11.573,b'conf',0.08510947788004823
33,3263,11853130,3680,104,94,+0.00,0.17,-0.00,0.14,M1V,0.49,0.05,0.46,0.05,229,-0.25,0.14,-0.26,0.22,-0.30,0.24,1635721458409799680,b'Gaia DR2 2132325441397749248',2132325441397749248,1592974147,2015.5,285.0959595134087,0.03332234915979445,50.10088505663209,0.04602724088986374,2.2541727440696753,0.037816866339895526,59.6076,5.755601246886547,0.07199796780545288,-14.093514411218198,0.09392893624132655,0.0744461,-0.13279024,-0.11041436,-0.238766,0.02329373,-0.26109678,-0.4051259,-0.08311848,0.06933703,0.12671791,206,0,204,2,1.6288764,232.55646,0.1299618774927148,1.0566413466252818,31,False,7.076354,1.3886643522186846,0.009696722750822727,0.08628869,23,16,0.099911116,0,26,False,230,7551.6227279574205,5.655180808253047,1335.346,15.993265,22,2208.0470167775775,19.841268528264152,111.285576,16.991367,22,8898.37222177274,21.46208512837045,414.60895,14.888643,1.4707328,0,2.102724,0.9981022,1.1046219,,,0,,,,b'NOT_AVAILABLE',80.21549661565659,19.119632094873378,302.4197649663998,71.84437010754378,102001,3640.0,3554.0,3981.673,,,,,,,200111,0.8896397,0.7435081,0.9332158,0.12517816,0.12033555,0.13002077,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132325441397749248',b' ',11853130,285.09586,50.10096,438.161897852596,430.96430951907,445.59951656175,802.974475002196,1.0,1.0,b'2MASS J19002300+5006034',15.949,3638,72.0,-79.0,b'SPE70',4.828,0.041,-0.054,b'PHO2',-0.06,0.15,-0.15,b'SPE70',0.436,0.045,-0.049,0.467,0.043,-0.052,b'DSEP',0,1,1,13.558,12.886,12.726,b'cand',0.14966541321399468
35,781,11923270,3691,74,70,-0.00,0.14,-0.01,0.13,M1V,0.50,0.04,0.47,0.04,188,+0.35,0.15,+0.19,0.16,+0.14,0.17,1635721458409799680,b'Gaia DR2 2135301441422463360',2135301441422463360,1085812764,2015.5,296.22202594326393,0.027790205244470255,50.28736260622835,0.03239945792473688,3.3591034935088806,0.031961412576845365,105.09872,8.444548922394235,0.06273463667722903,32.28343735085214,0.06655318298617195,0.013321884,-0.06351478,-0.086151116,0.0015651633,0.14155607,-0.012120924,-0.27265927,-0.120954864,-0.04169925,-0.0046939184,230,0,229,1,1.7377199,262.0895,0.09154619420865835,0.6803113425087026,31,False,9.273195,1.3663347895778222,0.00824746511837095,0.10602346,26,16,0.070761874,0,28,False,240,8389.307881481334,7.278774989235452,1152.5714,15.87905,25,2225.830729569339,13.740932984279958,161.98541,16.982658,25,9314.720161241956,18.59457379450887,500.93753,14.838996,1.3756261,0,2.1436625,1.1036081,1.0400543,,,0,,,,b'NOT_AVAILABLE',83.35180152515566,12.67076413279397,322.08536557694373,69.03197210884468,100001,3672.0,3589.75,3905.4697,0.5587,0.4654,1.3091,0.29,0.2432,0.6481,200111,0.6112945,0.54039246,0.63962793,0.061207745,0.05981468,0.062600814,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2135301441422463360',b' ',11923270,296.22195,50.28722,295.195613556697,292.415374155129,298.028266802829,1061.97135729326,1.0,1.0,b'2MASS J19445327+5017139',15.937,3688,73.0,-91.0,b'SPE70',4.79,0.05,-0.045,b'SPE60',0.0,0.15,-0.15,b'SPE70',0.473,0.037,-0.051,0.503,0.035,-0.053,b'DSEP',1,1,1,13.474,12.813,12.628,b'conf',0.04567850515917858
36,1201,4061149,3697,87,48,-0.19,0.14,-0.14,0.13,M1V,0.47,0.04,0.45,0.04,113,-0.10,0.14,+0.00,0.14,+0.06,0.15,1635721458409799680,b'Gaia DR2 2053093637076689664',2053093637076689664,1369910389,2015.5,292.5770729556602,0.02920620264604264,39.12093898730392,0.03197422339216721,3.665255714405103,0.03677362199517648,99.670784,6.1454669057316185,0.061246480643041994,10.140573778350744,0.05937755217507091,0.16231753,0.21849506,-0.22067869,-0.09444208,0.32485965,-0.1786426,-0.24672936,-0.3308382,-0.08136356,0.11043149,226,0,226,0,1.3680538,250.30238,0.10136670593210832,0.9427524183730246,31,False,10.50918,1.3901099614671635,0.009061829292430915,0.070318624,26,16,0.06735326,0,30,False,252,9982.374042629584,5.973731463151798,1671.045,15.690281,28,2866.7875598996025,12.440686298308343,230.43645,16.7079,28,10683.777070019962,17.79852909005611,600.2618,14.690108,1.357449,0,2.0177908,1.0176182,1.0001726,,,0,,,,b'NOT_AVAILABLE',72.02362030942886,9.8553827877278,306.24715063260425,59.75114813454174,100001,3712.0,3697.0,4118.893,,,,,,,200111,0.5896561,0.47890976,0.59445065,0.05947359,0.05808966,0.06085752,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2053093637076689664',b' ',4061149,292.57703,39.12088,270.739466545528,268.050030823584,273.482434688764,1540.09491416631,1.0,1.0,b'2MASS J19301848+3907151',15.597,3683,73.0,-88.0,b'SPE70',4.84,0.05,-0.055,b'SPE60',-0.22,0.15,-0.15,b'SPE70',0.424,0.045,-0.055,0.454,0.037,-0.064,b'DSEP',0,1,1,13.409,12.758,12.611,b'cand',0.06045901314288214
37,818,4913852,3698,32,119,+0.28,0.14,+0.20,0.13,M1V,0.54,0.04,0.51,0.04,326,+0.15,0.13,+0.21,0.18,+0.07,0.19,1635721458409799680,b'Gaia DR2 2101242934881164416',2101242934881164416,1581350412,2015.5,288.8117314147725,0.03355973796883773,40.03323109558629,0.04462935800751965,3.5546448592342776,0.04322209461939555,82.24139,-45.79412730556736,0.07516074779710273,-36.67238425242639,0.08067170036037369,-0.25626624,-0.26366082,-0.24119014,0.12062768,0.36776522,0.10699344,-0.35681897,-0.0022529918,-0.0352096,-0.13528776,212,0,212,0,3.7033916,291.02863,0.17457408601627597,2.532320368403122,31,False,7.8918276,1.3602384707661601,0.010209202975874767,-0.057829697,24,15,0.08566966,0,26,False,230,8708.900476728591,5.569176674050756,1563.7681,15.838457,24,2253.640657611101,13.185793245229721,170.9143,16.969177,25,9796.474908170068,19.3209928330506,507.03787,14.7842455,1.3836552,0,2.1849318,1.1307201,1.0542116,,,0,,,,b'NOT_AVAILABLE',71.56597695000923,12.864043339976268,301.1114948244522,61.456095018450554,100001,3761.7969,3501.0,4221.85,,,,,,,200111,0.5435079,0.43151003,0.6274979,0.053295154,0.05183729,0.054753017,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2101242934881164416',b' ',4913852,288.81201,40.033401,279.114967639476,275.762179874832,282.548793744594,963.563397153538,1.0,1.0,b'2MASS J19151488+4002002',15.877,3692,73.0,-83.0,b'SPE70',4.753,0.032,-0.039,b'SPE60',0.28,0.15,-0.15,b'SPE70',0.517,0.035,-0.039,0.553,0.027,-0.044,b'DSEP',1,1,1,13.405,12.723,12.492,b'conf',0.072410580962443
38,1843,5080636,3705,34,83,+0.27,0.13,+0.19,0.13,M1V,0.54,0.04,0.51,0.03,151,+0.39,0.13,+0.52,0.15,+0.31,0.14,1635721458409799680,b'Gaia DR2 2103377980301947264',2103377980301947264,382321022,2015.5,285.0131082060193,0.02012638655423648,40.220954710217185,0.023315433562140758,7.4165623741843945,0.02451168134515691,302.57257,0.6905379245162084,0.044847165259292714,41.18654656302557,0.047103571302803564,-0.039494444,-0.044407047,-0.17098075,-0.04344457,0.23501772,-0.06853015,-0.14071308,-0.07216965,-0.10601793,-0.024554012,241,0,241,0,7.931078,452.6138,0.1803313447771367,6.861201028199412,31,False,17.116028,1.3675639785253648,0.006868565673271875,-0.02185364,27,17,0.05314644,0,29,False,258,32382.057212186544,14.392859218657879,2249.8696,14.412604,27,8249.553965766312,28.543343401744146,289.0185,15.560312,27,36640.89104219232,52.85832450269886,693.19055,13.352005,1.3862753,0,2.2083073,1.1477079,1.0605993,,,0,,,,b'NOT_AVAILABLE',70.54027198743341,15.599320475981196,295.22891836688484,62.35154692100401,100001,3712.08,3565.0,4127.825,,,,,,,200111,0.5248133,0.42442104,0.5690107,0.047116574,0.046717685,0.047515463,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2103377980301947264',b' ',5080636,285.01309,40.220749,134.310874416612,133.866823030031,134.757828841115,864.461628999339,1.0,1.0,b'2MASS J19000314+4013147',14.404,3706,73.0,-92.0,b'SPE70',4.747,0.033,-0.033,b'SPE60',0.26,0.15,-0.15,b'SPE70',0.522,0.032,-0.039,0.555,0.027,-0.044,b'DSEP',1,2,3,11.951,11.279,11.056,b'conf',0.10947842778487825
39,886,7455287,3712,69,72,-0.13,0.14,-0.10,0.13,M1V,0.48,0.04,0.46,0.04,109,-0.24,0.11,-0.11,0.16,-0.15,0.16,1635721458409799680,b'Gaia DR2 2077974687557384704',2077974687557384704,722360583,2015.5,294.77392449520715,0.03006989732325095,43.0561975884632,0.03907204533447225,3.6522793204246127,0.03921425350390466,93.13653,0.03484012831854777,0.06362739924582646,-18.49910961050985,0.07037072643585475,0.080069296,0.053567115,-0.060803752,-0.10319572,0.3414814,-0.18528567,-0.26649135,-0.25146693,-0.025582496,0.07653323,208,0,207,1,2.4997592,255.74454,0.14071363352938857,1.6660918465438845,31,False,8.9631195,1.371077350344546,0.010419808768183205,0.13838145,24,16,0.073645994,0,26,False,223,8913.334924612236,4.9466721452594244,1801.8851,15.813265,25,2588.541907173278,16.78054918592722,154.25847,16.81875,26,9518.447073069707,15.211480359750354,625.741,14.815505,1.3583007,0,2.0032454,1.0054855,0.9977598,,,0,,,,b'NOT_AVAILABLE',76.34484858337814,10.198096601539326,312.2465815834048,62.908402539040914,100001,3712.75,3673.0,3775.3333,0.021,0.0026,0.1571,0.011,0.0019,0.0738,200111,0.5587957,0.5404231,0.570956,0.053454425,0.052140187,0.054768663,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2077974687557384704',b' ',7455287,294.77393,43.056301,271.700771706174,268.814384139292,274.648686605105,1496.78544220967,1.0,1.0,b'2MASS J19390574+4303226',15.847,3713,74.0,-92.0,b'SPE70',4.779,0.063,-0.031,b'SPE60',-0.12,0.15,-0.15,b'SPE70',0.47,0.036,-0.054,0.484,0.038,-0.053,b'DSEP',3,3,6,13.508,12.897,12.648,b'conf',0.08685395131746496
40,3034,2973386,3713,194,54,-0.10,0.18,-0.07,0.15,M1V,0.49,0.06,0.46,0.06,123,-0.01,0.14,+0.01,0.28,-0.07,0.34,1635721458409799680,b'Gaia DR2 2099209285046297344',2099209285046297344,337236138,2015.5,286.98016017801933,0.02493313130019604,38.165280619777796,0.029561476904027845,2.703408146187329,0.03258373921378016,82.96802,0.86925827731888,0.053347675012883754,11.712244624762164,0.057293060227011666,-0.23244317,-0.2983162,-0.0077490723,-0.041019224,0.34457356,-0.11394925,-0.102014616,-0.15434998,-0.04796688,-0.08911561,229,0,228,1,0.4580821,232.12926,0.0,0.0,31,False,13.716327,1.4018816848303322,0.007367936559839295,-0.01196199,26,16,0.06090762,0,31,False,264,11464.22339775155,4.540153005495021,2525.0742,15.540004,30,3698.5911614055403,15.962911819224155,231.69904,16.431297,30,11502.096007448572,17.836749744057965,644.8538,14.609978,1.3259238,0,1.8213196,0.8912935,0.93002605,,,0,,,,b'NOT_AVAILABLE',69.2158898828937,13.384557404142406,297.3397934954849,60.0031160573978,100001,3900.6667,3873.8132,4229.615,0.7565,0.3524,1.0211,0.3627,0.1879,0.4991,200111,0.72746843,0.6187143,0.73758906,0.11037695,0.10721074,0.11354315,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2099209285046297344',b' ',2973386,286.98013,38.165218,366.060797356149,361.712774072999,370.512709014794,913.151675601236,1.0,1.0,b'2MASS J19075523+3809548',15.572,3720,73.0,-81.0,b'SPE70',4.764,0.054,-0.031,b'PHO2',-0.1,0.15,-0.15,b'SPE70',0.48,0.033,-0.05,0.488,0.039,-0.044,b'DSEP',0,1,1,13.452,12.774,12.609,b'cand',0.08427522321505244
41,1867,8167996,3717,127,42,+0.03,0.15,+0.02,0.13,M1V,0.51,0.04,0.48,0.04,183,+0.00,0.13,+0.18,0.17,+0.06,0.17,1635721458409799680,b'Gaia DR2 2126336710805475712',2126336710805475712,367909531,2015.5,292.6422962888406,0.021433561185457303,44.087625140587065,0.02380373700450312,4.103720545911348,0.024898887990375027,164.81541,-11.312413659317105,0.04588536232424227,-7.193011861932522,0.048653412374677435,0.010814119,0.23278363,-0.37483177,-0.018526109,0.31904,-0.06971802,-0.3135394,-0.20993613,-0.07146922,-0.07614151,212,0,211,1,0.049301364,206.33423,0.0,0.0,31,False,23.664753,1.42235402794201,0.007174969053395792,0.0025437688,24,16,0.05605928,0,29,False,245,19195.585132738735,6.81645882801585,2816.0642,14.980362,28,5909.661442089519,22.330170156824458,264.6492,15.922482,27,19736.8010053973,24.654743885148623,800.5275,14.023728,1.3360605,0,1.8987532,0.9421196,0.95663357,,,0,,,,b'NOT_AVAILABLE',76.56617134739876,12.04239665225268,309.83671601080516,64.42726972313936,100001,3855.0,3790.0,4194.3027,0.3555,0.0112,0.955,0.175,0.0183,0.4671,200111,0.64476645,0.5446677,0.66707206,0.08271743,0.08143886,0.083996005,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126336710805475712',b' ',8167996,292.64236,44.087669,241.987045630972,240.526750716465,243.464860816611,1130.47840401126,1.0,1.0,b'2MASS J19303416+4405156',15.018,3716,73.0,-83.0,b'SPE70',4.74,0.056,-0.024,b'SPE60',0.04,0.15,-0.15,b'SPE70',0.506,0.031,-0.051,0.513,0.037,-0.045,b'DSEP',3,3,3,12.794,12.11,11.956,b'conf',0.04759725090440981
42,3090,6609270,3725,89,143,+0.05,0.18,+0.03,0.15,M1V,0.52,0.07,0.49,0.06,263,-0.23,0.13,-0.37,0.29,-0.49,0.35,1635721458409799680,b'Gaia DR2 2077668752749671424',2077668752749671424,559045297,2015.5,292.7376545229649,0.050226399301982305,42.014779162050274,0.04674878790841078,2.876822540705363,0.05323023447717295,54.044895,-0.8316443521822394,0.10139049725801748,-3.147487247543381,0.08676777450588866,-0.024737664,-0.11138588,-0.38586557,0.0029676282,0.3377197,-0.05546724,-0.37820083,-0.06853602,-0.22577368,-0.06979778,201,0,199,2,8.293755,406.42386,0.32677843948992596,9.144142494649191,31,False,5.1439247,1.3822317555836823,0.013158348491972118,-0.094483525,23,14,0.1001864,0,26,False,227,10245.682164316668,5.760798741263212,1778.5176,15.662013,24,3202.7074245524936,24.095566147235157,132.91689,16.587595,24,10582.556842562624,21.216162189850465,498.79694,14.700443,1.3454707,0,1.8871517,0.92558193,0.9615698,,,0,,,,b'NOT_AVAILABLE',74.70419439351227,11.05565709196949,308.3899359999459,62.45656736894085,100001,3846.75,3797.5,3899.3333,0.4017,0.3146,0.7038,0.19,0.15,0.3017,200111,0.67672116,0.6585928,0.69438785,0.09034208,0.08670086,0.09398331,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2077668752749671424',b' ',6609270,292.73764,42.014832,344.33715622497,338.090262551859,350.814954385742,1296.23531257398,1.0,1.0,b'2MASS J19305703+4200533',15.665,3729,75.0,-67.0,b'SPE70',4.733,0.039,-0.021,b'PHO2',0.06,0.15,-0.15,b'SPE70',0.514,0.029,-0.037,0.52,0.037,-0.03,b'DSEP',0,2,2,13.463,12.79,12.677,b'cand',0.15059588031198537
43,952,9787239,3731,94,67,-0.02,0.14,-0.02,0.13,M1V,0.51,0.04,0.48,0.04,224,+0.08,0.13,+0.20,0.16,+0.23,0.16,1635721458409799680,b'Gaia DR2 2080287892525359872',2080287892525359872,1080829480,2015.5,297.8423072830826,0.02667893748680902,46.57435950627034,0.031168328600218256,3.059480188079765,0.032197589667293344,95.022026,-13.617631233845389,0.058046061096578026,19.645633109310012,0.06811532402576316,-0.0880768,0.02636678,0.02528889,-0.14451267,0.09376014,-0.15995325,-0.1302659,-0.22514434,-0.006738641,-0.06398651,227,0,225,2,0.39197388,227.64227,0.0,0.0,31,False,10.573179,1.4010748027918185,0.008096108442051964,0.046058472,26,16,0.07184632,0,30,False,258,8921.236086418736,4.740066867574813,1882.0908,15.812304,27,2615.3465232065673,14.287649769351189,183.04945,16.807566,26,9388.146493740282,16.489748591622078,569.3323,14.83047,1.3454967,0,1.9770956,0.99526215,0.98183346,,,0,,,,b'NOT_AVAILABLE',80.5391833612077,9.962320439157,320.0635963159639,65.24681916443028,100001,3839.67,3727.0,4173.0103,0.3407,0.1696,0.8253,0.1737,0.092,0.3575,200111,0.59739065,0.5057633,0.6340557,0.06988551,0.06813013,0.07164089,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2080287892525359872',b' ',9787239,297.84241,46.574268,323.846626337988,320.478993926569,327.284494985727,1494.56655850089,1.0,1.0,b'2MASS J19512217+4634273',15.801,3731,73.0,-83.0,b'SPE70',4.75,0.052,-0.028,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.498,0.034,-0.051,0.509,0.036,-0.045,b'DSEP',5,5,5,13.616,12.901,12.757,b'conf',0.049799864490847584
44,739,10386984,3733,90,47,+0.11,0.13,+0.07,0.13,M1V,0.52,0.03,0.50,0.03,243,-0.06,0.13,+0.29,0.14,+0.07,0.15,1635721458409799680,b'Gaia DR2 2107644527795544832',2107644527795544832,115043620,2015.5,282.98362100550224,0.028370669021949117,47.578389668642274,0.03134270010721593,2.546422532487314,0.03307805121564832,76.98224,-23.973677551003078,0.061766573945050425,-45.46672695963824,0.057535193367671746,0.045853086,-0.16059953,0.1684222,-0.00920525,0.39334553,-0.11851215,-0.23466907,-0.231446,-0.0926979,0.1515072,220,0,218,2,3.282824,287.38052,0.1397184916072184,2.12475639125952,31,False,11.096656,1.4285284419828708,0.008112325642851862,0.07331209,25,15,0.06822252,0,27,False,233,11993.719002702117,5.567174769219712,2154.3638,15.490981,23,3999.403939197825,12.423129054260185,321.9321,16.3464,23,11818.738490671707,19.123089876081497,618.035,14.580492,1.3188689,0,1.7659073,0.8554182,0.9104891,,,0,,,,b'NOT_AVAILABLE',77.20415813839608,19.5911991172038,296.09406362450943,69.84414969733452,100001,3965.0,3907.75,4207.0,0.855,0.6252,1.107,0.423,0.264,0.593,200111,0.7480892,0.66449964,0.7701693,0.12461613,0.12077651,0.12845574,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2107644527795544832',b' ',10386984,282.9838,47.57859,388.383579278959,383.419299341534,393.47573134754,818.988651013479,1.0,1.0,b'2MASS J18515610+4734429',15.488,3736,75.0,-84.0,b'SPE70',4.724,0.046,-0.021,b'SPE60',0.12,0.15,-0.15,b'SPE70',0.525,0.03,-0.045,0.533,0.035,-0.039,b'DSEP',1,1,1,13.441,12.727,12.627,b'conf',0.06520439982587771
45,247,11852982,3735,65,44,+0.02,0.12,+0.01,0.12,M1V,0.51,0.03,0.48,0.03,103,+0.10,0.10,+0.03,0.14,-0.04,0.14,1635721458409799680,b'Gaia DR2 2132326747070439296',2132326747070439296,1313537938,2015.5,284.9986980242149,0.01632495416910795,50.14669215200147,0.021398356160389757,6.370545617593245,0.019228268576968223,331.31146,9.379889247478655,0.03636705875081634,-17.769846035300922,0.044635669774621745,-0.09231486,-0.10552045,0.09463433,-0.065244,0.16249613,-0.1290465,-0.29777226,-0.1032539,0.1142047,0.053247135,183,0,183,0,2.1913168,221.85654,0.06029232618672967,0.705580270971919,31,False,41.00808,1.4003373212736268,0.004706310510179875,0.12636268,21,16,0.054973625,0,23,False,199,39397.15905887936,17.05096827735262,2310.5525,14.199703,19,11901.945729210918,48.358278608494615,246.12013,15.162343,19,40941.1722744259,59.20940614381426,691.464,13.23152,1.3412926,0,1.9308233,0.9626398,0.9681835,,,0,,,,b'NOT_AVAILABLE',80.23889892639433,19.193780837995224,302.27955926982486,71.90828085347505,100001,3824.75,3804.0,4113.357,0.224,0.177,0.6801,0.114,0.092,0.3371,200111,0.6106997,0.52800864,0.6173804,0.071905546,0.07130752,0.072503574,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132326747070439296',b' ',11852982,284.9986,50.14679,156.263640776411,155.791994678028,156.738100227983,802.174013631617,1.0,1.0,b'2MASS J18595966+5008484',14.216,3732,75.0,-83.0,b'SPE70',4.736,0.052,-0.024,b'SPE60',0.02,0.15,-0.15,b'SPE70',0.509,0.034,-0.05,0.515,0.039,-0.042,b'DSEP',0,1,1,12.009,11.342,11.124,b'cand',0.11145362201845013
46,1459,9761199,3742,83,83,-0.09,0.15,-0.07,0.13,M1V,0.51,0.04,0.48,0.04,198,+0.27,0.12,+0.14,0.15,-0.03,0.17,1635721458409799680,b'Gaia DR2 2130342197304003712',2130342197304003712,954294431,2015.5,287.14302379157243,0.026591518578700058,46.50802182734962,0.029831937164097686,1.8936961576954914,0.030549940576287165,61.9869,-13.730045267029716,0.0558454115943299,-9.062439369635342,0.056698082125852776,0.07459368,0.14786173,-0.23632444,-0.028108519,0.2829707,-0.085584275,-0.2726914,-0.23417796,-0.061934147,0.073685735,223,0,221,2,-0.34328288,208.29189,0.0,0.0,31,False,11.781384,1.4298542930285827,0.00825789485346614,0.10863927,26,17,0.063334145,0,29,False,240,9931.125264875518,4.66323145977624,2129.666,15.695869,23,3352.4285831542074,21.902478452416084,153.06161,16.537989,26,9774.858860544386,13.408506422140519,729.0043,14.786644,1.3218328,0,1.7513447,0.8421192,0.90922546,,,0,,,,b'NOT_AVAILABLE',77.20365554384348,16.561901930045906,302.79669962255053,68.00468917703677,100001,3864.6667,3782.3333,4433.705,1.3342,0.9702,1.6407,0.688,0.4827,0.8048,200111,0.996722,0.75729406,1.0405874,0.19965997,0.19187818,0.20744176,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2130342197304003712',b' ',9761199,287.14313,46.50806,520.283653220452,512.080203304238,528.749336691205,832.463163023689,1.0,1.0,b'2MASS J19083435+4630290',15.692,3752,74.0,-82.0,b'SPE70',4.747,0.056,-0.024,b'SPE60',-0.08,0.15,-0.15,b'SPE70',0.497,0.031,-0.052,0.503,0.037,-0.045,b'DSEP',0,1,2,13.574,12.926,12.782,b'cand',0.0504299657859706
47,478,10990886,3744,33,70,+0.19,0.12,+0.13,0.12,M1V,0.54,0.03,0.51,0.03,107,+0.28,0.12,+0.31,0.13,+0.19,0.13,1635721458409799680,b'Gaia DR2 2086543048537237760',2086543048537237760,920618840,2015.5,298.10613147960333,0.024156372428620187,48.40164477632784,0.028983433770203897,7.625539505088465,0.02882268568823439,264.5673,57.94932401408857,0.05316791301654009,106.6698994665777,0.0502231542063348,0.22112167,0.12349403,-0.42028168,-0.24650206,0.50975454,-0.33846015,-0.35368642,-0.26937255,-0.1317067,0.22209206,168,0,168,0,3.6939156,238.34573,0.10821817772449387,2.177647980313714,31,False,30.011463,1.3729061055250806,0.006992241588575906,-0.16357423,19,13,0.06622038,0,22,False,194,37570.2175777975,15.473953085983215,2427.965,14.251256,19,9844.668771291635,26.9187110018298,365.71844,15.368385,19,41997.936652034565,65.41299284677093,642.0427,13.20385,1.3798857,0,2.1645355,1.1171293,1.0474062,,,0,,,,b'NOT_AVAILABLE',82.249623765486,10.69665544163623,322.51963107473637,66.78801445332918,100001,3773.4434,3555.3333,4208.33,0.4665,0.187,0.5921,0.2563,0.113,0.315,200111,0.5208951,0.4187997,0.58676654,0.04956175,0.04910225,0.05002125,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2086543048537237760',b' ',10990886,298.10571,48.40115,130.644959706626,130.151153773304,131.1424598827,1368.7927818346,1.0,1.0,b'2MASS J19522536+4824041',14.273,3744,75.0,-84.0,b'SPE70',4.718,0.039,-0.021,b'SPE60',0.2,0.15,-0.15,b'SPE70',0.537,0.03,-0.041,0.551,0.031,-0.038,b'DSEP',1,1,1,11.804,11.163,10.963,b'conf',0.16807726600907288
