,KOI,KIC,Teff,ETeff,eTeff,Fe/H,e_Fe/H,M/H,e_M/H,SpType,Mstar,e_Mstar,Rstar,e_Rstar,Dis,Fe/H-T,e_Fe/H-T,Fe/H-M,e_Fe/H-M,M/H-M,e_M/H-M,solution_id,designation,m_source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist
46,1459,9761199,3742,83,83,-0.09,0.15,-0.07,0.13,M1V,0.51,0.04,0.48,0.04,198,0.27,0.12,0.14,0.15,-0.03,0.17,1.64E+18,b'Gaia DR2 2130342197304003712',2.13E+18,954294431,2015.5,287.1430238,0.026591519,46.50802183,0.029831937,1.893696158,0.030549941,61.9869,-13.73004527,0.055845412,-9.06243937,0.056698082,0.07459368,0.14786173,-0.23632444,-0.028108519,0.2829707,-0.085584275,-0.2726914,-0.23417796,-0.061934147,0.073685735,223,0,221,2,-0.34328288,208.29189,0,0,31,FALSE,11.781384,1.429854293,0.008257895,0.10863927,26,17,0.063334145,0,29,FALSE,240,9931.125265,4.66323146,2129.666,15.695869,23,3352.428583,21.90247845,153.06161,16.537989,26,9774.858861,13.40850642,729.0043,14.786644,1.3218328,0,1.7513447,0.8421192,0.90922546,,,0,,,,b'NOT_AVAILABLE',77.20365554,16.56190193,302.7966996,68.00468918,100001,3864.6667,3782.3333,4433.705,1.3342,0.9702,1.6407,0.688,0.4827,0.8048,200111,0.996722,0.75729406,1.0405874,0.19965997,0.19187818,0.20744176,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2130342197304003712',b' ',9761199,287.14313,46.50806,520.2836532,512.0802033,528.7493367,832.463163,1,1,b'2MASS J19083435+4630290',15.692,3752,74,-82,b'SPE70',4.747,0.056,-0.024,b'SPE60',-0.08,0.15,-0.15,b'SPE70',0.497,0.031,-0.052,0.503,0.037,-0.045,b'DSEP',0,1,2,13.574,12.926,12.782,b'cand',0.050429966
47,478,10990886,3744,33,70,0.19,0.12,0.13,0.12,M1V,0.54,0.03,0.51,0.03,107,0.28,0.12,0.31,0.13,0.19,0.13,1.64E+18,b'Gaia DR2 2086543048537237760',2.09E+18,920618840,2015.5,298.1061315,0.024156372,48.40164478,0.028983434,7.625539505,0.028822686,264.5673,57.94932401,0.053167913,106.6698995,0.050223154,0.22112167,0.12349403,-0.42028168,-0.24650206,0.50975454,-0.33846015,-0.35368642,-0.26937255,-0.1317067,0.22209206,168,0,168,0,3.6939156,238.34573,0.108218178,2.17764798,31,FALSE,30.011463,1.372906106,0.006992242,-0.16357423,19,13,0.06622038,0,22,FALSE,194,37570.21758,15.47395309,2427.965,14.251256,19,9844.668771,26.918711,365.71844,15.368385,19,41997.93665,65.41299285,642.0427,13.20385,1.3798857,0,2.1645355,1.1171293,1.0474062,,,0,,,,b'NOT_AVAILABLE',82.24962377,10.69665544,322.5196311,66.78801445,100001,3773.4434,3555.3333,4208.33,0.4665,0.187,0.5921,0.2563,0.113,0.315,200111,0.5208951,0.4187997,0.58676654,0.04956175,0.04910225,0.05002125,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2086543048537237760',b' ',10990886,298.10571,48.40115,130.6449597,130.1511538,131.1424599,1368.792782,1,1,b'2MASS J19522536+4824041',14.273,3744,75,-84,b'SPE70',4.718,0.039,-0.021,b'SPE60',0.2,0.15,-0.15,b'SPE70',0.537,0.03,-0.041,0.551,0.031,-0.038,b'DSEP',1,1,1,11.804,11.163,10.963,b'conf',0.168077266
48,252,11187837,3745,69,69,0.06,0.13,0.04,0.12,M1V,0.52,0.04,0.49,0.03,138,0.15,0.12,0.19,0.13,0.08,0.14,1.64E+18,b'Gaia DR2 2129578826996503040',2.13E+18,128158204,2015.5,290.4015156,0.027467716,48.82272337,0.028953749,2.93070171,0.029608332,98.98233,-1.975380771,0.058682654,40.25276204,0.0560403,0.00141609,-0.2115956,0.10437476,-0.1113633,0.14510114,-0.16104637,-0.37439278,-0.23116587,-0.01039564,0.052470405,218,0,218,0,1.7635401,250.76776,0.080042477,0.635911089,31,FALSE,12.05597,1.396894318,0.007729228,0.06719032,25,16,0.06482799,0,26,FALSE,226,10685.5976,4.858306715,2199.449,15.616368,24,3255.092744,15.58408078,208.87294,16.56998,24,11077.30103,19.46648687,569.0447,14.650835,1.3412814,0,1.9191456,0.9536123,0.96553326,,,0,,,,b'NOT_AVAILABLE',80.31085561,15.44413838,310.7063848,69.39548667,100001,3793.47,3743,4010.72,0.668,0.3585,1.2411,0.295,0.1739,0.581,200111,0.71032107,0.63545287,0.7296059,0.09413491,0.091819555,0.09645027,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2129578826996503040',b' ',11187837,290.40149,48.82259,337.9259607,334.552709,341.3666892,842.0849638,1,1,b'2MASS J19213636+4849213',15.613,3744,75,-83,b'SPE70',4.737,0.046,-0.028,b'SPE60',0.06,0.15,-0.15,b'SPE70',0.516,0.03,-0.046,0.529,0.035,-0.043,b'DSEP',0,1,1,13.418,12.741,12.552,b'cand',0.170339428
49,817,4725681,3747,80,49,0.11,0.13,0.08,0.12,M1V,0.53,0.03,0.51,0.03,187,0.32,0.13,0.3,0.1,0.24,0.12,1.64E+18,b'Gaia DR2 2103311150611475968',2.10E+18,501066708,2015.5,283.8664285,0.022636922,39.8981928,0.024573252,3.434401247,0.026956252,127.40649,9.248083063,0.050125735,21.62134375,0.053960504,-0.09930295,0.013657875,0.048534308,-0.17186114,0.06580506,-0.17292975,-0.10283998,-0.116501324,-0.20834182,-0.14109127,256,0,255,1,3.5626485,337.6093,0.115804183,1.694689644,31,FALSE,13.330755,1.399780314,0.006530097,-0.021203138,29,16,0.061480623,0,31,FALSE,273,13354.78737,5.685351837,2348.9817,15.374273,27,4053.236102,15.77625911,256.91998,16.331882,30,13855.56633,16.41735081,843.95874,14.407859,1.3410025,0,1.9240236,0.9576092,0.96641445,,,0,,,,b'NOT_AVAILABLE',69.88340466,16.28888711,293.2369862,62.22342007,100001,3773.5,3750,3867.15,0.474,0.0696,0.8633,0.235,0.0499,0.4861,200111,0.689517,0.6565256,0.69818604,0.08684846,0.085148744,0.088548176,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2103311150611475968',b' ',4725681,283.86639,39.898079,288.7627492,286.515391,291.0450029,878.5700445,1,1,b'2MASS J18552792+3953530',15.414,3747,75,-83,b'SPE70',4.728,0.042,-0.025,b'SPE60',0.1,0.15,-0.15,b'SPE70',0.524,0.03,-0.044,0.536,0.035,-0.039,b'DSEP',2,2,2,13.224,12.537,12.312,b'conf',0.083184399
50,2058,10329835,3747,125,61,0,0.16,-0.01,0.14,M1V,0.52,0.04,0.49,0.04,169,-0.06,0.13,-0.3,0.18,-0.35,0.2,1.64E+18,b'Gaia DR2 2130861785267379456',2.13E+18,1083985206,2015.5,287.5011404,0.050843488,47.46911571,0.054448485,3.40575981,0.057363653,59.37139,-3.022904649,0.110842573,-26.97575337,0.108631843,-0.031137738,0.14602654,-0.008673403,-0.18000293,0.19828184,-0.17997642,-0.16350472,-0.09545532,-0.24243231,-0.055042822,230,0,228,2,17.803844,848.2752,0.49931501,29.8792834,31,FALSE,3.198952,1.437453815,0.015928043,0.050819196,26,16,0.106902055,0,29,FALSE,254,13410.6568,7.557550365,1774.4714,15.3697405,26,4365.435337,20.38501667,214.14922,16.25132,27,13550.60611,15.32026998,884.4887,14.432023,1.3359555,0,1.8192968,0.8815794,0.93771744,,,0,,,,b'NOT_AVAILABLE',78.22873514,16.69847546,304.2674543,68.83587881,100001,3906.3333,3900,4007.5566,0.2393,0,0.715,0.121,0,0.403,200111,0.62154585,0.5905442,0.62356615,0.08104351,0.078098655,0.08398837,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2130861785267379456',b' ',10329835,287.50116,47.469269,291.2750912,286.4507297,296.2617263,826.5820049,1,1,b'2MASS J19100028+4728093',15.313,3746,75,-83,b'SPE70',4.736,0.053,-0.025,b'SPE60',0,0.15,-0.15,b'SPE70',0.51,0.033,-0.05,0.516,0.038,-0.042,b'DSEP',1,1,1,13.217,12.555,12.415,b'conf',0.133725149
51,571,8120608,3748,95,23,-0.34,0.13,-0.25,0.13,M1V,0.48,0.03,0.45,0.03,59,-0.2,0.11,-0.3,0.13,-0.3,0.13,1.64E+18,b'Gaia DR2 2079000330051813504',2.08E+18,853963889,2015.5,298.652736,0.019521046,43.95498842,0.022587238,5.602029531,0.024356714,229.99939,2.098555769,0.041065503,-4.360551894,0.041967499,0.13758683,0.21359007,-0.17680094,-0.13001111,0.30447066,-0.21063362,-0.2868396,-0.2797237,-0.037205316,0.121676855,193,0,193,0,1.9441814,227.51718,0.035402465,0.209488122,31,FALSE,33.29614,1.4006393,0.006808581,-0.03730216,22,15,0.05139117,0,24,FALSE,210,27262.77125,8.933756943,3051.658,14.599441,22,8439.544997,30.95572925,272.63272,15.53559,22,27869.81601,24.61748548,1132.1146,13.649085,1.3318294,0,1.8865051,0.9361496,0.9503555,,,0,,,,b'NOT_AVAILABLE',78.51989907,8.170579412,318.6762272,62.6361326,100001,4086,3820,4475.532,0.299,0.185,0.644,0.152,0.1137,0.2823,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2079000330051813504',b' ',8120608,298.65271,43.955021,177.5937388,176.8230617,178.3710427,1811.923196,1,1,b'2MASS J19543665+4357180',14.625,3751,75,-84,b'SPE70',4.8,0.065,-0.035,b'SPE60',-0.34,0.15,-0.15,b'SPE70',0.443,0.04,-0.053,0.452,0.038,-0.05,b'DSEP',5,5,5,12.473,11.824,11.605,b'conf',0.060663574
52,3284,6497146,3748,49,110,0.16,0.15,0.11,0.14,M1V,0.55,0.04,0.52,0.04,147,0.3,0.16,0.39,0.2,0.24,0.19,1.64E+18,b'Gaia DR2 2104675781979819776',2.10E+18,1691860597,2015.5,281.6457236,0.115868911,41.95106862,0.111659582,5.103528345,0.123170118,41.43479,-16.76193776,0.28233334,-4.921421206,0.242719562,-0.38148594,-0.2341723,0.13333938,-0.08094184,0.13263233,-0.12592399,-0.022968838,0.13947141,-0.1954653,-0.38342848,167,0,167,0,41.882732,2685.6787,0.928053996,139.0807272,31,FALSE,1.1232967,1.384791258,0.027386186,-0.13258623,19,13,0.28016806,0,21,FALSE,185,30289.08649,35.10119736,862.9075,14.48515,19,8834.433063,28.7562016,307.21835,15.485942,19,33217.37516,40.60725624,818.01575,13.458507,1.3883485,0,2.0274353,1.0007915,1.0266438,,,0,,,,b'NOT_AVAILABLE',71.25801451,18.5930192,290.4600008,64.56539764,100001,3675,3622,3690.6667,1.424,0.9749,1.7681,0.699,0.4674,0.8713,200111,0.7624511,0.7559917,0.7849279,0.09553182,0.09082885,0.10023479,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2104675781979819776',b' ',6497146,281.64581,41.951092,195.0358474,190.4231489,199.8733699,885.1603693,1,1,b'2MASS J18463499+4157039',14.467,3749,75,-84,b'SPE85',4.743,0.033,-0.033,b'SPE85',0.16,0.15,-0.15,b'SPE85',0.524,0.033,-0.037,0.554,0.028,-0.043,b'DSEP',1,1,1,12.13,11.449,11.199,b'conf',0.029677071
53,947,9710326,3753,56,80,-0.26,0.13,-0.19,0.13,M1V,0.49,0.04,0.47,0.04,93,-0.19,0.12,-0.4,0.13,-0.28,0.13,1.64E+18,b'Gaia DR2 2126820324123177472',2.13E+18,799743558,2015.5,291.8629793,0.022410474,46.42916138,0.025413155,4.846523145,0.027325952,177.35973,20.06042092,0.048313815,-19.87627479,0.045440529,0.011135416,0.06694491,0.009157573,-0.083424486,0.43438357,-0.17687595,-0.16385874,-0.20508482,-0.064623326,0.076651186,219,0,218,1,1.5576113,246.0586,0.068407032,0.607691294,31,FALSE,18.270061,1.397556715,0.00664511,0.078627385,25,17,0.05454139,0,28,FALSE,243,16484.22497,6.362262062,2590.9377,15.145695,26,4847.800983,15.3786602,315.2291,16.137526,27,17359.1398,24.10087111,720.2702,14.163099,1.3471632,0,1.9744263,0.9918308,0.98259544,,,0,,,,b'NOT_AVAILABLE',78.4838085,13.55465419,310.6725627,66.80734314,100001,3785,3739,4086.42,0.0497,0.0209,0.257,0.0303,0.0109,0.1433,200111,0.5374385,0.4610782,0.5507438,0.05340917,0.05266086,0.05415748,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126820324123177472',b' ',9710326,291.86285,46.42926,205.1176967,203.9657406,206.2825044,953.9338129,1,1,b'2MASS J19272708+4625453',15.19,3755,75,-84,b'SPE70',4.781,0.063,-0.031,b'SPE60',-0.26,0.15,-0.15,b'SPE70',0.461,0.04,-0.053,0.47,0.038,-0.046,b'DSEP',1,1,1,12.91,12.293,12.097,b'conf',0.047988967
54,2156,2556650,3754,122,60,-0.26,0.16,-0.19,0.14,M1V,0.49,0.05,0.47,0.04,131,-0.07,0.12,-0.13,0.16,-0.15,0.18,1.64E+18,b'Gaia DR2 2099183583961614208',2.10E+18,602232529,2015.5,286.5942529,0.033660205,37.89128358,0.037412114,3.421329176,0.041749331,81.94932,-0.822297514,0.072026343,6.295654507,0.071102842,-0.109955296,-0.17209773,-0.06401916,0.025187613,0.2844398,-0.055011783,-0.27964777,-0.1850177,-0.012759114,0.07507387,204,0,204,0,2.4377596,250.92361,0.070479859,0.366509145,31,FALSE,8.492713,1.373768315,0.010195175,0.11800786,23,16,0.07465691,0,28,FALSE,230,7730.670999,5.289180492,1461.601,15.967823,26,2179.617129,11.19657142,194.66826,17.005438,23,8336.986443,16.1135886,517.38855,14.959397,1.360374,1,2.0460405,1.0376148,1.0084257,,,0,,,,b'NOT_AVAILABLE',68.83113974,13.55031408,296.624506,59.80605381,100002,3720,3651,4065.6667,0.0093,0.002,0.1243,0.004,0.0013,0.0508,200111,0.5519736,0.46210495,0.57303417,0.052565772,0.051113844,0.0540177,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2099183583961614208',b' ',2556650,286.59427,37.891258,289.898747,286.4052689,293.4769407,906.1438389,1,1,b'2MASS J19062262+3753285',15.959,3731,74,-81,b'SPE70',4.83,0.055,-0.055,b'SPE60',-0.28,0.15,-0.15,b'SPE70',0.433,0.047,-0.052,0.463,0.041,-0.055,b'DSEP',1,1,1,13.671,13.055,12.826,b'conf',0.036267359
55,2006,10525027,3756,87,78,0.01,0.14,0.01,0.13,M1V,0.52,0.04,0.49,0.04,114,-0.03,0.15,-0.02,0.17,-0.01,0.15,1.64E+18,b'Gaia DR2 2131059628640021120',2.13E+18,1605537892,2015.5,287.3469567,0.014375637,47.77290781,0.015728251,6.143678017,0.015995782,384.08112,28.17640578,0.033382776,-5.033785361,0.034209128,-0.1691571,-0.04050596,-0.07945646,-0.04099592,0.24256387,-0.02999252,-0.1638706,0.079455994,-0.12025639,-0.153511,218,0,216,2,-0.29666746,204.31096,0,0,31,FALSE,51.734425,1.406714655,0.003863825,0.07480601,25,17,0.04668909,0,29,FALSE,251,41019.61566,13.30267374,3083.5618,14.155887,29,12928.10814,23.3845767,552.84766,15.072551,29,41452.78488,58.71000291,706.06,13.218036,1.325729,0,1.8545151,0.9166641,0.93785095,,,0,,,,b'NOT_AVAILABLE',78.4820413,16.90892369,304.275655,69.15694146,100001,4123.403,3908.8098,4341.63,0.0112,0,0.0896,0.004,0,0.0271,200111,0.5047875,0.4553177,0.56173444,0.06636437,0.06585827,0.06687047,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2131059628640021120',b' ',10525027,287.34674,47.772961,162.0062002,161.5843043,162.4302656,823.8977652,1,1,b'2MASS J19092321+4746226',14.22,3758,75,-85,b'SPE70',4.769,0.04,-0.04,b'SPE60',0,0.15,-0.15,b'SPE70',0.496,0.042,-0.042,0.528,0.034,-0.046,b'DSEP',1,1,1,11.971,11.348,11.18,b'conf',0.143290681
56,2036,6382217,3758,249,24,0.19,0.15,0.13,0.14,M1V,0.55,0.06,0.52,0.06,313,0.28,0.15,0.29,0.16,0.13,0.17,1.64E+18,b'Gaia DR2 2076953069455745920',2.08E+18,1417579199,2015.5,296.8565596,0.029200052,41.75807489,0.030582129,2.571228199,0.033155588,77.55037,-7.528978269,0.06581453,-22.5899496,0.05743866,0.02644724,-0.04352814,-0.37043244,0.029646635,0.3631293,0.04288333,-0.33330652,0.06849455,-0.1692174,-0.049404055,221,0,221,0,0.95840883,235.83122,0,0,31,FALSE,11.816652,1.4151891,0.008760604,0.028955074,25,15,0.07020983,0,29,FALSE,245,9669.922366,5.425629939,1782.2672,15.724809,22,3065.198357,11.3687947,269.61508,16.635242,24,9771.359178,23.31939949,419.02277,14.787032,1.3274727,1,1.8482103,0.91043377,0.93777657,,,0,,,,b'NOT_AVAILABLE',75.93296614,8.227292524,314.271675,61.13424043,100002,3942.5,3901.5,4158.4136,0.6515,0.379,1.058,0.366,0.1946,0.5171,200111,0.67799366,0.60941577,0.6923183,0.100053616,0.096994825,0.10311241,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2076953069455745920',b' ',6382217,296.85663,41.758179,384.6945021,379.8120224,389.701844,1963.34105,1,1,b'2MASS J19472559+4145294',15.773,3757,75,-83,b'SPE70',4.718,0.039,-0.024,b'SPE60',0.18,0.15,-0.15,b'SPE70',0.539,0.03,-0.038,0.552,0.031,-0.038,b'DSEP',2,2,2,13.601,12.951,12.808,b'conf',0.076310253
57,253,11752906,3759,196,20,0.49,0.14,0.34,0.13,M1V,0.59,0.04,0.56,0.04,379,0.39,0.14,0.89,0.16,0.71,0.16,1.64E+18,b'Gaia DR2 2132144056342471168',2.13E+18,225063756,2015.5,285.5743032,0.024911221,49.96212181,0.041250634,3.090904522,0.035252754,87.67838,-7.050041139,0.052837126,-38.55274125,0.062705276,0.035336692,0.05864682,-0.14131653,-0.017610705,0.5775198,-0.07574248,-0.48040187,-0.12565716,-0.18234904,0.01255092,166,0,165,1,0.27694702,164.32593,0,0,31,FALSE,18.048111,1.404318572,0.008773533,0.19632153,19,13,0.071377486,0,22,FALSE,191,14783.42228,8.47809922,1743.719,15.263928,22,4641.134437,37.9020361,122.4508,16.184828,22,15183.24978,22.88962444,663.3245,14.308508,1.3409874,0,1.8763199,0.9208994,0.9554205,,,0,,,,b'NOT_AVAILABLE',80.18830094,18.78346388,303.194501,71.61055568,100001,3778.3333,3729,3899.5,1.17,0.8599,1.3701,0.568,0.4185,0.6447,200111,0.8026912,0.7535832,0.82407033,0.118302196,0.11514554,0.12145885,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132144056342471168',b' ',11752906,285.57434,49.962269,320.588215,316.9779811,324.2801296,805.5560237,1,1,b'2MASS J19021784+4957441',15.254,3757,74,-82,b'SPE70',4.681,0.039,-0.015,b'SPE60',0.48,0.05,-0.15,b'SPE70',0.576,0.022,-0.036,0.581,0.029,-0.029,b'DSEP',0,2,2,13.089,12.399,12.29,b'cand',0.071790437
58,2650,8890150,3765,127,53,0.01,0.15,0,0.13,M1V,0.52,0.04,0.5,0.04,189,0.35,0.15,0,0.16,-0.13,0.15,1.64E+18,b'Gaia DR2 2126465903421535744',2.13E+18,1400554210,2015.5,293.5111889,0.038301144,45.13662519,0.041176375,2.345549177,0.045197157,51.895947,12.96296901,0.079404573,7.013054228,0.067959013,-0.38309997,-0.35610902,-0.049356524,0.1130658,0.5087955,0.0374032,-0.24973525,-0.064407974,-0.04962473,-0.11383938,192,0,192,0,0.1370683,188.99113,0,0,31,FALSE,9.251886,1.400097019,0.010263126,-0.06456307,22,14,0.07919294,0,25,FALSE,217,7797.478797,5.809655746,1342.1584,15.95848,24,2444.250082,12.98191269,188.2812,16.881023,25,7919.745111,11.65470664,679.5319,15.015142,1.329147,0,1.865881,0.9225435,0.94333744,,,0,,,,b'NOT_AVAILABLE',77.80797022,11.95556314,312.0913964,65.17679514,100001,3900,3827,4058,0.798,0.4609,1.1324,0.389,0.2279,0.5555,200111,0.69188225,0.63905364,0.7185293,0.09977403,0.0954819,0.10406616,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2126465903421535744',b' ',8890150,293.51108,45.136589,421.3820367,413.4443886,429.6247547,1148.547696,1,1,b'2MASS J19340266+4508117',15.987,3765,75,-83,b'SPE70',4.725,0.049,-0.021,b'SPE60',0.02,0.15,-0.15,b'SPE70',0.521,0.029,-0.047,0.526,0.035,-0.042,b'DSEP',2,2,2,13.818,13.131,12.948,b'conf',0.078758515
59,255,7021681,3780,74,77,-0.01,0.13,-0.01,0.13,M1V,0.53,0.04,0.51,0.04,127,0.24,0.12,0.17,0.14,0.11,0.14,1.64E+18,b'Gaia DR2 2102511874378223360',2.10E+18,520511528,2015.5,287.857953,0.020944525,42.54267581,0.021814528,3.499694641,0.022140661,158.0664,-23.59591082,0.043548342,11.87001716,0.042037901,-0.009434922,0.010264467,-0.31888974,-0.049604792,0.15463112,-0.07216797,-0.39181355,-0.123586096,-0.07915471,0.013224294,233,0,233,0,0.76147765,243.95226,0.053686624,0.403523637,31,FALSE,19.760246,1.405458925,0.006001006,-0.07618059,27,16,0.0517779,0,28,FALSE,242,16956.24346,5.682739627,2983.815,15.115042,23,5221.862256,19.92067922,262.13275,16.056824,25,17492.79714,25.03078972,698.8512,14.154772,1.3396045,0,1.9020519,0.941782,0.9602699,,,0,,,,b'NOT_AVAILABLE',73.61899345,14.54712075,301.1058291,64.06581673,100001,3812,3754,4268.0703,1.005,0.798,1.1596,0.4973,0.4263,0.5951,200111,0.7373741,0.5882075,0.76033527,0.10343847,0.10171423,0.1051627,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2102511874378223360',b' ',7021681,287.85812,42.542629,283.4096092,281.6289179,285.2125555,873.2446871,1,1,b'2MASS J19112594+4232334',15.108,3780,76,-83,b'SPE70',4.746,0.042,-0.031,b'SPE60',-0.02,0.15,-0.15,b'SPE70',0.511,0.036,-0.043,0.531,0.034,-0.042,b'DSEP',1,3,3,12.912,12.236,12.08,b'conf',0.078874003
60,1078,10166274,3783,111,56,-0.34,0.14,-0.24,0.13,M1V,0.49,0.04,0.46,0.04,94,-0.35,0.13,-0.3,0.15,-0.16,0.15,1.64E+18,b'Gaia DR2 2085626983551485440',2.09E+18,720942001,2015.5,299.8305655,0.030136223,47.15757412,0.02984632,3.745287981,0.035224392,106.326546,28.58638833,0.065455243,23.85516552,0.050760754,-0.067785524,-0.14044103,0.15525855,-0.090325855,0.35704896,-0.23905048,-0.1848221,-0.3785738,-0.09218167,0.028944468,193,0,192,1,1.8282171,223.87859,0.055936344,0.306460761,31,FALSE,13.616673,1.414746187,0.008456999,-0.07000667,22,15,0.06931473,0,26,FALSE,218,12235.53093,7.086631534,1726.5652,15.469309,20,3816.115343,15.18655898,251.28242,16.397335,21,12486.57861,21.53973394,579.69977,14.520811,1.3324059,0,1.876524,0.9280262,0.9484978,,,0,,,,b'NOT_AVAILABLE',81.73772727,9.073105645,323.581271,65.14379272,100001,3900,3812,4051,0.295,0.184,0.6281,0.152,0.096,0.2573,200111,0.5427825,0.50307244,0.568132,0.06140515,0.060053654,0.06275664,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2085626983551485440',b' ',10166274,299.83041,47.157459,264.9930546,262.5236323,267.5085306,1631.176011,1,1,b'2MASS J19591929+4709268',15.438,3789,75,-82,b'SPE70',4.781,0.063,-0.031,b'SPE60',-0.34,0.15,-0.15,b'SPE70',0.46,0.035,-0.053,0.467,0.038,-0.046,b'DSEP',3,3,3,13.334,12.675,12.485,b'conf',0.076793066
61,254,5794240,3793,130,30,0.32,0.13,0.22,0.13,M1V,0.58,0.04,0.55,0.03,404,0.27,0.11,0.45,0.11,0.35,0.13,1.64E+18,b'Gaia DR2 2053562475706063744',2.05E+18,1450822118,2015.5,292.8729292,0.033968393,41.06417273,0.042215558,2.590390388,0.043403823,59.681156,4.635124042,0.071120541,-21.578922,0.083062909,-0.036549605,0.05131848,-0.10701693,-0.15548328,0.26346564,-0.1898862,-0.18851568,-0.1879672,-0.1421189,-0.10935052,186,0,185,1,1.091042,200.78688,0.043939568,0.129507681,31,FALSE,8.351243,1.3988688,0.012185387,0.04323818,21,16,0.08355515,0,24,FALSE,212,7641.324802,6.28919218,1214.993,15.980444,24,2244.068728,12.03508441,186.46057,16.973797,24,8048.870867,22.67068258,355.03433,14.997582,1.3470098,0,1.9762144,0.9933529,0.9828615,,,0,,,,b'NOT_AVAILABLE',73.88708134,10.5363676,307.9288578,61.52542176,100001,3820,3767.3333,4122.473,1.021,0.6976,1.3244,0.499,0.342,0.6313,200111,0.664157,0.5702717,0.6828564,0.08462323,0.08143579,0.08781067,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2053562475706063744',b' ',5794240,292.87289,41.06427,381.9495026,375.6718218,388.4366726,1403.200815,1,1,b'2MASS J19312949+4103513',15.979,3793,76,-84,b'SPE70',4.697,0.032,-0.02,b'PHO43',0.32,0.15,-0.15,b'SPE70',0.568,0.023,-0.038,0.587,0.025,-0.037,b'DSEP',1,1,1,13.749,13.077,12.892,b'conf',0.038017937
