,KOI,KIC,Teff,ETeff,eTeff,Fe/H,e_Fe/H,M/H,e_M/H,SpType,Mstar,e_Mstar,Rstar,e_Rstar,Dis,Fe/H-T,e_Fe/H-T,Fe/H-M,e_Fe/H-M,M/H-M,e_M/H-M,solution_id,designation,m_source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,kepid,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist
10,3497,8424002,3412,61,91,0.02,0.16,0.01,0.14,M3V,0.32,0.06,0.32,0.05,43,0.09,0.18,0.37,0.18,0.1,0.18,1.64E+18,b'Gaia DR2 2127115783511206016',2.13E+18,971559065,2015.5,289.2744976,0.231848268,44.47040556,0.223204554,3.171827653,0.240472566,13.189977,2.990573887,0.511893304,20.29623751,0.4101024,-0.16976026,0.11880527,-0.2782746,0.023354013,0.22361813,-0.026748262,-0.283026,-0.20499615,-0.0554464,-0.071970314,239,9,234,5,180.9589,66923.8,2.133466717,1510.929941,31,FALSE,0.20266247,1.446354309,0.063829558,-0.07629311,27,15,0.4467976,0,29,FALSE,257,93320.96449,405.3610886,230.21687,13.263417,29,41741.55988,127.6232531,327.0686,13.799967,29,91466.23565,406.1715335,225.19115,12.3587675,1.4274155,0,1.4411993,0.53654957,0.90464973,-19.67069151,3.230579124,6,4000,3,0,b'NOT_AVAILABLE',75.86882542,14.38729775,304.7649315,65.59967903,102001,4480.6665,4342,4984,,,,,,,200111,1.1424528,0.92335236,1.216589,0.4739601,0.40377045,0.54414976,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2127115783511206016',b' ',8424002,289.27451,44.470322,315.3751032,292.548301,341.995297,888.3936513,1,1,b'2MASS J19170588+4428129',13.393,3419,67,-76,b'SPE70',4.904,0.084,-0.052,b'PHO54',0.04,0.15,-0.15,b'SPE70',0.344,0.051,-0.07,0.346,0.066,-0.081,b'DSEP',1,1,1,11.315,10.75,10.623,b'conf',0.079317104
11,256,11548140,3450,50,50,0.47,0.12,0.33,0.12,M3V,0.51,0.15,0.54,0.01,155,0.58,0.1,0.51,0.14,0.39,0.14,1.64E+18,b'Gaia DR2 2132027576829358208',2.13E+18,973330452,2015.5,285.1850586,0.04098871,49.56528505,0.042227203,5.634546376,0.041450151,135.93549,-6.803526615,0.091179228,-14.4900688,0.086185131,-0.17175788,-0.099822655,-0.36921984,0.1462232,0.2808713,0.11753815,-0.41226956,-0.056349672,-0.115065455,-0.21005024,183,0,182,1,7.729491,364.81494,0.273343439,8.245974059,31,FALSE,7.4039617,1.337889936,0.012393617,0.043525603,21,16,0.10021878,0,22,FALSE,191,13659.87123,33.53338518,407.3514,15.34975,21,3162.827752,40.566863,77.9658,16.6012,21,16366.10767,102.081046,160.32465,14.2270565,1.4296573,0,2.3741436,1.2514505,1.1226931,,,0,,,,b'NOT_AVAILABLE',79.70336062,18.88363919,302.0340051,71.31966218,100001,3729.08,3450,4344.8203,0.571,0.1633,0.979,0.3003,0.1059,0.51,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132027576829358208',b' ',11548140,285.18512,49.565369,176.5846661,175.291777,177.8964236,808.3480483,1,1,b'2MASS J19004443+4933553',15.373,3440,68,-75,b'SPE70',4.82,0.044,-0.04,b'SPE5',0.46,0.05,-0.15,b'SPE70',0.439,0.035,-0.052,0.465,0.032,-0.06,b'DSEP',0,1,5,12.701,12.001,11.783,b'cand',0.086377475
12,2453,8631751,3451,89,67,-0.44,0.15,-0.31,0.14,M3V,0.27,0.06,0.27,0.05,33,-0.44,0.14,-0.61,0.16,-0.46,0.17,1.64E+18,b'Gaia DR2 2079890934466943616',2.08E+18,942988241,2015.5,294.4684271,0.029680271,44.75477708,0.033108713,6.345870332,0.034564678,183.59409,-4.65717134,0.067862078,174.2941473,0.067071754,-0.093673505,0.09688997,-0.11632699,0.030793536,0.18115716,0.016214784,-0.2505251,-0.032046106,-0.01824155,-0.04028782,218,0,216,2,2.3163207,261.47995,0.170230176,2.776684487,31,FALSE,9.373081,1.381179516,0.008669121,0.08192006,25,16,0.0713965,0,27,FALSE,232,10766.32788,5.132847796,2097.535,15.608196,23,2881.127671,10.08393345,285.71466,16.702482,24,11995.47026,19.03283477,630.2514,14.564377,1.3817708,0,2.1381054,1.094286,1.0438194,,,0,,,,b'NOT_AVAILABLE',77.77403944,11.17857424,313.2242276,64.56570165,100001,3595.9724,3509.3333,4101.885,0.1173,0.007,0.3013,0.0777,0.0034,0.1826,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2079890934466943616',b' ',8631751,294.46848,44.75396,156.8745962,156.0221427,157.7362483,1283.331561,1,1,b'2MASS J19375243+4445142',15.63,3462,76,-69,b'SPE70',5.004,0.065,-0.065,b'SPE60',-0.42,0.15,-0.1,b'SPE70',0.259,0.054,-0.044,0.247,0.067,-0.045,b'DSEP',0,1,1,13.185,12.651,12.423,b'cand',0.248044367
13,2542,6183511,3466,58,85,0.1,0.15,0.07,0.14,M2V,0.37,0.06,0.36,0.05,62,-0.03,0.15,0.29,0.15,0.2,0.17,1.64E+18,b'Gaia DR2 2104475013729123072',2.10E+18,1456010443,2015.5,283.4018628,0.21064096,41.5161554,0.231659022,3.839192173,0.243454094,15.769676,-14.65766615,0.44357523,-30.0088669,0.394611582,-0.20176132,-0.28450105,-0.3331624,0.0843596,0.39205718,-0.014157919,-0.3785219,-0.06327317,-0.22373621,-0.07812327,211,0,210,1,71.20516,7660.8843,1.94474129,333.5420992,31,FALSE,0.2545059,1.236307046,0.055307925,-0.010535337,24,15,0.40441313,0,26,FALSE,219,9435.953887,45.5438088,207.18411,15.751401,24,2609.441518,29.44225851,88.62912,16.810019,25,14033.74109,60.56761883,231.70369,14.393987,1.763805,0,2.4160318,1.0586176,1.3574142,,,0,,,,b'NOT_AVAILABLE',71.31798692,17.21343415,293.2156854,63.87922906,102001,3794.6633,3431,4157.3047,,,,,,,200111,0.50901425,0.4240848,0.6226371,0.048400246,0.042225484,0.054575007,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2104475013729123072',b' ',6183511,283.40195,41.516331,260.2862964,244.3705132,278.3795538,875.6970082,1,1,b'2MASS J18533646+4130588',15.527,3460,69,-83,b'SPE70',4.92,0.058,-0.071,b'SPE60',0.07,0.15,-0.15,b'SPE70',0.356,0.057,-0.057,0.385,0.055,-0.076,b'DSEP',0,1,1,12.858,12.266,12.032,b'cand',0.167218199
15,2705,11453592,3494,66,59,0.11,0.14,0.07,0.13,M2V,0.39,0.06,0.38,0.05,69,0.33,0.13,0.12,0.16,0.11,0.17,1.64E+18,b'Gaia DR2 2129942765344872320',2.13E+18,324587722,2015.5,290.9564463,0.033503998,49.36679334,0.040125611,9.594279934,0.032505515,295.15854,53.21587465,0.071326419,124.1991766,0.07431311,-0.3907425,0.026219616,-0.5001807,0.3631003,0.25151074,0.31243408,-0.6227248,-0.10547989,0.030169263,-0.33272752,164,0,164,0,7.3893023,329.43857,0.207504938,8.247461961,31,FALSE,15.618628,1.332049115,0.008713573,0.115826346,19,13,0.09572806,0,22,FALSE,189,38604.41355,16.95151549,2277.343,14.221773,20,9199.057164,62.29561928,147.6678,15.44203,21,45949.47361,200.2938081,229.41035,13.106218,1.4285551,0,2.3358116,1.2202568,1.1155548,,,0,,,,b'NOT_AVAILABLE',80.97938859,15.33196987,312.2868636,69.74729317,100001,3976.12,3429.5,4730.75,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2129942765344872320',b' ',11453592,290.95615,49.366398,103.9168997,103.5644227,104.2717413,844.3759609,1,1,b'2MASS J19234945+4921587',14.717,3483,78,-78,b'SPE70',4.875,0.06,-0.06,b'PHO54',0.1,0.15,-0.15,b'SPE70',0.389,0.055,-0.061,0.415,0.052,-0.078,b'DSEP',1,1,1,11.57,10.927,10.726,b'conf',0.518490486
16,1422,11497958,3522,59,62,-0.08,0.13,-0.06,0.13,M2V,0.39,0.05,0.37,0.04,81,-0.15,0.12,-0.24,0.14,-0.27,0.15,1.64E+18,b'Gaia DR2 2132069633148965888',2.13E+18,1350426164,2015.5,286.5400278,0.59640276,49.43726141,0.667178343,,,,,,,,-0.124230884,,,,,,,,,,222,0,222,0,179.06036,66119.4,6.185294745,3163.332122,3,FALSE,0.02606494,,,0.13092697,25,16,1.3180635,0,27,FALSE,240,8217.73766,26.65647097,308.28302,15.901485,25,2226.422839,8.91920181,249.6213,16.982368,25,9761.098898,19.10334881,510.9627,14.788174,1.4587375,0,2.1941948,1.080883,1.1133118,,,0,,,,b'NOT_AVAILABLE',79.90116254,18.0144503,304.4618014,70.9035508,130001,3544.3333,3503.6667,3872.395,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2132069633148965888',b' ',11497958,286.54001,49.437328,,,,,,,b'2MASS J19060960+4926143',15.921,3526,71,-78,b'SPE70',4.866,0.066,-0.044,b'SPE60',-0.08,0.15,-0.15,b'SPE70',0.383,0.048,-0.058,0.394,0.055,-0.067,b'DSEP',5,5,5,13.391,12.807,12.6,b'conf',0.243290952
17,1146,8351704,3560,87,47,-0.18,0.14,-0.13,0.13,M2V,0.39,0.05,0.37,0.05,93,-0.24,0.14,-0.18,0.15,-0.29,0.13,1.64E+18,b'Gaia DR2 2105915343901864832',2.11E+18,721696743,2015.5,285.6285208,0.028372725,44.31078547,0.032408784,3.503127502,0.032348454,108.2935,-4.541977439,0.066210936,-24.47799868,0.070436346,-0.12116408,-0.1474022,0.06870586,0.055023074,0.09921425,0.03799103,-0.30953544,-0.07580465,-0.007410829,-0.07845855,219,0,217,2,2.702151,271.86273,0.13728001,1.762591236,31,FALSE,9.93446,1.385610151,0.008067427,0.08481141,25,17,0.07592064,0,27,FALSE,233,10518.16595,4.811698399,2185.957,15.633515,24,3177.835703,13.41127854,236.95248,16.59606,22,10996.83458,18.35551131,599.1026,14.658751,1.347637,0,1.9373093,0.96254444,0.9747648,,,0,,,,b'NOT_AVAILABLE',74.66169507,16.72399567,298.5451571,66.20822759,100001,3770.6667,3555,5035.75,0.4118,0.2277,0.7525,0.1902,0.119,0.346,200111,0.6014035,0.3371894,0.67658603,0.06587175,0.06442152,0.067321986,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2105915343901864832',b' ',8351704,285.62854,44.31089,283.1550289,280.5653121,285.7921297,844.4364676,1,1,b'2MASS J19023084+4418392',15.649,3569,71,-78,b'SPE70',4.861,0.066,-0.044,b'SPE60',-0.16,0.15,-0.15,b'SPE70',0.389,0.047,-0.057,0.4,0.048,-0.066,b'DSEP',1,1,1,13.441,12.872,12.608,b'conf',0.021128504
18,1686,6149553,3561,49,97,-0.2,0.15,-0.14,0.13,M2V,0.39,0.06,0.37,0.05,84,-0.31,0.15,-0.1,0.17,0.01,0.16,1.64E+18,b'Gaia DR2 2075385994820474752',2.08E+18,471297408,2015.5,298.5072797,0.038826045,41.47923226,0.043861815,4.357075654,0.046806043,93.08789,8.247159959,0.080790716,33.64103863,0.089515571,-0.019562943,0.07650213,-0.028067127,-0.14288883,0.13293271,-0.14325199,-0.2635717,-0.21934439,-0.07438041,-0.08826753,239,0,238,1,6.009593,387.35925,0.299310238,6.813870509,31,FALSE,5.005487,1.327111743,0.011915919,0.025702562,27,16,0.089277595,0,30,FALSE,259,8350.898683,4.420490604,1889.1339,15.884032,28,1968.267211,10.21434701,192.69633,17.116179,28,9839.553866,22.56591607,436.0361,14.779482,1.4139581,1,2.3366966,1.2321463,1.1045504,,,0,,,,b'NOT_AVAILABLE',76.30691822,7.017665387,316.3950801,60.40913253,100002,3449.5,3408.75,3786.145,0.5543,0.3606,0.76,0.2945,0.1986,0.3766,200111,0.5795992,0.48111132,0.59353966,0.04285237,0.04183035,0.043874387,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2075385994820474752',b' ',6149553,298.50726,41.47905,228.043356,225.6164049,230.5221363,2087.043224,1,1,b'2MASS J19540173+4128445',15.886,3554,64,-78,b'SPE70',4.91,0.06,-0.06,b'SPE60',-0.2,0.15,-0.15,b'SPE70',0.359,0.047,-0.057,0.384,0.051,-0.07,b'DSEP',0,1,0,13.33,12.715,12.489,b'cand',0.154046343
19,899,7907423,3565,68,39,0.01,0.13,0,0.13,M2V,0.43,0.05,0.41,0.04,117,0.25,0.12,0.28,0.13,0.22,0.12,1.64E+18,b'Gaia DR2 2078807228323035008',2.08E+18,616257329,2015.5,296.9853002,0.024887264,43.65860427,0.031472909,5.223482738,0.033394377,156.41803,33.52447948,0.053293581,17.51780306,0.052180568,-0.082984336,-0.0686255,-0.1307138,-0.006809742,0.4757236,-0.09480934,-0.10843893,-0.18005937,-0.033215806,-0.026232533,211,0,211,0,4.2931294,305.13873,0.120240904,1.843020066,31,FALSE,14.49722,1.375956656,0.006913074,0.020251986,24,15,0.056069866,0,28,FALSE,246,15245.80777,7.4958646,2033.8959,15.23049,26,3978.716179,15.0830374,263.78748,16.352032,26,17078.7185,20.49276678,833.4023,14.180781,1.3811951,0,2.1712503,1.121542,1.0497084,,,0,,,,b'NOT_AVAILABLE',77.65835228,9.070728595,316.0116448,62.85296916,100001,3580.5,3545.5,3959.2,0.4342,0.2134,0.7775,0.2413,0.118,0.4276,200111,0.57619244,0.4712377,0.58762455,0.049159165,0.048414983,0.049903348,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2078807228323035008',b' ',7907423,296.98505,43.65852,190.400696,189.1885707,191.6281735,1715.452918,1,1,b'2MASS J19475641+4339306',15.234,3561,71,-89,b'SPE70',4.855,0.055,-0.055,b'SPE60',0,0.15,-0.15,b'SPE70',0.411,0.045,-0.06,0.44,0.041,-0.076,b'DSEP',3,3,3,12.836,12.15,11.966,b'conf',0.135704696
20,2626,11768142,3568,54,104,-0.02,0.17,-0.01,0.15,M2V,0.43,0.06,0.4,0.05,169,-0.25,0.13,-0.01,0.2,-0.1,0.21,1.64E+18,b'Gaia DR2 2135055391335687680',2.14E+18,1397773966,2015.5,294.3660313,1.089214058,49.91502192,1.424416186,,,,,,,,0.15968177,,,,,,,,,,169,0,168,1,242.54321,160766.78,10.14085219,6593.736522,3,FALSE,0.009347313,,,0.11350193,20,13,2.4292905,0,25,FALSE,196,7488.81585,32.00268123,234.00589,16.002333,19,2005.039733,9.836786017,203.83078,17.09608,18,9173.499053,16.25803093,564.24414,14.855582,1.4926978,0,2.2404985,1.0937481,1.1467505,,,0,,,,b'NOT_AVAILABLE',82.45901663,13.56509758,318.6462192,69.27339377,130001,3757.6667,3482,4179.2075,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2135055391335687680',b' ',11768142,294.36609,49.915058,,,,,,,b'2MASS J19372786+4954542',15.931,3554,71,-80,b'SPE70',4.867,0.055,-0.055,b'SPE60',-0.04,0.15,-0.15,b'SPE70',0.398,0.049,-0.054,0.426,0.047,-0.076,b'DSEP',1,1,1,13.454,12.784,12.635,b'conf',0.188170875
21,936,9388479,3582,73,34,0.19,0.12,0.13,0.12,M2V,0.47,0.04,0.45,0.04,145,0.21,0.12,0.22,0.12,0.12,0.11,1.64E+18,b'Gaia DR2 2107406178588473728',2.11E+18,181852108,2015.5,283.7317274,0.023924236,45.95852882,0.029676244,5.691202225,0.027746535,205.11398,-41.14140847,0.053231136,-52.64567464,0.065393001,0.000425187,-0.005548896,-0.07324149,-0.15146266,0.09143973,-0.15151483,-0.20840815,-0.06947996,-0.040659104,-0.04410274,218,0,217,1,4.7699637,325.2811,0.190903292,5.210019314,31,FALSE,12.308428,1.355508376,0.00784502,-0.035136472,25,16,0.07161478,0,28,FALSE,231,17970.80423,8.973360993,2002.6837,15.051947,25,4601.048732,17.00182396,270.62088,16.194246,24,20182.52158,63.41283857,318.27185,13.999481,1.3791019,1,2.194765,1.1422997,1.0524654,,,0,,,,b'NOT_AVAILABLE',75.77243817,18.56373971,296.3165972,68.14706804,100002,3949.8647,3766,4119.3867,0.376,0.2133,0.7344,0.2063,0.118,0.383,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2107406178588473728',b' ',9388479,283.73203,45.958771,174.8263644,173.9760157,175.684917,839.1155594,1,1,b'2MASS J18545568+4557315',15.073,3582,71,-89,b'SPE70',4.807,0.05,-0.045,b'SPE60',0.18,0.15,-0.15,b'SPE70',0.458,0.04,-0.055,0.491,0.034,-0.063,b'DSEP',2,2,2,12.596,11.952,11.721,b'conf',0.131920687
22,854,6435936,3593,50,74,0.25,0.14,0.17,0.13,M2V,0.49,0.05,0.46,0.04,295,0.19,0.13,0.17,0.13,0.02,0.13,1.64E+18,b'Gaia DR2 2102244967931917184',2.10E+18,690241110,2015.5,289.5085612,0.03769921,41.81202344,0.046966812,3.583811667,0.049269696,72.73866,10.7518584,0.087043968,-18.22422249,0.091746941,-0.27380928,-0.25838533,0.092346296,-0.15139149,0.40005225,-0.26274142,0.030647574,-0.18574205,-0.11519726,-0.2271776,210,0,209,1,4.8708897,318.1544,0.220832882,3.841387829,31,FALSE,6.5604258,1.368912049,0.010624534,-0.05314176,24,14,0.096644856,0,28,FALSE,236,8599.88811,5.700299238,1508.6731,15.852134,27,2226.123751,17.99711773,123.69335,16.982515,26,9614.470848,15.53737731,618.79626,14.804606,1.3768313,0,2.177909,1.1303816,1.0475273,,,0,,,,b'NOT_AVAILABLE',73.44988296,13.13183495,303.2679745,63.01588743,100001,3772.365,3582,4145.99,0.521,0.194,1.0751,0.308,0.1347,0.6037,200111,0.5307733,0.4394201,0.58868814,0.051400535,0.04984402,0.05295705,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2102244967931917184',b' ',6435936,289.50848,41.812119,276.880904,273.1256283,280.7389851,960.6313204,1,1,b'2MASS J19180203+4148436',15.849,3593,71,-86,b'SPE70',4.757,0.054,-0.027,b'SPE60',0.26,0.15,-0.15,b'SPE70',0.491,0.03,-0.055,0.503,0.036,-0.054,b'DSEP',1,1,1,13.446,12.778,12.536,b'conf',0.080000925
23,1907,7094486,3594,118,39,0.39,0.16,0.27,0.14,M2V,0.51,0.04,0.48,0.04,306,0.14,0.13,0.21,0.19,-0.01,0.22,1.64E+18,b'Gaia DR2 2105151526917259520',2.11E+18,330604726,2015.5,282.8598614,0.0518321,42.66583356,0.063697191,2.790090031,0.064281387,43.404324,-5.519865701,0.119038398,16.77874966,0.121260372,-0.06598849,-0.15520918,-0.050353,-0.07757785,0.34746242,-0.12475082,-0.26266423,-0.076843835,-0.043471392,0.023411129,186,0,186,0,16.06851,689.5331,0.463468933,24.82358921,31,FALSE,3.6016097,1.393829724,0.015932858,-0.025150837,21,16,0.116340086,0,23,FALSE,201,14282.27037,5.33760188,2675.7842,15.301373,22,4621.831666,28.49178421,162.2163,16.189352,22,14413.08809,30.77841964,468.28552,14.365027,1.3327657,0,1.8243246,0.8879795,0.9363451,,,0,,,,b'NOT_AVAILABLE',72.29320651,18.0005163,292.8626709,65.08769921,100001,3915.3333,3901,4103,,,,,,,200111,0.7770067,0.7075533,0.782727,0.12782599,0.1215551,0.13409688,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2105151526917259520',b' ',7094486,282.85992,42.66576,355.0186395,347.0339684,363.3724725,871.7455259,1,1,b'2MASS J18512638+4239567',15.278,3597,72,-86,b'SPE70',4.734,0.052,-0.017,b'SPE60',0.4,0.05,-0.15,b'SPE70',0.514,0.026,-0.051,0.522,0.031,-0.046,b'DSEP',1,1,1,13.192,12.518,12.347,b'conf',0.069690829
24,2662,3426367,3628,54,79,0.14,0.14,0.1,0.13,M2V,0.48,0.04,0.46,0.04,56,0.28,0.15,0.32,0.16,0.19,0.17,1.64E+18,b'Gaia DR2 2100018422524180864',2.10E+18,1373935818,2015.5,285.9287514,0.025662605,38.52070973,0.029216634,8.843923428,0.033021588,267.82248,-24.591421,0.0551519,-57.65330641,0.055928195,-0.14522466,-0.27894858,0.003705898,0.053157505,0.23321964,-0.07606693,-0.39451995,-0.33445165,-0.15022546,-0.005518597,216,0,216,0,8.905531,450.80215,0.203454428,7.930230798,31,FALSE,14.49994,1.330233503,0.007078434,-0.008001745,25,16,0.060820412,0,27,FALSE,230,30591.31349,14.51162637,2108.0554,14.47437,23,7014.899316,26.74453543,262.29282,15.736335,23,36203.19478,117.4864468,308.14783,13.365053,1.412757,0,2.3712816,1.2619648,1.1093168,,,0,,,,b'NOT_AVAILABLE',69.2076668,14.28248257,295.8831951,60.53659871,100001,3543.82,3383.6667,3948.5,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2100018422524180864',b' ',3426367,285.92889,38.520981,112.7053488,112.2842907,113.1295201,880.838434,1,1,b'2MASS J19034293+3831155',14.488,3605,71,-85,b'SPE70',4.837,0.038,-0.071,b'SPE60',0.07,0.15,-0.15,b'SPE70',0.433,0.058,-0.048,0.47,0.047,-0.057,b'DSEP',1,1,2,11.878,11.24,11.023,b'conf',0.083437129
25,2715,9837661,3640,286,47,0.2,0.22,0.14,0.17,M1V,0.5,0.09,0.47,0.08,496,X,X,0.4,0.34,-0.04,0.4,1.64E+18,b'Gaia DR2 2128141834020807680',2.13E+18,971777244,2015.5,294.528597,0.051114133,46.64087368,0.065656411,1.275280333,0.063660196,20.032618,-4.05021149,0.11018118,-21.31434738,0.120947179,0.11356434,0.18871003,0.007425864,-0.09927192,0.3147205,-0.140066,-0.30207902,-0.15329862,-0.027341649,0.041414294,204,0,203,1,0.65920764,210.71422,0,0,31,FALSE,3.285183,1.424542744,0.017139491,0.09252228,23,16,0.116920695,0,25,FALSE,219,3192.05226,2.695389825,1184.2637,16.92819,25,1055.022521,12.53072463,84.194855,17.793234,24,3152.132797,9.400270489,335.32364,16.01541,1.3180095,0,1.7778244,0.86504364,0.91278076,,,0,,,,b'NOT_AVAILABLE',79.50689641,12.00174134,315.1177885,66.28023585,100001,4185.06,3951.9424,4627.3696,1.007,0.8,1.2109,0.497,0.3964,0.613,200111,0.6468816,0.5291268,0.72544914,0.11565144,0.10334578,0.1279571,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2128141834020807680',b' ',9837661,294.52859,46.640968,769.1460017,732.3673794,809.7390811,1143.257365,1,1,b'2MASS J19380686+4638274',16.835,3640,81,-90,b'SPE70',4.744,0.056,-0.024,b'KIC0',0.21,0.15,-0.15,b'SPE70',0.503,0.03,-0.056,0.513,0.036,-0.054,b'DSEP',2,3,3,14.832,14.224,13.884,b'conf',0.080583089
26,1902,5809954,3647,55,74,-0.08,0.14,-0.06,0.13,M1V,0.46,0.04,0.44,0.04,85,0.08,0.15,-0.03,0.15,-0.03,0.14,1.64E+18,b'Gaia DR2 2076782134064256256',2.08E+18,1264990159,2015.5,296.8769614,0.027556284,41.08045111,0.032424211,4.518920306,0.034691766,130.25916,21.749907,0.057659923,-26.38757394,0.05642711,0.07980757,0.14984733,-0.14409104,-0.1250353,0.36297727,-0.19480914,-0.29895207,-0.26040182,-0.14244097,0.031840805,246,0,246,0,11.528055,591.81384,0.262564937,12.74838598,31,FALSE,9.85656,1.391521938,0.008355434,0.005118846,28,16,0.063000135,0,30,FALSE,262,26631.75055,8.000735612,3328.6628,14.6248665,29,7519.437573,16.14804291,465.65628,15.660925,30,28795.03069,40.5850682,709.49817,13.6136265,1.363578,0,2.0472984,1.0360584,1.01124,,,0,,,,b'NOT_AVAILABLE',75.34366061,7.882406076,313.7884574,60.49871148,100001,3760,3675.75,3917.75,1.7585,1.5099,2.056,0.8753,0.7409,1.0296,200111,0.7488053,0.68971735,0.78352463,0.10096803,0.09914854,0.102787524,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2076782134064256256',b' ',5809954,296.87683,41.080582,219.9049542,218.2273182,221.608117,2066.41772,1,1,b'2MASS J19473044+4104500',14.645,3645,72,-90,b'SPE70',4.797,0.071,-0.038,b'PHO16',-0.08,0.15,-0.15,b'SPE70',0.449,0.04,-0.061,0.46,0.043,-0.059,b'DSEP',0,1,2,12.29,11.631,11.452,b'cand',0.065163496
27,1681,5531953,3657,59,69,-0.12,0.14,-0.09,0.13,M1V,0.46,0.04,0.43,0.04,153,-0.22,0.13,-0.26,0.17,-0.23,0.17,1.64E+18,b'Gaia DR2 2101508501301083520',2.10E+18,1298765746,2015.5,291.2850446,0.685103609,40.73002246,1.029152468,,,,,,,,-0.10879066,,,,,,,,,,187,0,187,0,238.12807,147322.73,7.212315399,3922.996558,3,FALSE,0.017902976,,,0.020972345,22,15,1.8605599,0,25,FALSE,221,8472.812963,18.80894557,450.4672,15.868297,23,2399.897476,14.08999596,170.32634,16.900906,21,9651.1952,15.84869893,608.9582,14.8004675,1.4223249,0,2.100438,1.032609,1.0678291,,,0,,,,b'NOT_AVAILABLE',73.03684449,11.46138563,305.3159776,61.5849399,130001,3848.3333,3608,4159.1665,,,,,,,-9.22E+18,,,,,,,b'http://geadata.esac.esa.int/data-server/datalink/links?ID=2101508501301083520',b' ',5531953,291.285,40.730049,,,,,,,b'2MASS J19250840+4043481',15.855,3638,72,-87,b'SPE70',4.844,0.049,-0.055,b'SPE60',-0.14,0.15,-0.15,b'SPE70',0.42,0.046,-0.056,0.45,0.043,-0.059,b'DSEP',0,4,4,13.465,12.847,12.58,b'cand',0.15467303
