    0.245524066540319597E+01    0.245500382173952134E+07    0.174164921038115650E+00    0.430555997047762151E+00    0.741470982432163472E+00    0.326639428743503712E+00    0.114245960983695856E+02   -0.504323535976199501E-03    0.657739345824631073E+03    0.380388115224206194E+05
    0.245524034781337752E+01    0.245500382188096223E+07    0.174487885400947840E+00    0.452627742872764749E+00    0.825402319248029204E+00    0.262216244789110542E+00    0.112220799748215541E+02   -0.554437338773287598E-03    0.620990816823866680E+03    0.380398466433598005E+05
    0.245524007040568204E+01    0.245500382189932093E+07    0.175486466387281187E+00    0.456186705470123410E+00    0.728020150623270412E+00    0.280323283985268956E+00    0.113091065007912199E+02   -0.523378545949390746E-03    0.613241420640360843E+03    0.380400017340950653E+05
    0.245524050856435494E+01    0.245500382181314193E+07    0.174840766684207449E+00    0.405644817117798040E+00    0.529531647340358735E+00    0.436860758561710139E+00    0.116919985588614228E+02   -0.493707896154382060E-03    0.643700613412625444E+03    0.380403233008693787E+05
    0.245524067969186799E+01    0.245500382175315218E+07    0.175244139622063727E+00    0.424776233384927759E+00    0.584779248949681807E+00    0.384153954926382490E+00    0.115753696683887206E+02   -0.517404023922587715E-03    0.610807572318914595E+03    0.380405659155038011E+05
    0.245524049103429576E+01    0.245500382177955611E+07    0.175179580963656073E+00    0.445766934210400034E+00    0.683020195411124909E+00    0.305797061789469637E+00    0.113836295600721940E+02   -0.476171433510446350E-03    0.642719574919937713E+03    0.380406087377651493E+05
    0.245524055906236605E+01    0.245500382177789975E+07    0.169289145939315544E+00    0.334368663873981342E+00    0.920370031119082332E+00    0.313894562582550940E+00    0.117073045672227067E+02   -0.518043830115201987E-03    0.646495167271485343E+03    0.380408920877694763E+05
    0.245524019752581202E+01    0.245500382192893652E+07    0.174400169785200648E+00    0.459817476180305551E+00    0.883606533156594875E+00    0.225236813712321626E+00    0.111856430723865330E+02   -0.520625793381316519E-03    0.605453481396370989E+03    0.380414341759050221E+05
    0.245524072472694810E+01    0.245500382177721430E+07    0.172198884014832687E+00    0.396332522405529353E+00    0.868821131581543504E+00    0.281714908224078131E+00    0.115181209042596251E+02   -0.528621509016577538E-03    0.629951825670143307E+03    0.380418957829772044E+05
    0.245524039234611191E+01    0.245500382184155611E+07    0.171608954556424137E+00    0.401712869031929209E+00    0.934003192452290465E+00    0.260373949248697056E+00    0.114352649457729711E+02   -0.533185084389688527E-03    0.619126374771671180E+03    0.380419919916989747E+05
    0.245524038149256674E+01    0.245500382188677508E+07    0.174417261001671320E+00    0.455635988291912208E+00    0.825961936460109847E+00    0.267285970693542152E+00    0.112226598381970355E+02   -0.536417067509721850E-03    0.612009331401047234E+03    0.380422931109103592E+05
