    0.245524040016199896E+01    0.245500382188750571E+07    0.174507758039309763E+00    0.470455586849723106E+00    0.959206096411253539E+00    0.205198238086985174E+00    0.110625407885034406E+02   -0.547826616932283101E-03    0.640652356898775565E+03    0.380391210101817633E+05
    0.245524060427546553E+01    0.245500382176402630E+07    0.178467025034461102E+00    0.553849151760377190E+00    0.923523784349530086E+00    0.308913247437035687E-01    0.106801212574833126E+02   -0.481745208759268555E-03    0.664839161395134283E+03    0.380393699751177483E+05
    0.245524062333715110E+01    0.245500382176196110E+07    0.177685702605366036E+00    0.548724518663102567E+00    0.982253182467392572E+00    0.525740468718720183E-01    0.106412303715698329E+02   -0.550470568722921140E-03    0.622101633922656902E+03    0.380393861562034508E+05
    0.245524056303912763E+01    0.245500382173462398E+07    0.178875575582995827E+00    0.557850246994436194E+00    0.812525004382306459E+00    0.118997742316266863E+00    0.105982392633099032E+02   -0.519245112624424645E-03    0.650995086331436596E+03    0.380393864879480534E+05
    0.245524057167440679E+01    0.245500382174966065E+07    0.174735705231315708E+00    0.480729206367286444E+00    0.905724078921209097E+00    0.256903223848527484E+00    0.109863817839121403E+02   -0.494262891103674335E-03    0.627730378094730440E+03    0.380395137545359830E+05
    0.245524031645205199E+01    0.245500382183611393E+07    0.173102176783136913E+00    0.431287510475832192E+00    0.917612077511930302E+00    0.248071624139623415E+00    0.112912688157082286E+02   -0.526591944002132188E-03    0.656536537387838962E+03    0.380397950207913964E+05
    0.245524057054739053E+01    0.245500382175642299E+07    0.176087252990547172E+00    0.472896935881662761E+00    0.648534719187280562E+00    0.378656212316028695E+00    0.111794476959956270E+02   -0.496411571720758722E-03    0.618411222318618911E+03    0.380404449572443336E+05
    0.245524057616633806E+01    0.245500382179097738E+07    0.177314679498691008E+00    0.515205722922641440E+00    0.761450509424949518E+00    0.225458269270505440E+00    0.108938889551474212E+02   -0.488491867139519555E-03    0.657656173602862509E+03    0.380404945291857221E+05
    0.245524034580640871E+01    0.245500382184449630E+07    0.173273317545474898E+00    0.439757006494322589E+00    0.993688789578359932E+00    0.174947104256896774E+00    0.112902375411868388E+02   -0.482559969459714464E-03    0.626179679135125639E+03    0.380406106945110223E+05
    0.245524079095584602E+01    0.245500382171366503E+07    0.173237481058783227E+00    0.405077114657427073E+00    0.734879608961775288E+00    0.321682047459463438E+00    0.115485465899207576E+02   -0.500484230792106713E-03    0.653028962691428092E+03    0.380406820608884518E+05
