# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 8.1141988377 	 	 0.0002596422 	 	 0.0002531279
t0_p1              	 	 2455009.3395046983 	 	 0.0007299623 	 	 0.0007504448
p_p1               	 	 0.0374730931 	 	 0.0008777021 	 	 0.0006555511
b_p1               	 	 0.3101944784 	 	 0.2733859314 	 	 0.1910743704
q1_KEPLER          	 	 0.2217903259 	 	 0.1991892976 	 	 0.1152080014
q2_KEPLER          	 	 0.2227362628 	 	 0.2820080931 	 	 0.1496106814
a_p1               	 	 17.9612427301 	 	 0.8142747060 	 	 2.5435866132
mflux_KEPLER       	 	 -0.0003796115 	 	 0.0000143467 	 	 0.0000149787
sigma_w_KEPLER     	 	 7.3610918101 	 	 24.5926766273 	 	 6.5338551732
