    0.811393452531591741E+01    0.245500934145702189E+07    0.373637198394435668E-01    0.404495167563724445E+00    0.704123311060411150E+00    0.907037511051402012E-01    0.167304111036562873E+02   -0.411883183431655323E-03    0.578026916723958237E+02    0.784184625059528003E+03
    0.811351128403576816E+01    0.245500933780172560E+07    0.354190195735457486E-01    0.336568893745193609E+00    0.980635649087282513E+00    0.145928431137414522E+00    0.163269480471323334E+02   -0.369600928984783941E-03    0.408314246422824780E+02    0.784216659581768795E+03
    0.811455375651511801E+01    0.245500934164703125E+07    0.375863629438239338E-01    0.519614711396480744E+00    0.109794699655393319E+00    0.434657965705725138E-01    0.163838223690382527E+02   -0.394826125000313300E-03    0.874849218254423278E+02    0.786114407988138169E+03
    0.811493350833891114E+01    0.245500934075266356E+07    0.378565885529420637E-01    0.496122763217752227E+00    0.376879710734405404E+00    0.381972164185229279E+00    0.165297752125279409E+02   -0.399374780746691610E-03    0.782058394991415007E+01    0.786296431435864406E+03
    0.811475929134431695E+01    0.245500934013692802E+07    0.388588205530547917E-01    0.121047607844893920E+00    0.127902125233630287E+00    0.689599417586042596E-01    0.192183942945573349E+02   -0.425674081138944485E-03    0.739376272336453155E+02    0.786409197397121034E+03
    0.811454287533442553E+01    0.245500934109603940E+07    0.356324161091712069E-01    0.837127157585136478E-01    0.434527684039817397E+00    0.180340032941724765E+00    0.181477406346267465E+02   -0.377017562992369194E-03    0.489383005370480433E+02    0.786622488988309442E+03
    0.811498212381380668E+01    0.245500934050058108E+07    0.384880389064233552E-01    0.808060477202054983E-01    0.115338128845567434E+00    0.340968118922933716E+00    0.189341254914971380E+02   -0.425897931428394867E-03    0.469662393300821677E+02    0.786640160390937126E+03
    0.811366391156352762E+01    0.245500933831169875E+07    0.388548307031634857E-01    0.763156124399801516E+00    0.204636816374522884E+00    0.690190076835256600E-01    0.127494215989452897E+02   -0.369812056169943496E-03    0.121729079736464474E+02    0.786690809080666781E+03
    0.811303173284881218E+01    0.245500933663839381E+07    0.367690906619987587E-01    0.401493246491942402E-01    0.203946692536975338E+00    0.436073829889746967E+00    0.186241703451282028E+02   -0.390455412596194841E-03    0.447845087526386578E+02    0.786891327173281638E+03
    0.811413189344909291E+01    0.245500934048189130E+07    0.371783746408451687E-01    0.295968588652947007E+00    0.343482197922194532E+00    0.109039525897871470E+00    0.182040544269847935E+02   -0.327664489406661328E-03    0.448391819020373461E+02    0.786950848757893141E+03
    0.811487594898688513E+01    0.245500933972488483E+07    0.388088510547851817E-01    0.860760968598040521E+00    0.679413902556076504E-01    0.114851207289555016E+00    0.996200737743183495E+01   -0.338907179158333730E-03    0.151328783498304489E+02    0.786972011730939926E+03
    0.811297318778219712E+01    0.245500933692187769E+07    0.360577063510799586E-01    0.150385369778749306E+00    0.518056283396481021E+00    0.180262602429281743E+00    0.182201632379744822E+02   -0.374580611368068917E-03    0.461198891646287805E+02    0.787010556723014247E+03
